state,week,current_loss,current_econ_loss,current_job_loss,overall_loss,overall_econ_loss,overall_job_loss
AK,2025-02-28,570.0393763292827,2266.1688089654917,0.004446307135368405,570.0393763292827,2266.1688089654917,0.004446307135368405
AK,2025-03-07,1362167.8691671824,5415244.044296528,10.624909379504022,1362167.8691671824,5415244.044296528,10.624909379504022
AK,2025-03-14,1577941.10166527,6273041.925638619,12.307940592989107,1577941.10166527,6273041.925638619,12.307940592989107
AK,2025-03-21,1615900.1090842742,6423946.445930121,12.604020850857339,1615900.1090842742,6423946.445930121,12.604020850857339
AK,2025-03-28,1910096.7359709176,7593513.404350641,14.898754540573158,1910096.7359709176,7593513.404350641,14.898754540573158
AK,2025-04-04,2877417.877325421,11439060.027649526,22.443859443138283,2877417.877325421,11439060.027649526,22.443859443138283
AK,2025-04-11,2877425.4734775093,11439090.22584924,22.443918693124573,2877425.4734775093,11439090.22584924,22.443918693124573
AK,2025-04-18,2878261.490628401,11442413.778694501,22.450439626901527,2878261.490628401,11442413.778694501,22.450439626901527
AK,2025-04-25,2879596.5775090843,11447721.363348996,22.460853304570858,2879596.5775090843,11447721.363348996,22.460853304570858
AK,2025-05-02,2880643.803904321,11451884.570122698,22.469021670453703,2880643.803904321,11451884.570122698,22.469021670453703
AK,2025-05-09,2872653.263774328,11420118.496477082,22.406695457439756,2881022.0171712083,11453388.141883085,22.471971733935423
AK,2025-05-16,2873300.5645331093,11422691.814831011,22.411744403358252,2881669.3179299897,11455961.460237013,22.47702067985392
AK,2025-05-23,2873613.846484376,11423937.254735433,22.414188002578133,2881982.5998812565,11457206.900141437,22.4794642790738
AK,2025-05-30,2794538.120386112,11109574.858958285,21.797397339011674,2882595.6511226804,11459644.060904888,22.484246078756907
AK,2025-06-06,2798845.494222255,11126698.65187743,21.83099485493359,2886903.0249588233,11476767.853824032,22.517843594678823
AK,2025-06-13,1642421.4372648187,6529380.928512898,12.810887210665586,2888058.0597582073,11481359.648609314,22.526852866114016
AK,2025-06-20,1642526.0202866346,6529796.6941456385,12.811702958235749,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-06-27,1017097.2519874076,4043429.566183068,7.933358565501779,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-07-04,1017097.2519874076,4043429.566183068,7.933358565501779,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-07-11,1013946.8520454513,4030905.276843266,7.9087854459545195,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-07-18,971955.0390698671,3863968.4988789805,7.581249304744963,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-07-25,714460.4692431774,2840309.104721343,5.572791660096784,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-08-01,584108.8880906645,2322101.5919187153,4.556049327107183,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-08-08,583769.5977608875,2320752.756742669,4.553402862534922,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-08-15,583769.5977608875,2320752.756742669,4.553402862534922,2888162.642780023,11481775.414242055,22.52766861368418
AK,2025-08-22,582781.3940735476,2316824.192390545,4.545694873773671,2888213.848260732,11481978.979588676,22.528068016433707
AK,2025-08-29,438514.47850162385,1743296.8225095228,3.420412932312666,2888213.848260732,11481978.979588676,22.528068016433707
AK,2025-09-05,438514.47850162385,1743296.8225095228,3.420412932312666,2888213.848260732,11481978.979588676,22.528068016433707
AK,2025-09-12,435826.468721936,1732610.7468209479,3.3994464560311006,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-09-19,431068.96530772455,1713697.4817141441,3.3623379294002516,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-09-26,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-10-03,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-10-10,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-10-17,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-10-24,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-10-31,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-11-07,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-11-14,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-11-21,376015.8509403069,1494836.0209160666,2.932923637334394,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-11-28,370949.66188214964,1474695.5883413064,2.893407362680767,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-12-05,370949.66188214964,1474695.5883413064,2.893407362680767,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-12-12,370949.66188214964,1474695.5883413064,2.893407362680767,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-12-19,370949.66188214964,1474695.5883413064,2.893407362680767,2888255.281990576,11482143.697729405,22.528391199526492
AK,2025-12-26,370949.66188214964,1474695.5883413064,2.893407362680767,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-01-02,370541.89320797287,1473074.5202378307,2.890226767022188,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-01-09,370541.89320797287,1473074.5202378307,2.890226767022188,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-01-16,370541.89320797287,1473074.5202378307,2.890226767022188,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-01-23,370541.89320797287,1473074.5202378307,2.890226767022188,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-01-30,370541.89320797287,1473074.5202378307,2.890226767022188,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-02-06,370541.89320797287,1473074.5202378307,2.890226767022188,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-02-13,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-02-20,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-02-27,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-03-06,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-03-13,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-03-20,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-03-27,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-04-03,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-04-10,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AK,2026-04-17,293117.3327821631,1165276.267747495,2.286315195700872,2888255.281990576,11482143.697729405,22.528391199526492
AL,2025-02-28,15334.175053552679,37759.751881017946,0.14107441049268465,15334.175053552679,37759.751881017946,0.14107441049268465
AL,2025-03-07,382420.60293908877,941694.419865367,3.518269547039617,382420.60293908877,941694.419865367,3.518269547039617
AL,2025-03-14,404131.4078840099,995156.3508133553,3.718008952532891,404131.4078840099,995156.3508133553,3.718008952532891
AL,2025-03-21,3220414.186196221,7930132.543824482,29.62781051300523,3220414.186196221,7930132.543824482,29.62781051300523
AL,2025-03-28,3939803.926553257,9701599.0887651,36.246196124289966,3939803.926553257,9701599.0887651,36.246196124289966
AL,2025-04-04,3970895.561359763,9778160.91304119,36.532239164509825,3974015.4795255186,9785843.578422053,36.56094241163477
AL,2025-04-11,9163265.251945194,22564149.758629546,84.30204031789579,9194527.110113863,22641130.75067287,84.58964941304754
AL,2025-04-18,9188117.84594164,22625348.211081542,84.5306841826631,9219379.704110308,22702329.20312487,84.81829327781483
AL,2025-04-25,10292568.406967618,25345010.59941002,94.6916293441021,10323830.265136287,25421991.591453344,94.97923843925383
AL,2025-05-02,11127415.270926068,27400785.385573916,102.37222049251983,11158828.44931474,27478138.99720336,102.66122173369561
AL,2025-05-09,11132264.500023028,27412726.405346803,102.41683340021186,11164180.71352979,27491318.719494,102.71046256447406
AL,2025-05-16,11138541.796224993,27428183.979441404,102.47458452526993,11170458.009731755,27506776.2935886,102.76821368953213
AL,2025-05-23,11874025.264506465,29239280.64280346,109.24103243345948,11905941.478013225,29317872.956950657,109.53466159772168
AL,2025-05-30,11921199.24786363,29355444.564278528,109.6750330803454,11953115.461370392,29434036.878425725,109.9686622446076
AL,2025-06-06,11941262.315827053,29404849.01320552,109.85961330560889,11973178.529333813,29483441.327352718,110.15324246987109
AL,2025-06-13,9613283.92946247,23672301.553266797,88.44221215105472,11989452.162621062,29523514.455054935,110.30295989611378
AL,2025-06-20,9613317.595042935,23672384.453322448,88.442521874395,11989485.828201529,29523597.355110586,110.30326961945404
AL,2025-06-27,9612266.989975328,23669797.3831645,88.43285630777302,11989531.615400452,29523710.10413456,110.30369086168415
AL,2025-07-04,9612266.989975328,23669797.3831645,88.43285630777302,11989531.615400452,29523710.10413456,110.30369086168415
AL,2025-07-11,9461484.864249572,23298502.83124937,87.04566075109607,11989544.116167463,29523740.886740014,110.30380586874065
AL,2025-07-18,9376175.253364427,23088431.553933218,86.26081233095273,11989544.116167463,29523740.886740014,110.30380586874065
AL,2025-07-25,9374943.941399373,23085399.500749648,86.24948426087423,11989544.295772048,29523741.32900864,110.30380752110284
AL,2025-08-01,9374824.002561204,23085104.156477503,86.24838082356308,11989545.429620273,29523744.12106152,110.3038179525065
AL,2025-08-08,9374753.9740877375,23084931.714349154,86.24773656160718,11989545.429620273,29523744.12106152,110.3038179525065
AL,2025-08-15,9361179.568942308,23051505.32079138,86.12285203426924,11989553.939729536,29523765.076842517,110.30389624551171
AL,2025-08-22,9361257.59109427,23051697.447011996,86.12356983806728,11989782.293185258,29524327.3874852,110.30599709730438
AL,2025-08-29,9351337.432380589,23027269.479394518,86.03230437790143,11989782.293185258,29524327.3874852,110.30599709730438
AL,2025-09-05,9351381.99603961,23027379.215503678,86.03271436356441,11989826.85684428,29524437.12359436,110.30640708296737
AL,2025-09-12,9324293.000458725,22960673.719559625,85.78349560422028,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-09-19,9324093.975196041,22960183.6283411,85.78166457180359,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-09-26,9258167.7477591,22797843.10583,85.17514327938372,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-10-03,9258167.7477591,22797843.10583,85.17514327938372,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-10-10,9258167.7477591,22797843.10583,85.17514327938372,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-10-17,9258167.7477591,22797843.10583,85.17514327938372,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-10-24,9258167.7477591,22797843.10583,85.17514327938372,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-10-31,9258167.7477591,22797843.10583,85.17514327938372,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-11-07,9258167.7477591,22797843.10583,85.17514327938372,11989887.81827746,29524587.23852282,110.30696792815263
AL,2025-11-14,9258556.021464648,22798799.21326533,85.17871539747475,11990276.091983007,29525543.34595815,110.31054004624367
AL,2025-11-21,8901703.955477776,21920066.22483691,81.89567639039554,11990276.091983007,29525543.34595815,110.31054004624367
AL,2025-11-28,8898722.30079073,21912724.02737376,81.86824516727472,11990276.091983007,29525543.34595815,110.31054004624367
AL,2025-12-05,8898678.772818567,21912616.8415993,81.86784470993081,11990281.210576778,29525555.95027694,110.31058713730636
AL,2025-12-12,8898604.543549266,21912434.05519043,81.86716180065326,11990281.210576778,29525555.95027694,110.31058713730636
AL,2025-12-19,8898604.543549266,21912434.05519043,81.86716180065326,11990281.210576778,29525555.95027694,110.31058713730636
AL,2025-12-26,8898604.543549266,21912434.05519043,81.86716180065326,11990281.210576778,29525555.95027694,110.31058713730636
AL,2026-01-02,8897428.156369157,21909537.251946572,81.85633903859625,11990281.210576778,29525555.95027694,110.31058713730636
AL,2026-01-09,8897431.994394459,21909546.70292014,81.85637434842903,11990285.048602082,29525565.40125051,110.31062244713914
AL,2026-01-16,8897592.406856358,21909941.711764034,81.8578501430785,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-01-23,8897592.406856358,21909941.711764034,81.8578501430785,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-01-30,8897592.406856358,21909941.711764034,81.8578501430785,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-02-06,8897336.81572526,21909312.32950776,81.85549870467239,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-02-13,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-02-20,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-02-27,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-03-06,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-03-13,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-03-20,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-03-27,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-04-03,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-04-10,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AL,2026-04-17,8885319.604478173,21879720.45949147,81.74494036119918,11990445.461063981,29525960.41009441,110.31209824178862
AR,2025-02-28,430.477082686783,1208.3170998815788,0.0037881983276436904,430.477082686783,1208.3170998815788,0.0037881983276436904
AR,2025-03-07,749.7419019031367,2104.469661690337,0.0065977287367476045,749.7419019031367,2104.469661690337,0.0065977287367476045
AR,2025-03-14,54957.39465574379,154261.3123862693,0.4836250729705454,54957.39465574379,154261.3123862693,0.4836250729705454
AR,2025-03-21,119796.60284267705,336260.1391439256,1.054210105015558,119796.60284267705,336260.1391439256,1.054210105015558
AR,2025-03-28,123710.43681295785,347245.9795117128,1.0886518439540291,123710.43681295785,347245.9795117128,1.0886518439540291
AR,2025-04-04,187308.9143516508,525762.1677761448,1.6483184462945273,187524.08112170294,526366.1248694181,1.6502119138709859
AR,2025-04-11,191573.26203714576,537731.8740287145,1.6858447059268826,192269.07091357,539684.9577059809,1.6919678240394158
AR,2025-04-18,628714.3388432853,1764754.3089252764,5.532686181820911,629410.1477197097,1766707.3926025429,5.538809299933445
AR,2025-04-25,936881.3481437658,2629756.1451044846,8.24455586366514,937577.15702019,2631709.2287817504,8.250678981777671
AR,2025-05-02,937365.1015978252,2631114.005009636,8.248812894060862,938060.9104742495,2633067.088686902,8.254936012173395
AR,2025-05-09,937368.615071437,2631123.8670683047,8.248843812628646,938064.4239478613,2633076.950745571,8.254966930741178
AR,2025-05-16,973393.0656456179,2732241.8159517613,8.56585897768144,974088.8745220422,2734194.8996290276,8.571982095793972
AR,2025-05-23,975774.3616370938,2738925.9363895343,8.586814382406427,976470.170513518,2740879.0200668005,8.59293750051896
