OID_,Join_Count,New119Fips,GEOID,NAMELSAD,lat,lon,GEOID_1,STATEFP,CD119FP,GEOIDFQ
1212,1,1306,1305,Congressional District 5,33.907316000000002,-84.403560999999996,1306,13,06,5001900US1306
1213,1,1305,1305,Congressional District 5,33.802759999999999,-84.310514999999995,1305,13,05,5001900US1305
1214,1,1306,1305,Congressional District 5,33.811036000000001,-84.423630000000003,1306,13,06,5001900US1306
1215,1,1305,1305,Congressional District 5,33.748873000000003,-84.392489999999995,1305,13,05,5001900US1305
1216,1,1304,1305,Congressional District 5,33.687024000000001,-84.321465000000003,1304,13,04,5001900US1304
1217,1,1305,1305,Congressional District 5,33.754524000000004,-84.386533000000000,1305,13,05,5001900US1305
1218,1,1305,1305,Congressional District 5,33.762324000000000,-84.327387999999999,1305,13,05,5001900US1305
1219,1,1306,1305,Congressional District 5,33.847098000000003,-84.368573999999995,1306,13,06,5001900US1306
1220,1,1305,1305,Congressional District 5,33.748116000000003,-84.415561999999994,1305,13,05,5001900US1305
1221,1,1305,1305,Congressional District 5,33.798324000000001,-84.345501999999996,1305,13,05,5001900US1305
1222,1,1305,1305,Congressional District 5,33.774948999999999,-84.287649999999999,1305,13,05,5001900US1305
1223,1,1804,1804,Congressional District 4,39.972195999999997,-86.272904999999994,1804,18,04,5001900US1804
1224,1,1804,1804,Congressional District 4,40.465442000000003,-86.928554000000005,1804,18,04,5001900US1804
1225,1,1804,1804,Congressional District 4,40.440719000000001,-86.955394999999996,1804,18,04,5001900US1804
1226,1,1804,1804,Congressional District 4,40.463667000000001,-86.911494000000005,1804,18,04,5001900US1804
1227,1,1804,1804,Congressional District 4,40.467694999999999,-86.931775000000002,1804,18,04,5001900US1804
1228,1,1804,1804,Congressional District 4,39.956094999999998,-86.273792000000000,1804,18,04,5001900US1804
1229,1,1804,1804,Congressional District 4,40.464689999999997,-86.903868000000003,1804,18,04,5001900US1804
1230,1,1804,1804,Congressional District 4,40.279705000000000,-87.443945999999997,1804,18,04,5001900US1804
1231,1,1804,1804,Congressional District 4,40.454329000000001,-86.901345000000006,1804,18,04,5001900US1804
1232,1,1701,1701,Congressional District 1,41.831063999999998,-87.629048999999995,1701,17,01,5001900US1701
1233,1,1701,1701,Congressional District 1,41.799343000000000,-87.589364000000003,1701,17,01,5001900US1701
1234,1,1701,1701,Congressional District 1,41.833922000000001,-87.627926000000002,1701,17,01,5001900US1701
1235,1,1701,1701,Congressional District 1,41.784497999999999,-87.593052999999998,1701,17,01,5001900US1701
1236,1,1701,1701,Congressional District 1,41.798959000000004,-87.598077000000004,1701,17,01,5001900US1701
1237,1,1701,1701,Congressional District 1,41.583731999999998,-87.893097999999995,1701,17,01,5001900US1701
1238,1,1901,1901,Congressional District 1,41.743068999999998,-91.592164999999994,1901,19,01,5001900US1901
1239,1,1901,1901,Congressional District 1,41.285545999999997,-92.621716000000006,1901,19,01,5001900US1901
1240,1,1901,1901,Congressional District 1,41.653382999999998,-91.540485000000004,1901,19,01,5001900US1901
1241,1,1901,1901,Congressional District 1,41.277430000000003,-92.650030000000001,1901,19,01,5001900US1901
1242,1,1901,1901,Congressional District 1,41.708953999999999,-91.606430000000003,1901,19,01,5001900US1901
1243,1,1901,1901,Congressional District 1,41.680235000000003,-91.577652000000000,1901,19,01,5001900US1901
1244,1,1901,1901,Congressional District 1,41.664405000000002,-91.542152000000002,1901,19,01,5001900US1901
1245,1,1227,1227,Congressional District 27,25.685638999999998,-80.311052000000004,1227,12,27,5001900US1227
1246,1,1227,1227,Congressional District 27,25.730629000000000,-80.242447999999996,1227,12,27,5001900US1227
1247,1,1227,1227,Congressional District 27,25.735627000000001,-80.273949999999999,1227,12,27,5001900US1227
1248,1,1227,1227,Congressional District 27,25.702833999999999,-80.350838999999993,1227,12,27,5001900US1227
1249,1,1312,1312,Congressional District 12,33.468442000000003,-82.025390999999999,1312,13,12,5001900US1312
1250,1,1312,1312,Congressional District 12,33.473519000000003,-81.988249999999994,1312,13,12,5001900US1312
1251,1,1312,1312,Congressional District 12,33.470775000000003,-81.989823999999999,1312,13,12,5001900US1312
1252,1,1501,1501,Congressional District 1,21.321535000000001,-157.855925000000013,1501,15,01,5001900US1501
1253,1,1501,1501,Congressional District 1,21.345402000000000,-157.880907000000008,1501,15,01,5001900US1501
1254,1,1501,1501,Congressional District 1,21.307849999999998,-157.855851000000001,1501,15,01,5001900US1501
1255,1,1501,1501,Congressional District 1,21.296388000000000,-157.851206999999988,1501,15,01,5001900US1501
1256,1,1501,1501,Congressional District 1,21.299901999999999,-157.833573000000001,1501,15,01,5001900US1501
1257,1,1501,1501,Congressional District 1,21.298304999999999,-157.839482000000004,1501,15,01,5001900US1501
1258,1,1501,1501,Congressional District 1,21.361909000000001,-157.889489999999995,1501,15,01,5001900US1501
1259,1,1501,1501,Congressional District 1,21.310272000000001,-157.859398999999996,1501,15,01,5001900US1501
1260,1,1501,1501,Congressional District 1,21.289733999999999,-157.823190000000011,1501,15,01,5001900US1501
1261,1,1501,1501,Congressional District 1,21.291567000000001,-157.840306999999996,1501,15,01,5001900US1501
1262,1,1501,1501,Congressional District 1,21.290790000000001,-157.805837999999994,1501,15,01,5001900US1501
1263,1,1809,1809,Congressional District 9,39.170476000000001,-86.495608000000004,1809,18,09,5001900US1809
1264,1,1809,1809,Congressional District 9,39.121009999999998,-86.548188999999994,1809,18,09,5001900US1809
1265,1,1809,1809,Congressional District 9,39.157004999999998,-86.477869999999996,1809,18,09,5001900US1809
1266,1,1809,1809,Congressional District 9,39.165979000000000,-86.488600000000005,1809,18,09,5001900US1809
1267,1,1223,1223,Congressional District 23,26.351648999999998,-80.084605999999994,1223,12,23,5001900US1223
1268,1,1223,1223,Congressional District 23,26.136671000000000,-80.107276999999996,1223,12,23,5001900US1223
1269,1,1223,1223,Congressional District 23,26.382687000000001,-80.096894000000006,1223,12,23,5001900US1223
1270,1,1807,1807,Congressional District 7,39.778678999999997,-86.175246999999999,1807,18,07,5001900US1807
1271,1,1807,1807,Congressional District 7,39.767121000000003,-86.158182999999994,1807,18,07,5001900US1807
1272,1,1807,1807,Congressional District 7,39.777861999999999,-86.186982000000000,1807,18,07,5001900US1807
1273,1,1807,1807,Congressional District 7,39.835763000000000,-86.213187000000005,1807,18,07,5001900US1807
1274,1,1807,1807,Congressional District 7,39.728865999999996,-86.140932000000006,1807,18,07,5001900US1807
1275,1,1807,1807,Congressional District 7,39.790712999999997,-86.161553999999995,1807,18,07,5001900US1807
1276,1,1807,1807,Congressional District 7,39.829464000000002,-86.134484999999998,1807,18,07,5001900US1807
1277,1,1707,1707,Congressional District 7,41.882742999999998,-87.636695000000003,1707,17,07,5001900US1707
1278,1,1707,1707,Congressional District 7,41.874026999999998,-87.683141000000006,1707,17,07,5001900US1707
1279,1,1707,1707,Congressional District 7,41.893886000000002,-87.622640000000004,1707,17,07,5001900US1707
1280,1,1707,1707,Congressional District 7,41.894171999999998,-87.639601999999996,1707,17,07,5001900US1707
1281,1,1707,1707,Congressional District 7,41.873221999999998,-87.790068000000005,1707,17,07,5001900US1707
1282,1,1707,1707,Congressional District 7,41.879151999999998,-87.626203000000004,1707,17,07,5001900US1707
1283,1,1707,1707,Congressional District 7,41.883611999999999,-87.625422999999998,1707,17,07,5001900US1707
1284,1,1707,1707,Congressional District 7,41.866213000000002,-87.621206000000001,1707,17,07,5001900US1707
1285,1,1707,1707,Congressional District 7,41.894244000000000,-87.622840999999994,1707,17,07,5001900US1707
1286,1,1707,1707,Congressional District 7,41.871231000000002,-87.676466000000005,1707,17,07,5001900US1707
1287,1,1707,1707,Congressional District 7,41.854028000000000,-87.833372999999995,1707,17,07,5001900US1707
1288,1,1707,1707,Congressional District 7,41.903688000000002,-87.815731999999997,1707,17,07,5001900US1707
1289,1,1707,1707,Congressional District 7,41.891751999999997,-87.617779999999996,1707,17,07,5001900US1707
1290,1,1707,1707,Congressional District 7,41.896565000000002,-87.643010000000004,1707,17,07,5001900US1707
1291,1,1707,1707,Congressional District 7,41.892136999999998,-87.634821000000002,1707,17,07,5001900US1707
1292,1,1707,1707,Congressional District 7,41.883716000000000,-87.641340000000000,1707,17,07,5001900US1707
1293,1,1707,1707,Congressional District 7,41.871606000000000,-87.673771000000002,1707,17,07,5001900US1707
1294,1,1707,1707,Congressional District 7,41.888629999999999,-87.635401000000002,1707,17,07,5001900US1707
1295,1,1707,1707,Congressional District 7,41.874623999999997,-87.682726000000002,1707,17,07,5001900US1707
1296,1,1904,1904,Congressional District 4,43.059277999999999,-96.169510000000002,1904,19,04,5001900US1904
1297,1,1904,1904,Congressional District 4,42.016540999999997,-93.675138000000004,1904,19,04,5001900US1904
1298,1,1904,1904,Congressional District 4,42.022224999999999,-93.639475000000004,1904,19,04,5001900US1904
1299,1,1904,1904,Congressional District 4,42.032454999999999,-93.657049999999998,1904,19,04,5001900US1904
1300,1,1904,1904,Congressional District 4,43.081488999999998,-96.169788999999994,1904,19,04,5001900US1904
1301,1,1904,1904,Congressional District 4,41.994219999999999,-93.647537999999997,1904,19,04,5001900US1904
1302,1,1215,1215,Congressional District 15,28.121524999999998,-82.384868999999995,1215,12,15,5001900US1215
1303,1,1215,1215,Congressional District 15,28.064164999999999,-82.427835000000002,1215,12,15,5001900US1215
1304,1,1215,1215,Congressional District 15,28.075939000000002,-82.450559999999996,1215,12,15,5001900US1215
1305,1,1215,1215,Congressional District 15,28.056066000000001,-82.415130000000005,1215,12,15,5001900US1215
1306,1,1215,1215,Congressional District 15,28.168792000000000,-82.479902999999993,1215,12,15,5001900US1215
1307,1,1215,1215,Congressional District 15,28.019880000000001,-82.378921000000005,1215,12,15,5001900US1215
1308,1,1215,1215,Congressional District 15,28.139987999999999,-82.293429000000003,1215,12,15,5001900US1215
1309,1,1802,1802,Congressional District 2,41.709806000000000,-86.176683999999995,1802,18,02,5001900US1802
1310,1,1802,1802,Congressional District 2,41.652479999999997,-86.158743999999999,1802,18,02,5001900US1802
1311,1,1226,1226,Congressional District 26,25.794660000000000,-80.206795000000000,1226,12,26,5001900US1226
1312,1,1226,1226,Congressional District 26,25.794577000000000,-80.206744000000000,1226,12,26,5001900US1226
1313,1,1226,1226,Congressional District 26,25.791366000000000,-80.218880999999996,1226,12,26,5001900US1226
1314,1,1226,1226,Congressional District 26,25.791969000000002,-80.217122000000003,1226,12,26,5001900US1226
1315,1,1502,1502,Congressional District 2,20.890135999999998,-156.466325000000012,1502,15,02,5001900US1502
1316,1,1714,1714,Congressional District 14,41.717711000000001,-88.195673999999997,1714,17,14,5001900US1714
1317,1,1202,1202,Congressional District 2,30.390443999999999,-84.228819999999999,1202,12,02,5001900US1202
1318,1,1202,1202,Congressional District 2,30.429675000000000,-84.258538000000001,1202,12,02,5001900US1202
1319,1,1311,1311,Congressional District 11,34.228468999999997,-84.789524999999998,1311,13,11,5001900US1311
1320,1,1306,1311,Congressional District 11,33.878115999999999,-84.459168000000005,1306,13,06,5001900US1306
1321,1,1306,1311,Congressional District 11,33.872022999999999,-84.507594999999995,1306,13,06,5001900US1306
1322,1,1225,1225,Congressional District 25,26.003399000000002,-80.334569999999999,1225,12,25,5001900US1225
1323,1,1225,1225,Congressional District 25,26.003829000000000,-80.271878999999998,1225,12,25,5001900US1225
1324,1,1304,1304,Congressional District 4,33.932920000000003,-84.342436000000006,1304,13,04,5001900US1304
1325,1,1305,1304,Congressional District 4,33.837181000000001,-84.256908999999993,1305,13,05,5001900US1305
1326,1,1304,1304,Congressional District 4,33.876067999999997,-84.272491000000002,1304,13,04,5001900US1304
1327,1,1304,1304,Congressional District 4,33.886144000000002,-84.259245000000007,1304,13,04,5001900US1304
1328,1,1305,1304,Congressional District 4,33.823275000000002,-84.293398999999994,1305,13,05,5001900US1305
1329,1,1304,1304,Congressional District 4,33.864702999999999,-84.249847000000003,1304,13,04,5001900US1304
1330,1,1713,1713,Congressional District 13,40.021922000000004,-88.574094000000002,1713,17,13,5001900US1713
1331,1,1713,1713,Congressional District 13,39.803167000000002,-89.662345000000002,1713,17,13,5001900US1713
1332,1,1713,1713,Congressional District 13,38.809477000000001,-89.960410999999993,1713,17,13,5001900US1713
1333,1,1713,1713,Congressional District 13,39.785904000000002,-89.605733999999998,1713,17,13,5001900US1713
1334,1,1713,1713,Congressional District 13,40.091146000000002,-88.239979000000005,1713,17,13,5001900US1713
1335,1,1713,1713,Congressional District 13,40.095650999999997,-88.241337999999999,1713,17,13,5001900US1713
1336,1,1713,1713,Congressional District 13,40.112596000000003,-88.254334000000000,1713,17,13,5001900US1713
1337,1,1713,1713,Congressional District 13,40.074399000000000,-88.250615999999994,1713,17,13,5001900US1713
1338,1,1713,1713,Congressional District 13,40.118976000000004,-88.242475999999996,1713,17,13,5001900US1713
1339,1,1713,1713,Congressional District 13,40.107053999999998,-88.266446000000002,1713,17,13,5001900US1713
1340,1,1713,1713,Congressional District 13,40.152583000000000,-88.273831000000001,1713,17,13,5001900US1713
1341,1,1713,1713,Congressional District 13,40.126576000000000,-88.280241000000004,1713,17,13,5001900US1713
1342,1,1307,1306,Congressional District 6,34.238360000000000,-84.072984000000005,1307,13,07,5001900US1307
1343,1,1601,1601,Congressional District 1,47.337581999999998,-116.887752000000006,1601,16,01,5001900US1601
1344,1,1717,1717,Congressional District 17,41.505634000000001,-90.547549000000004,1717,17,17,5001900US1717
1345,1,1210,1210,Congressional District 10,28.525289000000001,-81.378409000000005,1210,12,10,5001900US1210
1346,1,1205,1205,Congressional District 5,30.280625000000001,-81.450754000000003,1205,12,05,5001900US1205
1347,1,1710,1710,Congressional District 10,42.086962999999997,-87.721427000000006,1710,17,10,5001900US1710
1348,1,1710,1710,Congressional District 10,42.250148000000003,-87.875040999999996,1710,17,10,5001900US1710
1349,1,1710,1710,Congressional District 10,42.146014000000001,-87.846411000000003,1710,17,10,5001900US1710
1350,1,1710,1710,Congressional District 10,42.228129000000003,-87.954661999999999,1710,17,10,5001900US1710
1351,1,1710,1710,Congressional District 10,42.274639999999998,-88.050237999999993,1710,17,10,5001900US1710
1352,1,1710,1710,Congressional District 10,42.238039999999998,-87.964686999999998,1710,17,10,5001900US1710
1353,1,1710,1710,Congressional District 10,42.126944999999999,-87.842534999999998,1710,17,10,5001900US1710
1354,1,1705,1705,Congressional District 5,41.896453999999999,-87.622378999999995,1705,17,05,5001900US1705
1355,1,1705,1705,Congressional District 5,41.898794000000002,-87.622969999999995,1705,17,05,5001900US1705
1356,1,1705,1705,Congressional District 5,41.952800000000003,-87.666779000000005,1705,17,05,5001900US1705
1357,1,1705,1705,Congressional District 5,41.896659999999997,-87.623123000000007,1705,17,05,5001900US1705
1358,1,1705,1705,Congressional District 5,41.904314999999997,-87.629907000000003,1705,17,05,5001900US1705
1359,1,1602,1602,Congressional District 2,43.619428999999997,-116.198351000000002,1602,16,02,5001900US1602
1360,1,1602,1602,Congressional District 2,43.599069999999998,-116.162434000000005,1602,16,02,5001900US1602
1361,1,1602,1602,Congressional District 2,43.620756000000000,-116.190325999999999,1602,16,02,5001900US1602
1362,1,1602,1602,Congressional District 2,43.661368000000003,-116.338320999999993,1602,16,02,5001900US1602
1363,1,1602,1602,Congressional District 2,43.628436999999998,-116.207448999999997,1602,16,02,5001900US1602
1364,1,1715,1715,Congressional District 15,39.135779999999997,-90.332999999999998,1715,17,15,5001900US1715
1365,1,1708,1708,Congressional District 8,41.981043000000000,-87.845701000000005,1708,17,08,5001900US1708
1366,1,1708,1708,Congressional District 8,42.011580000000002,-87.870654000000002,1708,17,08,5001900US1708
1367,1,1708,1708,Congressional District 8,41.980423000000002,-87.864512000000005,1708,17,08,5001900US1708
1368,1,1708,1708,Congressional District 8,41.993020999999999,-87.864597000000003,1708,17,08,5001900US1708
1369,1,1711,1711,Congressional District 11,41.777670000000001,-88.094087999999999,1711,17,11,5001900US1711
1370,1,1711,1711,Congressional District 11,41.798974000000001,-88.203715000000003,1711,17,11,5001900US1711
1371,1,1711,1711,Congressional District 11,41.702649000000001,-88.072693999999998,1711,17,11,5001900US1711
1372,1,1711,1711,Congressional District 11,41.837065000000003,-88.281498999999997,1711,17,11,5001900US1711
1373,1,1711,1711,Congressional District 11,41.803752000000003,-88.154141999999993,1711,17,11,5001900US1711
1374,1,1221,1221,Congressional District 21,26.889281000000000,-80.104016000000001,1221,12,21,5001900US1221
1375,1,1221,1221,Congressional District 21,26.934557999999999,-80.136330999999998,1221,12,21,5001900US1221
1376,1,1221,1221,Congressional District 21,26.880427000000001,-80.097892000000002,1221,12,21,5001900US1221
1377,1,1221,1221,Congressional District 21,26.889130999999999,-80.105585000000005,1221,12,21,5001900US1221
1378,1,1221,1221,Congressional District 21,26.885173999999999,-80.113919999999993,1221,12,21,5001900US1221
1379,1,1216,1216,Congressional District 16,27.417510000000000,-82.538972000000001,1216,12,16,5001900US1216
1380,1,1201,1201,Congressional District 1,30.409756000000002,-87.216251000000000,1201,12,01,5001900US1201
1381,1,1222,1222,Congressional District 22,26.709584000000000,-80.063740999999993,1222,12,22,5001900US1222
1382,1,1219,1219,Congressional District 19,26.474311000000000,-81.775109000000000,1219,12,19,5001900US1219
1383,1,1208,1208,Congressional District 8,27.931685999999999,-80.488202000000001,1208,12,08,5001900US1208
1384,1,1805,1805,Congressional District 5,39.960051000000000,-86.214862999999994,1805,18,05,5001900US1805
1385,1,1805,1805,Congressional District 5,39.951687999999997,-85.987004999999996,1805,18,05,5001900US1805
1386,1,1805,1805,Congressional District 5,39.991053999999998,-86.053602999999995,1805,18,05,5001900US1805
1387,1,1805,1805,Congressional District 5,39.965626000000000,-86.008959000000004,1805,18,05,5001900US1805
1388,1,1313,1307,Congressional District 7,33.882666999999998,-84.064131000000003,1313,13,13,5001900US1313
1389,1,1704,1704,Congressional District 4,41.849102999999999,-87.667334999999994,1704,17,04,5001900US1704
1390,1,1704,1704,Congressional District 4,41.811784000000003,-87.937843999999998,1704,17,04,5001900US1704
1391,1,2502,2502,Congressional District 2,42.363835999999999,-72.547535999999994,2502,25,02,5001900US2502
1392,1,2502,2502,Congressional District 2,42.376860000000001,-72.469139999999996,2502,25,02,5001900US2502
1393,1,2502,2502,Congressional District 2,42.250064000000002,-71.823229999999995,2502,25,02,5001900US2502
1394,1,2502,2502,Congressional District 2,42.273640999999998,-71.765151000000003,2502,25,02,5001900US2502
1395,1,2502,2502,Congressional District 2,42.316595000000000,-72.633853000000002,2502,25,02,5001900US2502
1396,1,2502,2502,Congressional District 2,42.345187000000003,-72.682918999999998,2502,25,02,5001900US2502
1397,1,2502,2502,Congressional District 2,42.281578000000003,-71.681558999999993,2502,25,02,5001900US2502
1398,1,2502,2502,Congressional District 2,42.276930000000000,-71.765626999999995,2502,25,02,5001900US2502
1399,1,2502,2502,Congressional District 2,42.280645000000000,-71.765204999999995,2502,25,02,5001900US2502
1400,1,2502,2502,Congressional District 2,42.326126000000002,-71.616651000000005,2502,25,02,5001900US2502
1401,1,2502,2502,Congressional District 2,42.298065999999999,-71.798742000000004,2502,25,02,5001900US2502
1402,1,2502,2502,Congressional District 2,42.414842999999998,-72.561046000000005,2502,25,02,5001900US2502
1403,1,2502,2502,Congressional District 2,42.316383000000002,-71.679839999999999,2502,25,02,5001900US2502
1404,1,2502,2502,Congressional District 2,42.259112000000002,-71.456507000000002,2502,25,02,5001900US2502
1405,1,2502,2502,Congressional District 2,42.345802999999997,-71.846301999999994,2502,25,02,5001900US2502
1406,1,2502,2502,Congressional District 2,42.229498000000000,-71.425278000000006,2502,25,02,5001900US2502
1407,1,2206,2204,Congressional District 4,32.481710000000000,-93.771055000000004,2206,22,06,5001900US2206
1408,1,1207,1207,Congressional District 7,28.738565999999999,-81.387175999999997,1207,12,07,5001900US1207
1409,1,1207,1207,Congressional District 7,28.800512000000001,-81.318763000000004,1207,12,07,5001900US1207
1410,1,1706,1706,Congressional District 6,41.849172000000003,-87.958855999999997,1706,17,06,5001900US1706
1411,1,1706,1706,Congressional District 6,41.805689999999998,-87.902753000000004,1706,17,06,5001900US1706
1412,1,1706,1706,Congressional District 6,41.773603999999999,-87.969790000000003,1706,17,06,5001900US1706
1413,1,1706,1706,Congressional District 6,41.749940000000002,-87.977041000000000,1706,17,06,5001900US1706
1414,1,1706,1706,Congressional District 6,41.802213000000002,-88.069449000000006,1706,17,06,5001900US1706
1415,1,1706,1706,Congressional District 6,41.864350000000002,-88.046968000000007,1706,17,06,5001900US1706
1416,1,1806,1806,Congressional District 6,39.655929000000000,-86.026387999999997,1806,18,06,5001900US1806
1417,1,1806,1806,Congressional District 6,39.223584000000002,-85.875219999999999,1806,18,06,5001900US1806
1418,1,1806,1806,Congressional District 6,39.723452999999999,-85.883645000000001,1806,18,06,5001900US1806
1419,1,1903,1903,Congressional District 3,41.591132000000002,-93.601135999999997,1903,19,03,5001900US1903
1420,1,1903,1903,Congressional District 3,41.591957999999998,-93.606191999999993,1903,19,03,5001900US1903
1421,1,1903,1903,Congressional District 3,41.568440000000002,-93.816238999999996,1903,19,03,5001900US1903
1422,1,5504,5504,Congressional District 4,43.041215000000001,-87.904829000000007,5504,55,04,5001900US5504
1423,1,5504,5504,Congressional District 4,43.020293000000002,-87.972215000000006,5504,55,04,5001900US5504
1424,1,5504,5504,Congressional District 4,43.062044999999998,-88.041357000000005,5504,55,04,5001900US5504
1425,1,5504,5504,Congressional District 4,43.040692999999997,-87.904542000000006,5504,55,04,5001900US5504
1426,1,5504,5504,Congressional District 4,43.043810999999998,-87.908460000000005,5504,55,04,5001900US5504
1427,1,5504,5504,Congressional District 4,43.047262000000003,-88.044347000000002,5504,55,04,5001900US5504
1428,1,5504,5504,Congressional District 4,43.093919999999997,-87.887354999999999,5504,55,04,5001900US5504
1429,1,5504,5504,Congressional District 4,43.032175000000002,-87.905150000000006,5504,55,04,5001900US5504
1430,1,1214,1214,Congressional District 14,27.945464000000001,-82.504638000000000,1214,12,14,5001900US1214
1431,1,1214,1214,Congressional District 14,27.985375000000001,-82.511866999999995,1214,12,14,5001900US1214
1432,1,1214,1214,Congressional District 14,27.936848000000001,-82.448076999999998,1214,12,14,5001900US1214
1433,1,5111,5111,Congressional District 11,38.872349000000000,-77.265822999999997,5111,51,11,5001900US5111
1434,1,5111,5111,Congressional District 11,38.922511999999998,-77.231057000000007,5111,51,11,5001900US5111
1435,1,5111,5111,Congressional District 11,38.924613999999998,-77.207965000000002,5111,51,11,5001900US5111
1436,1,5111,5111,Congressional District 11,38.858558000000002,-77.377994000000001,5111,51,11,5001900US5111
1437,1,5111,5111,Congressional District 11,38.932310000000001,-77.234271000000007,5111,51,11,5001900US5111
1438,1,5111,5111,Congressional District 11,38.954213000000003,-77.401925000000006,5111,51,11,5001900US5111
1439,1,5111,5111,Congressional District 11,38.926972999999997,-77.282493000000002,5111,51,11,5001900US5111
1440,1,5111,5111,Congressional District 11,38.934471000000002,-77.428684000000004,5111,51,11,5001900US5111
1441,1,5111,5111,Congressional District 11,38.952837000000002,-77.333892000000006,5111,51,11,5001900US5111
1442,1,5111,5111,Congressional District 11,38.924123000000002,-77.228397000000001,5111,51,11,5001900US5111
1443,1,5111,5111,Congressional District 11,38.849308000000001,-77.301382000000004,5111,51,11,5001900US5111
1444,1,5111,5111,Congressional District 11,38.959231000000003,-77.358932999999993,5111,51,11,5001900US5111
1445,1,5111,5111,Congressional District 11,38.923274999999997,-77.232894999999999,5111,51,11,5001900US5111
1446,1,5111,5111,Congressional District 11,38.865808999999999,-77.365216000000004,5111,51,11,5001900US5111
1447,1,5111,5111,Congressional District 11,38.864997000000002,-77.231391000000002,5111,51,11,5001900US5111
1448,1,5111,5111,Congressional District 11,38.867305999999999,-77.270703999999995,5111,51,11,5001900US5111
1449,1,5111,5111,Congressional District 11,38.943472999999997,-77.323600999999996,5111,51,11,5001900US5111
1450,1,5111,5111,Congressional District 11,38.916924000000002,-77.406238999999999,5111,51,11,5001900US5111
1451,1,5111,5111,Congressional District 11,38.943676000000004,-77.323768000000001,5111,51,11,5001900US5111
1452,1,5111,5111,Congressional District 11,38.951462999999997,-77.348861999999997,5111,51,11,5001900US5111
1453,1,5111,5111,Congressional District 11,38.708671000000002,-77.227322000000001,5111,51,11,5001900US5111
1454,1,5111,5111,Congressional District 11,38.862198999999997,-77.331109999999995,5111,51,11,5001900US5111
1455,1,5111,5111,Congressional District 11,38.915419000000000,-77.231054000000000,5111,51,11,5001900US5111
1456,1,1702,1702,Congressional District 2,41.594203999999998,-87.530203000000000,1702,17,02,5001900US1702
1457,1,1702,1702,Congressional District 2,41.444647000000003,-87.635155999999995,1702,17,02,5001900US1702
1458,1,1702,1702,Congressional District 2,41.813538999999999,-87.594571000000002,1702,17,02,5001900US1702
1459,1,1702,1702,Congressional District 2,41.691540000000003,-87.621709999999993,1702,17,02,5001900US1702
1460,1,1702,1702,Congressional District 2,41.799621000000002,-87.590056000000004,1702,17,02,5001900US1702
1461,1,2407,2407,Congressional District 7,39.289786999999997,-76.607258999999999,2407,24,07,5001900US2407
1462,1,2407,2407,Congressional District 7,39.300705999999998,-76.591622999999998,2407,24,07,5001900US2407
1463,1,2407,2407,Congressional District 7,39.268917999999999,-76.597725999999994,2407,24,07,5001900US2407
1464,1,2407,2407,Congressional District 7,39.304305999999997,-76.619540000000001,2407,24,07,5001900US2407
1465,1,2407,2407,Congressional District 7,39.293441999999999,-76.569738999999998,2407,24,07,5001900US2407
1466,1,2407,2407,Congressional District 7,39.286679999999997,-76.619676999999996,2407,24,07,5001900US2407
1467,1,2407,2407,Congressional District 7,39.330727000000003,-76.642527000000001,2407,24,07,5001900US2407
1468,1,2407,2407,Congressional District 7,39.306973999999997,-76.625523000000001,2407,24,07,5001900US2407
1469,1,2407,2407,Congressional District 7,39.289275000000004,-76.623789000000002,2407,24,07,5001900US2407
1470,1,2407,2407,Congressional District 7,39.277082000000000,-76.563649999999996,2407,24,07,5001900US2407
1471,1,2407,2407,Congressional District 7,39.298695000000002,-76.592477000000002,2407,24,07,5001900US2407
1472,1,2407,2407,Congressional District 7,39.287770000000002,-76.631506999999999,2407,24,07,5001900US2407
1473,1,2407,2407,Congressional District 7,39.288623000000001,-76.629339999999999,2407,24,07,5001900US2407
1474,1,2407,2407,Congressional District 7,39.285178000000002,-76.620120000000000,2407,24,07,5001900US2407
1475,1,2407,2407,Congressional District 7,39.282648000000002,-76.585583000000000,2407,24,07,5001900US2407
1476,1,2407,2407,Congressional District 7,39.270522000000000,-76.626795999999999,2407,24,07,5001900US2407
1477,1,2407,2407,Congressional District 7,39.280679999999997,-76.537980000000005,2407,24,07,5001900US2407
1478,1,2407,2407,Congressional District 7,39.335999000000001,-76.619935999999996,2407,24,07,5001900US2407
1479,1,2407,2407,Congressional District 7,39.322319999999998,-76.622800999999995,2407,24,07,5001900US2407
1480,1,2407,2407,Congressional District 7,39.322057000000001,-76.628801999999993,2407,24,07,5001900US2407
1481,1,2407,2407,Congressional District 7,39.317318999999998,-76.617943999999994,2407,24,07,5001900US2407
1482,1,2407,2407,Congressional District 7,39.234797999999998,-76.714191999999997,2407,24,07,5001900US2407
1483,1,2407,2407,Congressional District 7,39.341459999999998,-76.624975000000006,2407,24,07,5001900US2407
1484,1,2407,2407,Congressional District 7,39.291164000000002,-76.600987000000003,2407,24,07,5001900US2407
1485,1,2407,2407,Congressional District 7,39.352352000000003,-76.613524999999996,2407,24,07,5001900US2407
1486,1,2407,2407,Congressional District 7,39.300108000000002,-76.590584000000007,2407,24,07,5001900US2407
1487,1,2407,2407,Congressional District 7,39.266691000000002,-76.532870000000003,2407,24,07,5001900US2407
1488,1,2407,2407,Congressional District 7,39.335110999999998,-76.616371000000001,2407,24,07,5001900US2407
1489,1,2201,2201,Congressional District 1,29.935036000000000,-90.128860000000003,2201,22,01,5001900US2201
