countyyequivalent,statename,CountyFIPS,CBSA_NAME,Micro_Metro,CSA_NAME,CBSA_FIPS,CSA_FIPS,centraloutlyingcounty
Rappahannock County,Virginia,51157,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Roanoke County,Virginia,51161,"Roanoke, VA",Metro Area,,40220,,Central
Rockingham County,Virginia,51165,"Harrisonburg, VA",Metro Area,"Harrisonburg-Staunton-Stuarts Draft, VA",25500,277,Central
Scott County,Virginia,51169,"Kingsport-Bristol, TN-VA",Metro Area,"Johnson City-Kingsport-Bristol, TN-VA",28700,304,Outlying
Spotsylvania County,Virginia,51177,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Stafford County,Virginia,51179,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Surry County,Virginia,51181,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Outlying
Sussex County,Virginia,51183,"Richmond, VA",Metro Area,,40060,,Outlying
Tazewell County,Virginia,51185,"Bluefield, WV-VA",Micro Area,,14140,,Central
Warren County,Virginia,51187,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Washington County,Virginia,51191,"Kingsport-Bristol, TN-VA",Metro Area,"Johnson City-Kingsport-Bristol, TN-VA",28700,304,Outlying
York County,Virginia,51199,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Alexandria city,Virginia,51510,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Bristol city,Virginia,51520,"Kingsport-Bristol, TN-VA",Metro Area,"Johnson City-Kingsport-Bristol, TN-VA",28700,304,Outlying
Charlottesville city,Virginia,51540,"Charlottesville, VA",Metro Area,,16820,,Central
Chesapeake city,Virginia,51550,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Colonial Heights city,Virginia,51570,"Richmond, VA",Metro Area,,40060,,Central
Danville city,Virginia,51590,"Danville, VA",Micro Area,,19260,,Central
Fairfax city,Virginia,51600,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Falls Church city,Virginia,51610,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Fredericksburg city,Virginia,51630,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Hampton city,Virginia,51650,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Harrisonburg city,Virginia,51660,"Harrisonburg, VA",Metro Area,"Harrisonburg-Staunton-Stuarts Draft, VA",25500,277,Central
Hopewell city,Virginia,51670,"Richmond, VA",Metro Area,,40060,,Central
Lynchburg city,Virginia,51680,"Lynchburg, VA",Metro Area,,31340,,Central
Manassas city,Virginia,51683,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Manassas Park city,Virginia,51685,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Martinsville city,Virginia,51690,"Martinsville, VA",Micro Area,,32300,,Central
Newport News city,Virginia,51700,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Norfolk city,Virginia,51710,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Petersburg city,Virginia,51730,"Richmond, VA",Metro Area,,40060,,Central
Poquoson city,Virginia,51735,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Portsmouth city,Virginia,51740,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Radford city,Virginia,51750,"Blacksburg-Christiansburg-Radford, VA",Metro Area,,13980,,Central
Richmond city,Virginia,51760,"Richmond, VA",Metro Area,,40060,,Central
Roanoke city,Virginia,51770,"Roanoke, VA",Metro Area,,40220,,Central
Salem city,Virginia,51775,"Roanoke, VA",Metro Area,,40220,,Central
Staunton city,Virginia,51790,"Staunton-Stuarts Draft, VA",Metro Area,"Harrisonburg-Staunton-Stuarts Draft, VA",44420,277,Central
Suffolk city,Virginia,51800,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Outlying
Virginia Beach city,Virginia,51810,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Waynesboro city,Virginia,51820,"Staunton-Stuarts Draft, VA",Metro Area,"Harrisonburg-Staunton-Stuarts Draft, VA",44420,277,Central
Williamsburg city,Virginia,51830,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Outlying
Winchester city,Virginia,51840,"Winchester, VA-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",49020,548,Central
Adams County,Washington,53001,"Othello, WA",Micro Area,"Moses Lake-Othello, WA",36830,393,Central
Asotin County,Washington,53003,"Lewiston, ID-WA",Metro Area,,30300,,Central
Benton County,Washington,53005,"Kennewick-Richland, WA",Metro Area,"Kennewick-Richland-Walla Walla, WA",28420,314,Central
Chelan County,Washington,53007,"Wenatchee-East Wenatchee, WA",Metro Area,,48300,,Central
Clallam County,Washington,53009,"Port Angeles, WA",Micro Area,,38820,,Central
Clark County,Washington,53011,"Portland-Vancouver-Hillsboro, OR-WA",Metro Area,"Portland-Vancouver-Salem, OR-WA",38900,440,Central
Cowlitz County,Washington,53015,"Longview-Kelso, WA",Metro Area,"Portland-Vancouver-Salem, OR-WA",31020,440,Central
Douglas County,Washington,53017,"Wenatchee-East Wenatchee, WA",Metro Area,,48300,,Central
Franklin County,Washington,53021,"Kennewick-Richland, WA",Metro Area,"Kennewick-Richland-Walla Walla, WA",28420,314,Central
Grant County,Washington,53025,"Moses Lake, WA",Micro Area,"Moses Lake-Othello, WA",34180,393,Central
Grays Harbor County,Washington,53027,"Aberdeen, WA",Micro Area,,10140,,Central
Island County,Washington,53029,"Oak Harbor, WA",Micro Area,"Seattle-Tacoma, WA",36020,500,Central
Jefferson County,Washington,53031,"Port Townsend, WA",Micro Area,,39040,,Central
King County,Washington,53033,"Seattle-Tacoma-Bellevue, WA",Metro Area,"Seattle-Tacoma, WA",42660,500,Central
Kitsap County,Washington,53035,"Bremerton-Silverdale-Port Orchard, WA",Metro Area,"Seattle-Tacoma, WA",14740,500,Central
Kittitas County,Washington,53037,"Ellensburg, WA",Micro Area,,21260,,Central
Lewis County,Washington,53041,"Centralia, WA",Micro Area,"Seattle-Tacoma, WA",16500,500,Central
Mason County,Washington,53045,"Shelton, WA",Micro Area,"Seattle-Tacoma, WA",43220,500,Central
Pierce County,Washington,53053,"Seattle-Tacoma-Bellevue, WA",Metro Area,"Seattle-Tacoma, WA",42660,500,Central
Skagit County,Washington,53057,"Mount Vernon-Anacortes, WA",Metro Area,"Seattle-Tacoma, WA",34580,500,Central
Skamania County,Washington,53059,"Portland-Vancouver-Hillsboro, OR-WA",Metro Area,"Portland-Vancouver-Salem, OR-WA",38900,440,Outlying
Snohomish County,Washington,53061,"Seattle-Tacoma-Bellevue, WA",Metro Area,"Seattle-Tacoma, WA",42660,500,Central
Spokane County,Washington,53063,"Spokane-Spokane Valley, WA",Metro Area,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",44060,518,Central
Stevens County,Washington,53065,"Spokane-Spokane Valley, WA",Metro Area,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",44060,518,Outlying
Thurston County,Washington,53067,"Olympia-Lacey-Tumwater, WA",Metro Area,"Seattle-Tacoma, WA",36500,500,Central
Walla Walla County,Washington,53071,"Walla Walla, WA",Metro Area,"Kennewick-Richland-Walla Walla, WA",47460,314,Central
Whatcom County,Washington,53073,"Bellingham, WA",Metro Area,,13380,,Central
Whitman County,Washington,53075,"Pullman, WA",Micro Area,"Pullman-Moscow, WA-ID",39420,446,Central
Yakima County,Washington,53077,"Yakima, WA",Metro Area,,49420,,Central
Berkeley County,West Virginia,54003,"Hagerstown-Martinsburg, MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",25180,548,Central
Boone County,West Virginia,54005,"Charleston, WV",Metro Area,"Charleston-Huntington-Ashland, WV-OH-KY",16620,170,Outlying
Brooke County,West Virginia,54009,"Weirton-Steubenville, WV-OH",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",48260,430,Central
Cabell County,West Virginia,54011,"Huntington-Ashland, WV-KY-OH",Metro Area,"Charleston-Huntington-Ashland, WV-OH-KY",26580,170,Central
Clay County,West Virginia,54015,"Charleston, WV",Metro Area,"Charleston-Huntington-Ashland, WV-OH-KY",16620,170,Outlying
Doddridge County,West Virginia,54017,"Clarksburg, WV",Micro Area,"Fairmont-Clarksburg, WV",17220,242,Outlying
Fayette County,West Virginia,54019,"Beckley, WV",Metro Area,,13220,,Central
Hampshire County,West Virginia,54027,"Winchester, VA-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",49020,548,Outlying
Hancock County,West Virginia,54029,"Weirton-Steubenville, WV-OH",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",48260,430,Central
Harrison County,West Virginia,54033,"Clarksburg, WV",Micro Area,"Fairmont-Clarksburg, WV",17220,242,Central
Jefferson County,West Virginia,54037,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Kanawha County,West Virginia,54039,"Charleston, WV",Metro Area,"Charleston-Huntington-Ashland, WV-OH-KY",16620,170,Central
Marion County,West Virginia,54049,"Fairmont, WV",Micro Area,"Fairmont-Clarksburg, WV",21900,242,Central
Marshall County,West Virginia,54051,"Wheeling, WV-OH",Metro Area,,48540,,Outlying
Mercer County,West Virginia,54055,"Bluefield, WV-VA",Micro Area,,14140,,Central
Mineral County,West Virginia,54057,"Cumberland, MD-WV",Micro Area,,19060,,Outlying
Monongalia County,West Virginia,54061,"Morgantown, WV",Metro Area,,34060,,Central
Morgan County,West Virginia,54065,"Hagerstown-Martinsburg, MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",25180,548,Outlying
Ohio County,West Virginia,54069,"Wheeling, WV-OH",Metro Area,,48540,,Central
Preston County,West Virginia,54077,"Morgantown, WV",Metro Area,,34060,,Outlying
Putnam County,West Virginia,54079,"Huntington-Ashland, WV-KY-OH",Metro Area,"Charleston-Huntington-Ashland, WV-OH-KY",26580,170,Central
Raleigh County,West Virginia,54081,"Beckley, WV",Metro Area,,13220,,Central
Randolph County,West Virginia,54083,"Elkins, WV",Micro Area,,21180,,Central
Taylor County,West Virginia,54091,"Clarksburg, WV",Micro Area,"Fairmont-Clarksburg, WV",17220,242,Outlying
Wayne County,West Virginia,54099,"Huntington-Ashland, WV-KY-OH",Metro Area,"Charleston-Huntington-Ashland, WV-OH-KY",26580,170,Central
Wirt County,West Virginia,54105,"Parkersburg-Vienna, WV",Metro Area,"Parkersburg-Marietta-Vienna, WV-OH",37620,425,Outlying
Wood County,West Virginia,54107,"Parkersburg-Vienna, WV",Metro Area,"Parkersburg-Marietta-Vienna, WV-OH",37620,425,Central
Barron County,Wisconsin,55005,"Rice Lake, WI",Micro Area,,39960,,Central
Brown County,Wisconsin,55009,"Green Bay, WI",Metro Area,"Green Bay-Shawano, WI",24580,267,Central
Calumet County,Wisconsin,55015,"Appleton, WI",Metro Area,"Appleton-Oshkosh-Neenah, WI",11540,118,Central
Chippewa County,Wisconsin,55017,"Eau Claire, WI",Metro Area,"Eau Claire-Menomonie, WI",20740,232,Central
Columbia County,Wisconsin,55021,"Madison, WI",Metro Area,"Madison-Janesville-Beloit, WI",31540,357,Outlying
Dane County,Wisconsin,55025,"Madison, WI",Metro Area,"Madison-Janesville-Beloit, WI",31540,357,Central
Dodge County,Wisconsin,55027,"Beaver Dam, WI",Micro Area,"Milwaukee-Racine-Waukesha, WI",13180,376,Central
Douglas County,Wisconsin,55031,"Duluth, MN-WI",Metro Area,"Duluth-Grand Rapids, MN-WI",20260,228,Central
Dunn County,Wisconsin,55033,"Menomonie, WI",Micro Area,"Eau Claire-Menomonie, WI",32860,232,Central
Eau Claire County,Wisconsin,55035,"Eau Claire, WI",Metro Area,"Eau Claire-Menomonie, WI",20740,232,Central
Florence County,Wisconsin,55037,"Iron Mountain, MI-WI",Micro Area,"Marinette-Iron Mountain, WI-MI",27020,361,Outlying
Fond du Lac County,Wisconsin,55039,"Fond du Lac, WI",Metro Area,,22540,,Central
Grant County,Wisconsin,55043,"Platteville, WI",Micro Area,,38420,,Central
Green County,Wisconsin,55045,"Madison, WI",Metro Area,"Madison-Janesville-Beloit, WI",31540,357,Outlying
Iowa County,Wisconsin,55049,"Madison, WI",Metro Area,"Madison-Janesville-Beloit, WI",31540,357,Outlying
Jefferson County,Wisconsin,55055,"Watertown-Fort Atkinson, WI",Micro Area,"Milwaukee-Racine-Waukesha, WI",48020,376,Central
Kenosha County,Wisconsin,55059,"Kenosha, WI",Metro Area,"Chicago-Naperville, IL-IN-WI",28450,176,Central
Kewaunee County,Wisconsin,55061,"Green Bay, WI",Metro Area,"Green Bay-Shawano, WI",24580,267,Outlying
La Crosse County,Wisconsin,55063,"La Crosse-Onalaska, WI-MN",Metro Area,"La Crosse-Onalaska-Sparta, WI-MN",29100,317,Central
Manitowoc County,Wisconsin,55071,"Manitowoc, WI",Micro Area,,31820,,Central
Marathon County,Wisconsin,55073,"Wausau, WI",Metro Area,"Wausau-Stevens Point-Wisconsin Rapids, WI",48140,554,Central
Marinette County,Wisconsin,55075,"Marinette, WI-MI",Micro Area,"Marinette-Iron Mountain, WI-MI",31940,361,Central
Menominee County,Wisconsin,55078,"Shawano, WI",Micro Area,"Green Bay-Shawano, WI",43020,267,Outlying
Milwaukee County,Wisconsin,55079,"Milwaukee-Waukesha, WI",Metro Area,"Milwaukee-Racine-Waukesha, WI",33340,376,Central
Monroe County,Wisconsin,55081,"Sparta, WI",Micro Area,"La Crosse-Onalaska-Sparta, WI-MN",43890,317,Central
Oconto County,Wisconsin,55083,"Green Bay, WI",Metro Area,"Green Bay-Shawano, WI",24580,267,Outlying
Outagamie County,Wisconsin,55087,"Appleton, WI",Metro Area,"Appleton-Oshkosh-Neenah, WI",11540,118,Central
Ozaukee County,Wisconsin,55089,"Milwaukee-Waukesha, WI",Metro Area,"Milwaukee-Racine-Waukesha, WI",33340,376,Outlying
Pierce County,Wisconsin,55093,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Outlying
Portage County,Wisconsin,55097,"Stevens Point-Plover, WI",Micro Area,"Wausau-Stevens Point-Wisconsin Rapids, WI",44620,554,Central
Racine County,Wisconsin,55101,"Racine-Mount Pleasant, WI",Metro Area,"Milwaukee-Racine-Waukesha, WI",39540,376,Central
Rock County,Wisconsin,55105,"Janesville-Beloit, WI",Metro Area,"Madison-Janesville-Beloit, WI",27500,357,Central
St. Croix County,Wisconsin,55109,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro Area,"Minneapolis-St. Paul, MN-WI",33460,378,Outlying
Sauk County,Wisconsin,55111,"Baraboo, WI",Micro Area,"Madison-Janesville-Beloit, WI",12660,357,Central
Shawano County,Wisconsin,55115,"Shawano, WI",Micro Area,"Green Bay-Shawano, WI",43020,267,Central
Sheboygan County,Wisconsin,55117,"Sheboygan, WI",Metro Area,,43100,,Central
Vernon County,Wisconsin,55123,"La Crosse-Onalaska, WI-MN",Metro Area,"La Crosse-Onalaska-Sparta, WI-MN",29100,317,Outlying
Walworth County,Wisconsin,55127,"Whitewater-Elkhorn, WI",Micro Area,"Milwaukee-Racine-Waukesha, WI",48580,376,Central
Washington County,Wisconsin,55131,"Milwaukee-Waukesha, WI",Metro Area,"Milwaukee-Racine-Waukesha, WI",33340,376,Outlying
Waukesha County,Wisconsin,55133,"Milwaukee-Waukesha, WI",Metro Area,"Milwaukee-Racine-Waukesha, WI",33340,376,Central
Winnebago County,Wisconsin,55139,"Oshkosh-Neenah, WI",Metro Area,"Appleton-Oshkosh-Neenah, WI",36780,118,Central
Wood County,Wisconsin,55141,"Wisconsin Rapids-Marshfield, WI",Micro Area,"Wausau-Stevens Point-Wisconsin Rapids, WI",49220,554,Central
Albany County,Wyoming,56001,"Laramie, WY",Micro Area,,29660,,Central
Campbell County,Wyoming,56005,"Gillette, WY",Micro Area,,23940,,Central
Fremont County,Wyoming,56013,"Riverton, WY",Micro Area,,40180,,Central
Laramie County,Wyoming,56021,"Cheyenne, WY",Metro Area,,16940,,Central
Natrona County,Wyoming,56025,"Casper, WY",Metro Area,,16220,,Central
Park County,Wyoming,56029,"Cody, WY",Micro Area,,17650,,Central
Sheridan County,Wyoming,56033,"Sheridan, WY",Micro Area,,43260,,Central
Sweetwater County,Wyoming,56037,"Rock Springs, WY",Micro Area,,40540,,Central
Teton County,Wyoming,56039,"Jackson, WY-ID",Micro Area,,27220,,Central
Uinta County,Wyoming,56041,"Evanston, WY-UT",Micro Area,,21740,,Central
Aguada Municipio,Puerto Rico,72003,"Aguadilla, PR",Metro Area,"Mayagaez-Aguadilla, PR",10380,364,Central
Aguadilla Municipio,Puerto Rico,72005,"Aguadilla, PR",Metro Area,"Mayagaez-Aguadilla, PR",10380,364,Central
Aguas Buenas Municipio,Puerto Rico,72007,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Aibonito Municipio,Puerto Rico,72009,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Outlying
Añasco Municipio,Puerto Rico,72011,"Aguadilla, PR",Metro Area,"Mayagaez-Aguadilla, PR",10380,364,Central
Arecibo Municipio,Puerto Rico,72013,"Arecibo, PR",Metro Area,"San Juan-Bayaman, PR",11640,490,Central
Arroyo Municipio,Puerto Rico,72015,"Guayama, PR",Metro Area,"San Juan-Bayaman, PR",25020,490,Central
Barceloneta Municipio,Puerto Rico,72017,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Outlying
Barranquitas Municipio,Puerto Rico,72019,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Bayaman Municipio,Puerto Rico,72021,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Cabo Rojo Municipio,Puerto Rico,72023,"Mayagaez, PR",Metro Area,"Mayagaez-Aguadilla, PR",32420,364,Central
Caguas Municipio,Puerto Rico,72025,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Camuy Municipio,Puerto Rico,72027,"Arecibo, PR",Metro Area,"San Juan-Bayaman, PR",11640,490,Central
Canavanas Municipio,Puerto Rico,72029,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Carolina Municipio,Puerto Rico,72031,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Cataño Municipio,Puerto Rico,72033,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Cayey Municipio,Puerto Rico,72035,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Ceiba Municipio,Puerto Rico,72037,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Outlying
Ciales Municipio,Puerto Rico,72039,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Outlying
Cidra Municipio,Puerto Rico,72041,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Coamo Municipio,Puerto Rico,72043,"Coamo, PR",Micro Area,"Ponce-Coamo, PR",17620,434,Central
Comerío Municipio,Puerto Rico,72045,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
Corozal Municipio,Puerto Rico,72047,"San Juan-Bayaman-Caguas, PR",Metro Area,"San Juan-Bayaman, PR",41980,490,Central
