Capitol Planning Region	Connecticut	9110
Greater Bridgeport Planning Region	Connecticut	9120
Lower Connecticut River Valley Planning Region	Connecticut	9130
Naugatuck Valley Planning Region	Connecticut	9140
Northeastern Connecticut Planning Region	Connecticut	9150
Northwest Hills Planning Region	Connecticut	9160
South Central Connecticut Planning Region	Connecticut	9170
Southeastern Connecticut Planning Region	Connecticut	9180
Western Connecticut Planning Region	Connecticut	9190
