tractid,inst_street_address,org_name,lat,lon
08001015000,7270 GILPIN WAY,IMPRESSIO INC,39.82864,-104.96528
08123000200,501 20TH ST,University of Northern Colorado,40.40645,-104.68575
08123002108,2119 BLACK DUCK AVE,ORION LABS LLC,40.30345,-104.91078
08001009318,,"Vyas, Dhaval",39.86196,-105.00315
08001009408,3645 W 112TH AVE,Front Range Community College,39.9008,-105.03748
08041007502,19740 GLEN SHADOWS DR,MRX ANALYTICS PBC,39.11445,-104.76666
08041001600,14 E CACHE LA POUDRE ST,Colorado College,38.84696,-104.82342
08041003100,1435 W CHEYENNE MOUNTAIN BLVD,"Alef Omega, Inc.",38.77871,-104.85433
08041007802,1420 AUSTIN BLUFFS PKWY,University of Colorado at Colorado Springs,38.89374,-104.80322
08041000302,5415 MARK DABLING BLVD,BSCS Science Learning,38.9099,-104.82207
08041005800,,"Harris, Gabriella Rossetto",38.88255,-104.73459
08041002200,555 E PIKES PEAK AVE STE 120,"CATALYST CAMPUS FOR TECHNOLOGY AND INNOVATION, INC.",38.83298,-104.81426
08041004402,5675 S ACADEMY BLVD,Pikes Peak Community College,38.76373,-104.78696
08041007103,4223 BAYS WATER DR,NANOPLASMONICS LLC,38.96352,-104.74958
08041003802,2354 FAIRCHILD DR STE 2H29,United States Air Force Academy,39.00758,-104.88561
08041003801,BLDG 2354 CP 7193332847,FA7001 USAFA OFC OF RSRCH USAFA DF,38.99442,-104.85714
08001008100,12635 E MONTVIEW BLVD,"CLEARSIGHT, LLC",39.74782,-104.84087
08001008100,13001 E 17TH PL STE F428,University of Colorado at Denver,39.7452,-104.83771
08005007302,,"Laubach, Zachary",39.73933,-104.86297
08005082000,16000 E CENTRETECH PKWY,Community College of Aurora,39.71767,-104.80297
08001008100,12635 E MONTVIEW BLVD RM 219,COBIO DIAGNOSTICS INC.,39.74782,-104.84087
08005007106,4824 S ELK ST,FIELD PROPULSION TECHNONOGIES INC.,39.6287,-104.70321
08005006712,6400 S FIDDLERS GREEN CIR STE 250,COVID COUGH INC,39.59974,-104.88943
08005006501,5900 S SANTA FE DR,Arapahoe Community College,39.60808,-105.01873
08005006501,2679 W MAIN ST,"CONTEXTUALIZE, LLC",39.6141,-105.01956
08087000600,920 BARLOW RD,Morgan Community College,40.25894,-103.772
08035014145,9717 NEWCASTLE DR,ECHO MIND AI CORP.,39.53946,-104.93192
08069002007,815 14TH ST SW UNIT C280,KINETICCORE SOLUTIONS LLC,40.37949,-105.08993
08069002007,815 14TH ST SW # D218,"RAPICURE SOLUTIONS, INC.",40.37992,-105.09186
08075966200,100 COLLEGE AVE,Northeastern Junior College,40.63719,-103.19733
08013012605,3100 MARINE ST,University of Colorado at Boulder,40.013420000000004,-105.25195
08013012705,6350 NAUTILUS DR FRNT,"UNAVCO, Inc.",40.06116,-105.2059
08013012207,3090 CENTER GREEN DR,University Corporation For Atmospheric Res,40.03108,-105.24594
08013012208,3080 VALMONT RD # 100,Robotic Materials Inc,40.02873,-105.25247
08013012208,4765 WALNUT ST STE B,SPACE SCIENCE INSTITUTE,40.01951,-105.24011
08013012708,6899 WINCHESTER CIR STE 200,Steel City Optronics LLC,40.0797,-105.19272
08013012104,,"Crump, Sarah E",40.04547,-105.28385
08013012201,,"Bergstrom, Anna",40.01032,-105.28897
08013012201,,Stewart                 Jared          J,40.01032,-105.28897
08013012707,3022 STERLING CIR,"STRATTON PARK ENGINEERING CO., INC.",40.03008,-105.22635
08013012708,6880 WINCHESTER CIR UNIT D,Emergy LLC,40.07713,-105.19282
08013012708,7136 PETURSDALE CT,GRID7 LLC,40.05145,-105.18698
08013012610,2870 E COLLEGE AVE UNIT 106,New Iridium,40.00686,-105.25746
08013012207,3300 PENROSE PL,"The Geological Society of America, Inc.",40.03754,-105.25051
08013012201,,"Hiura, Lisa",40.01032,-105.28897
08013012511,4690 OSAGE DR,"ASPERO MEDICAL, INC.",39.99018,-105.23584
08013012208,2985 STERLING CT STE B,ARTIMUS ROBOTICS INC,40.02822,-105.24063
08013012104,210 CACTUS CT,HUMANGO INC,40.044670000000004,-105.29524
08013012208,1745 38TH ST STE 150,"THINK BIOSCIENCE, INC.",40.01703,-105.24454
08013012208,5485 CONESTOGA CT STE 104B,VAPOR CELL TECHNOLOGIES LLC,40.01678,-105.22586
08013012705,6400 LOOKOUT RD STE 200,"ELECTRASTEEL, INC.",40.07171,-105.2041
08013012207,3035 CENTER GREEN DR STE 200,Western Interstate Commission for Higher Education,40.03019,-105.24717
08013012208,5485 CONESTOGA CT STE 210,"MFB FERTILITY, INC.",40.01682,-105.22575
08013012710,,"Collier, Angela C",40.00054,-105.20778
08013012201,,"Orosz, Florencia",40.01032,-105.28897
08013012201,,"Garcia, Fortino M",40.01032,-105.28897
08013012104,,Oliverio                Angela         M,40.04547,-105.28385
08013012501,5490 TENINO AVE,RCAM TECHNOLOGIES,39.99632,-105.22468
08013012105,4524 14TH ST UNIT 7H,METADATA GAME CHANGERS LLC,40.0581,-105.28028
08013012201,,"Matilsky, Loren",40.01032,-105.28897
08013012201,,"Finocchiaro, Jessica J",40.01032,-105.28897
08013012104,,"Benzeev, Rayna",40.04547,-105.28385
08013012201,,"Fetrow, Anne C",40.01032,-105.28897
08013012710,,"Havranek, Rachel E",40.00054,-105.20778
08013012707,,"Funk, Erik R",40.04065,-105.20778
08013012505,1815 BLUEBELL AVE,MODENDO INC.,39.99748,-105.26959
08013012709,4880 FAIRLAWN CT,Silvis Materials,40.06338,-105.17077
08013012201,,"Stemo, Aaron",40.01032,-105.28897
08013012201,,"Spiegel, Daniel David",40.01032,-105.28897
08013012204,2030 10TH ST,OPEN SOURCE HARDWARE ASSOCIATION,40.01808,-105.2826
08013012707,2000 CENTRAL AVE STE 100,AMIE HEALTH INC.,40.02104,-105.21757
08013012201,,"Corsa, Brianna Durelle",40.01032,-105.28897
08013012207,3035 CENTER GREEN DR,NATIONAL CENTER FOR HIGHER EDUCATION MANAGEMENT SYSTEMS,40.0302,-105.24712
08013013704,820 PEAKVIEW RD,BACTRIA PHARMACEUTICALS LLC,40.09716,-105.32483
08013012201,,"Moser, Charlotte",40.01032,-105.28897
08013012201,,"Merritt, Rachael L",40.01032,-105.28897
08013012201,,"Fuster Aguilera, Rosa Maria",40.01032,-105.28897
08013012208,4828 STERLING DR,OTORO ENERGY INC,40.02717,-105.24082
08013012208,2490 JUNCTION PL,Rocky Mountain Institute,40.02633,-105.25061
08013012201,,"Beckey, Jacob Lucas",40.01032,-105.28897
08013012201,,"Chase, Danielle Lee",40.01032,-105.28897
08013012707,1930 CENTRAL AVE STE B,VITRO3D INC.,40.01993,-105.21885
08013012103,2147 KINCAID PL,"TISSUEFORM, INC.",40.0389,-105.26996
08013012509,3005 HEIDELBERG DR,"PRICING SERVICE, INC.",39.97206,-105.25635
08013012507,315 S 38TH ST,EMODE PHOTONIX LLC,39.98821,-105.24925
08013012205,1927 PINE ST APT C,"OSMOPURE TECHNOLOGIES, INC",40.02224,-105.27087
08013012103,4190 19TH ST,AFFERENCE INC,40.05073,-105.27238
08013012204,1023 WALNUT ST STE 100,MERIT STRATEGY LLC,40.01672,-105.28171
08069000201,601 S HOWES ST,Colorado State University,40.57953,-105.08136
08069001605,1613 PROSPECT PARK WAY,Aerosol Devices Inc.,40.56589,-105.0341
08069001112,,"David-Chavez, Dominique Mariflor",40.52933,-105.13759
08069001305,320 E VINE DR,"GREEN SUN MEDICAL, LLC",40.59652,-105.07195
08069000100,,"Seymour, Nikki M",40.58526,-105.08442
08069000700,511 LOCUST ST,"START International, Inc.",40.57507,-105.06958
08069001305,320 E VINE DR,Access Sensor Technologies,40.59652,-105.07195
08069000600,,Steger                  Cara           E,40.57026,-105.09035
08069002300,,"Esbach, Michael",40.58897,-105.13759
08069002300,,"Parker, Jenna Marie",40.58897,-105.13759
08069001305,320 E VINE DR,"INTERSPHERE, INC.",40.59652,-105.07195
08069001109,413 CHUKAR CT,FUTURE EARTH,40.52469,-105.08373
08069002300,,"Nicholson, Anthony P",40.58897,-105.13759
08069002300,,"Turbek, Sheela",40.58897,-105.13759
08069002300,,"DeTar, Rachael Ann",40.58897,-105.13759
08069000100,,"Riches, Mary Jean",40.58526,-105.08442
08069001305,320 E VINE DR,"ROCKY MOUNTAIN INNOVATION INITIATIVE, INC.",40.59652,-105.07195
08069001112,,"Clark, Eliza I",40.52933,-105.13759
08069001113,1830 OVERLOOK DR,GELASTOMERICS LLC,40.52466,-105.11114
08069001112,,"Durkee, Lily F",40.52933,-105.13759
08013060802,1460 OVERLOOK DR,"ORBIT FAB, INC.",39.97637,-105.06653
08013012907,705 SAN JUAN DR,"NANO-PRODUCT ENGINEERING, LLC",40.00556,-105.09733
08013012801,2514 LAKE MEADOW DR,EXOPOWER INC.,40.02239,-105.12436
08013013210,1500 KANSAS AVE STE 2C,"MOMENTUM OPTICS, LLC",40.14815,-105.11932
08013013302,609 TERRY ST APT B,ALIGN SCIENCES LTD,40.16949,-105.10552
08013013601,12416 N 63RD ST,LUMENASTRA,40.19947,-105.20577
08013013210,14 JAMES CIR,RIFT VALLEY HEALTH COMPANY,40.14208,-105.10817
08013013004,858 TRAIL RIDGE DR,"Stateless, Inc",39.97706,-105.1591
08013012710,282 CENTURY PL STE 1000,"ATMOSPHERIC & SPACE TECHNOLOGY RESEARCH ASSOCIATES, L.L.C.",39.96737,-105.1664
08013013005,349 SHORT ST,"XTRACT MEDICAL, INC.",39.98086,-105.13763
08117000102,160 HWY 6 STE 201,Keystone Symposia on Molecular and Cellular Biology,39.63566,-106.07754
08107000300,25557 BELLA VISTA CIR,"SKYHAVEN SYSTEMS, LLC",40.40262,-106.9446
08013061400,3212 CIMARRON PL,STRIVISION LLC,39.92329,-105.15374
08013061300,2281 DAILEY ST,IRRADIANT SENSING CORPORATION,39.93293,-105.16139
08014030000,155 COMMERCE ST,"BLUESHIFT, LLC",39.91544,-105.09
08014030200,6800 W 117TH AVE,"LUDLUM MEASUREMENTS, INC.",39.9095,-105.07238
08014030400,,"Hite, Emily B",39.93892,-105.06743
08059011300,5395 W 25TH AVE,ENCOORD INC,39.75311,-105.05517999999999
08059009848,1102 WOODLAND LN,LEAF GLOBAL FINTECH CORPORATION,39.69415,-105.3855
08059012030,31553 SNOWSHOE RD,EMPRISE CONCEPTS LLC,39.59567,-105.35975
08059009846,28349 DOUGLAS PARK RD,"STEADI SYSTEMS, LLC",39.63516,-105.32176
08119010112,913 SPLENDOR PT,VIELETECH INC,38.94465,-105.23925
08059009901,1500 ILLINOIS ST,Colorado School of Mines,39.75091,-105.22281
08059009854,721 1ST ST,"MICROBIAL PULSE DIAGNOSTICS, LLC",39.76489,-105.22974
08059009845,23646 GENESEE VILLAGE RD,SARKAR-KLEIN-LABS,39.70091,-105.26761
08059009854,607 10TH ST,"CODON LEARNING, INC.",39.75832,-105.22136
08059009858,9020 BRUMM TRL,WHITE DWARF RESEARCH CORP,39.86138,-105.28502
08059009901,1600 JACKSON ST STE 110,HYSA FILLERS L.L.C.,39.75199,-105.21688
08059980000,"DENVER FEDERAL CENTER, BLDG 20, MS 964",Geological Survey-Denver,39.71952,-105.11459
08059011733,143 UNION BLVD,Electro Magnetic Applications Inc Denver,39.7165,-105.13508
08059011720,13788 W KENTUCKY DR,SIMPACT CO.,39.69997,-105.15418
08059011202,8787 W ALAMEDA AVE,Colorado Christian University,39.71389,-105.09512
08059010402,11901 W 48TH AVE,"REQYRD, INC.",39.78503,-105.13194
08119010110,176 ARAPAHOE TRL,"MENTE, INC.",38.94628,-105.05708
09170184700,"21, BUSINESS PARK DRIVE",Azitra Inc.,41.29566,-72.77025
09170184700,11 SYCAMORE WAY,"NEW ENGLAND HEMOLYTICS, INC.",41.29953,-72.75395
09170190200,3 INDIAN COVE RD,"OMNICYTE, LLC",41.2557,-72.68498
09170165900,305 HILLFIELD RD,URU THE RIGHT TO BE INC,41.42627,-72.92239
09170166002,275 MOUNT CARMEL AVE,Quinnipiac University,41.41941,-72.89132
09130541500,237 HIGH ST,Wesleyan University,41.55632,-72.65616
09170141600,150 MUNSON ST,Yale University,41.32076,-72.92895
09170141600,,"Creasy, Neala Marie",41.32129,-72.92834
09170140101,,"Sinnott-Armstrong, Miranda",41.30643,-72.93102
09170141301,501 CRESCENT ST,Southern Connecticut State University,41.33229,-72.94458
09170140101,300 GEORGE ST STE 900,"Haskins Laboratories, Inc.",41.3048,-72.93111
09170140101,300 GEORGE ST STE 900,"Endangered Language Fund, Inc.",41.3048,-72.93111
09170141600,,"Morris, Zachary",41.32129,-72.92834
09170140101,,Tremmel                 Michael        J,41.30643,-72.93102
09170141600,,VargasPallete           Franco         E,41.32129,-72.92834
09170141600,,"Vinton, Anna Christina",41.32129,-72.92834
09170141600,,"Whalen, Christopher Daniel",41.32129,-72.92834
09170141600,,"Gaughran, Stephen John",41.32129,-72.92834
09170141800,755 PROSPECT ST,Human Relations Area Files,41.33216,-72.92023
09170141600,,"Landry, Michael",41.32129,-72.92834
09170141600,,"Dhillon, Gurbir S",41.32129,-72.92834
09170140101,,"Hudson, Sa-kiera T",41.30643,-72.93102
09170141600,,"Floyd, Samantha B",41.32129,-72.92834
09170141600,,"Jordan, Ashley Eliza",41.32129,-72.92834
09170141600,,"MacGuigan, Daniel J",41.32129,-72.92834
09170142100,470 JAMES ST STE 7,KOVADX INC,41.31518,-72.9052
09170141600,,"Calderon, Aaron",41.32129,-72.92834
09170140101,,"Aboody, Rotem",41.30643,-72.93102
09170141600,,"Karp, Allison Tyler",41.32129,-72.92834
09170141600,,"Gilman, Ian S",41.32129,-72.92834
09170140102,116 COURT ST,UNINET LLC,41.30611,-72.92293
09170140101,,"Sherman, Brynn E",41.30643,-72.93102
09170141600,,"Khuu, Thien Tung",41.32129,-72.92834
09170140101,20 CHURCH ST,"HIGHER EDUCATION, CONNECTICUT BOARD OF REGENTS FOR",41.3043,-72.92736
09170141600,,"Wilson, Cedric C",41.32129,-72.92834
09170141600,,"Black, Adam",41.32129,-72.92834
09170141600,,"Marshall, Nicholas Fox",41.32129,-72.92834
09170186200,,"Santiago, Ty J",41.32702,-72.77473
09170154101,300 BOSTON POST RD,University of New Haven,41.2923,-72.96273
09170154101,695 FOREST RD,"MIXTA RE, INC",41.31061,-72.9699
09170160200,49 GROUSE LN,MULTITARGA LLC,41.37109,-73.03389
09110502700,300 SUMMIT ST,Trinity College,41.74585,-72.69136
09110514104,130 UTOPIA RD,DIANT PHARMA INC.,41.80388,-72.51023
09130541600,213 COURT ST STE 702,REVMEDICA INC.,41.55961,-72.65069
09130541600,,"Hamchand, Randy",41.56232,-72.65065
09160320102,2 PARK PL,Northwestern Connecticut Community College,41.92059,-73.05871
09110462101,26 E WOODHAVEN DR,MARLEY ENVIRONMENTAL INC,41.78311,-72.87209
09190210402,41 EAGLE RD,SONATA SCIENTIFIC LLC,41.41491,-73.42152
09190210201,181 WHITE ST,Western Connecticut State University,41.39838,-73.44226
09110460100,263 FARMINGTON AVE,University of Connecticut Health Center,41.73458,-72.79526
09110460204,271 SCOTT SWAMP RD,Tunxis Community-Technical College,41.70535,-72.87887
09110460202,400 FARMINGTON AVE # R1855,"NANOIONIX, LLC",41.73198,-72.80005
09110460202,400 FARMINGTON AVE R1717,BACTANA CORP.,41.73205,-72.8
09110460202,400 FARMINGTON AVENUE,ENCAPSULATE LLC,41.73205,-72.8
09110460202,400 FARMINGTON AVE,ENABLE LIFE SCIENCES LLC,41.73205,-72.8
09160300400,355 GOSHEN RD,Education Connection,41.76403,-73.19846
09110417300,1615 STANLEY ST,Central Connecticut State University,41.69309,-72.76639
09190230400,42 GREENLEAF FARMS RD,"KENAI DESIGN, LLC",41.35001,-73.34311
09140351800,750 CHASE PKWY,Naugatuck Valley Community College,41.54908,-73.07078
09120070500,126 PARK AVE,"NEW UNIVERSITY OF BRIDGEPORT, INC., THE",41.16481,-73.19018
09120070600,900 LAFAYETTE BLVD,Housatonic Community College,41.17512,-73.19061
09190030500,67 DEEPWOOD RD,FUTURESTHRIVE LTD,41.07957,-73.50321
09120060100,5151 PARK AVE,Sacred Heart University,41.22128,-73.24133
09120060700,1073 N BENSON RD,Fairfield University,41.1591,-73.25579
09120060700,1073 N BENSON RD,"LANDSDOWNE LABS, LLC",41.1591,-73.25579
09190043100,188 RICHARDS AVE,Norwalk Community College,41.10202,-73.45117
09180702800,,"Naik, Abhishek T",41.35173,-72.03496
09180705300,55 COOGAN BLVD,Sea Research Foundation,41.37349,-71.95212
09180870300,270 MOHEGAN AVE,Connecticut College,41.38236,-72.10315
09180870300,47 MOHEGAN AVE,UNITED STATES COAST GUARD ACADEMY SPONSORED PROGRAMS AND RESEARC,41.37307,-72.09869
09110881200,438 WHITNEY RD EXTENSION UNIT 1133,University of Connecticut,41.80591,-72.25199
09110881200,,Faesi                   Christopher,41.80843,-72.24952
09110881200,,"Nguyen, Dung Hoang",41.81932,-72.25118
09110881200,,"Min, Ya",41.81932,-72.25118
09110881200,,"Mueller, Megan A",41.81932,-72.25118
09110881200,,"Neitzey, Michelle",41.81932,-72.25118
09110881200,341 MANSFIELD RD,Association For Symbolic Logic,41.80685,-72.24952
09110881200,1392 STORRS RD UNIT 4213 LABS 107A,"HOUR 72, INC.",41.81285,-72.25048
09110533102,119 LAWLOR RD,"MEMBRANEX, LLC",41.83052,-72.39439
09180800300,83 WINDHAM ST,Eastern Connecticut State University,41.72144,-72.21775
09180800400,515 PLEASANT ST FL 2,BIRDHABITATBOT LLC,41.71039,-72.22528
09110840100,28 CLOVER SPRINGS DR,"OSCILLOSCAPE, LLC",41.84651,-72.29601
09110840100,7 GRANGE DR,THERAPEUTIC BANDAGE PRODUCTS LLC,41.92363,-72.28556
10005051204,512 FARRAGUT HOUSE RD,GUARDIANSAT LLC,38.5277,-75.05439
10001040100,716 Sewell Branch Rd,BLUE MARBLE SPACE,39.24194,-75.74605
10001043300,1200 N DUPONT HWY,Delaware State University,39.18593,-75.54337
10001043300,100 CAMPUS DR,Delaware Technical & Community College Stanton-Newark Campus,39.19885,-75.56042
10001041500,1111B S GOVERNORS AVE STE 6355,YARD STICK PBC,39.13955,-75.52544
10001041200,"611 SOUTH DUPONT HIGHWAY, SUITE 102",BRAILLEWEAR,39.15165,-75.51279
10001041701,3500 S DUPONT HWY,"MAMMAE BIOSCIENCES, INC.",39.11079,-75.53916
10001043300,800 N STATE ST,"FREE TO FEED, INC.",39.17585,-75.53029
10001041300,8 THE GREEN,"VICTORY OVER CARBON, INC.",39.15658,-75.52417
10005050807,16192 COASTAL HIGHWAY,"WUI-GO, LLC",38.76467,-75.21185
10003016614,372 NORTHHAMPTON WAY,"HX INNOVATIONS, INC.",39.44578,-75.67138
10003016613,651 N BROAD ST,MICROPURE GENOMICS INC.,39.45575,-75.71798
10003016613,221 N BROAD ST,MAGNOLIA ELECTRONICS INC,39.45201,-75.71705
10003015000,15 READS WAY STE 107,ThruPore Technologies,39.69049,-75.61067
10003014402,550 S COLLEGE AVE,University of Delaware,39.66434,-75.75339
10003014502,,"Schneider, Julie Marie",39.66736,-75.75023
10003013506,28 TENBY CHASE DR,"MSTM, LLC",39.76598,-75.72648
10003014402,210 S COLLEGE AVE,Scientific Committee on Oceanic Research (SCOR),39.67772,-75.75392
10003014814,250 CORPORATE BLVD STE K,AQUA SCIENCE LLC,39.61601,-75.75207
10003014502,,"Capooci, Margaret",39.66736,-75.75023
10003014502,,"Madinya, Jason J",39.66736,-75.75023
10003014402,279 PEACH RD,NITRO BIOSCIENCES INC.,39.67517,-75.76178
10003011700,737 TAUNTON RD,OAKGROVE BIO LLC,39.80807,-75.5577
10003011700,1600 ROCKLAND RD,Alfred I du Pont Hospital for Children,39.77978,-75.5546
10003011800,4840 KENNETT PIKE,"DELAWARE MUSEUM OF NATURE AND SCIENCE, INC.",39.79836,-75.61003
10003012100,251 LITTLE FALLS DR,PATHOTRAK INC.,39.75979,-75.62259
10003011206,2509 BERWYN RD,SPEKCITON BIOSCIENCES LLC,39.82044,-75.52262
10003002800,200 POWDER HILL RD BLDG E500,BALLYDEL TECHNOLOGIES INC.,39.74466,-75.54839
11001010800,1918 F ST NW,George Washington University,38.89712,-77.04432
11001980000,2101 CONSTITUTION AVE NW,National Academy of Sciences,38.89305,-77.04794
11001010800,1900 E ST NW STE 7F14,"PERSONNEL MANAGEMENT, U S OFFICE OF",38.89471,-77.04414
11001000201,MAIN CAMPUS,Georgetown University,38.90867,-77.07443
11001001200,4200 CONNECTICUT AVE NW,University of the District of Columbia,38.94622,-77.06517
11001005802,1200 NEW YORK AVE NW,American Association for the Advancement of Science,38.90028,-77.02856
11001010700,1990 K ST NW,Society For American Archaeology,38.9023,-77.04449
11001002702,1925 KENYON ST NW,Aquasys LLC,38.92992,-77.04385
11001000102,1066 31ST ST NW,"CONSERVATION X LABS, PBC",38.90463,-77.06142
11001000300,4021 BEECHER ST NW,ULTORG INC.,38.922110000000004,-77.08001
11001004202,2000 FLORIDA AVE NW LBBY,American Geophysical Union,38.91465,-77.04519
11001001402,5241 BROAD BRANCH RD NW,Carnegie Institution of Washington,38.9587,-77.06354
11001005802,601 13TH ST NW FL 12,Restore America's Estuaries,38.89787,-77.0293
11001009511,620 MICHIGAN AVE NE,Catholic University of America,38.93691,-77.00031
11001005802,1200 NEW YORK AVE NW,EARTHSCOPE CONSORTIUM INC.,38.90028,-77.02856
11001980000,1000 JEFFERSON DR SW,Smithsonian Institution,38.8884,-77.0254
11001010500,425 3RD ST SW STE 950,Universities Space Research Association,38.88369,-77.0155
11001010100,1155 16TH ST NW,American Chemical Society (ACS),38.90524,-77.03605
11001980000,,"Holycross, Megan Elizabeth",38.89142,-77.03234
11001003400,2400 6TH ST NW,Howard University,38.92381,-77.02039
11001010700,1818 N ST NW STE 350,QUALITY EDUCATION FOR MINORITIES NETWORK,38.90693,-77.04297
11001980000,2201 C Street NW,DEPARTMENT OF STATE,38.89448,-77.04837
11001010603,,Department of Labor Bureau of Labor Statistics,38.89802,-77.00863
11001000903,4400 MASSACHUSETTS AVE NW,American University,38.93589,-77.09081
11001005303,11 DUPONT CIRCLE NW,Mathematical Association of America,38.91014,-77.04251
11001010700,1150 18TH ST NW STE 750,INTERNET2,38.9045,-77.04232
11001005602,2401 E St NW FL15,International Cooperative Administrative Support Services,38.8967,-77.05094
11001004300,,Picard                  Kathryn        T,38.91915,-77.0363
11001005900,Citizenship & Immigration Srvc,Department of Homeland Security,38.89819,-77.01479
11001980000,1951 CONSTITUTION AVE NW,ACQUISITION SERVICES DIRECTORATE NATIONAL BUSINESS CENTER,38.8928,-77.0442
11001980000,1000 JEFFERSON DR SW,SMITHSONIAN INSTITUTION,38.8884,-77.0254
11001010202,475 L'ENFANT PLAZA SW,UNITED STATES POSTAL SERVICE,38.88368,-77.02539
11001004202,1818 R ST NW,Association of American Colleges and Universities,38.91241,-77.04254
11001980000,"1300 Pennsylvania Ave., N.W.",U.S. Customs and Border Protection,38.89426,-77.02983
11001008803,800 FLORIDA AVE NE,Gallaudet University,38.90617,-76.99516
11001005502,1 DUPONT CIR NW STE 320,Council of Independent Colleges,38.90911,-77.04443
11001005502,2010 MASSACHUSETTS AVE NW,Optical Society of America,38.90994,-77.04558
11001009102,,Bureau of the Census,38.92,-76.99
11001010700,1001 CONNECTICUT AVE NW STE 935,Digital Promise Global,38.9029,-77.03901
11001010800,522 21ST ST NW STE 120,Linguistic Society of America,38.89676,-77.04695
11001010800,431 18TH ST NW,National Headquarters American Red Cross,38.89493,-77.04142
11001010800,1800 F ST NW RM 6100,GENERAL SERVICES ADMINISTRATION,38.89721,-77.04186
11001980000,1200 PENNSYLVANIA AVE NW,ENVIRONMENTAL PROTECTION AGENCY,38.89465,-77.0293
11001010700,1990 M ST NW,Ecological Society of America,38.90538,-77.04459
11001010202,"400 Maryland Avenue, SW",Department of Education,38.8865,-77.01895
11001010700,1701 RHODE ISLAND AVE NW FL 3,"METROLAB NETWORK, INC.",38.90671,-77.03876
11001010700,1828 L ST NW,Computing Research Association,38.9035,-77.04283
11001010500,"409 3rd Street, SW, Suite 4000",Small Business Administration,38.88466,-77.01575
11001010500,330 INDEPENDENCE SW RM 5246,Department of Health & Human Services,38.88734,-77.01573
11001005502,1 DUPONT CIR NW,Business-Higher Education Forum,38.90908,-77.04448
11001005900,444 N CAPITOL ST NW,CENTER FOR EMPLOYMENT SECURITY EDUCATION AND RESEARCH,38.89574,-77.00931
11001010700,2021 L ST NW,"CREDENTIAL ENGINE, INC.",38.90405,-77.04565
11001010100,1430 K ST NW STE 1200,American Educational Research Association,38.90222,-77.03316
11001005802,1100 H ST NW STE G-101,National Council for Science and the Environment/CEDD,38.89951,-77.02718
11001010100,1225 NEW YORK AVE NW STE 300,"Consortium for Ocean Leadership, Inc",38.90094,-77.02902
11001010800,1800 F ST NW RM 6100,General Services Administration,38.89721,-77.04186
11001005802,1200 NEW YORK AVE NW,Association of American Universities,38.90028,-77.02856
11001010700,1350 EYE ST NW STE 350,FPF Education and Innovation Foundation,38.90127,-77.04096
11001005502,1 DUPONT CIR NW STE 230,Council of Graduate Schools,38.90908,-77.04448
11001010202,1400 INDEPENDENCE AVE SW,USDA/National Agricultural Statistics Service,38.88668,-77.03018
11001010700,1730 M ST NW,Environmental Law Institute,38.90534,-77.03981
11001004702,732 N CAPITOL ST NW,Government Printing Office,38.89982,-77.0099
11001010800,1800 F ST NW STE 4323,"GSA, OFFICE OF ACQUISITION SYSTEMS",38.89721,-77.04186
11001010700,1818 N ST NW STE 600,American Society For Engineering Education,38.90702,-77.04294
11001980000,1500 PENNSYLVANIA AVE NW 6 FL,Department of Treasury,38.89791,-77.0341
11001010800,"1849 C Street, NW",Department of Interior,38.8938,-77.04253
11001005502,1 DUPONT CIR NW STE 700,American Association of Community Colleges,38.90908,-77.04448
11001005303,1775 MASSACHUSETTS AVE NW,Brookings Institution,38.90908,-77.04057
11001010300,7144 13TH PL NW STE 2200,VERIMMUNE INC.,38.97682,-77.03245
11001010500,300 E. STREET SW STE 5R30,National Aeronautics and Space Administration,38.88306,-77.01628
11001005303,1527 NEW HAMPSHIRE AVE NW,American Political Science Association,38.91064,-77.04208
11001007301,245 Murray Drive,U.S. Department of Homeland Security-S&T and IAIP,38.85088,-77.01677
11001010800,1849 C ST NW MS1344,Bureau of Reclamation,38.8938,-77.04253
11001010202,1400 Independence Avenue,COUNSIL OF THE INSPECTORS GENERAL ON INTEGRITY & EFFICIENCY,38.88668,-77.03018
11001010700,1667 K ST NW STE 800,American Astronomical Society,38.90303,-77.03815
11001980000,,"Ragni, Anna",38.89142,-77.03234
11001010700,"1800 M Street,  NW",USDA - Economic Research Service,38.90514,-77.04232
11001000802,,"Maccracken, Sarah Augusta",38.91694,-77.08523
11001010800,,"Bernot, James",38.89934,-77.04853
11001010500,409 3RD ST SW 8TH FL,Small Business Administration,38.88466,-77.01575
11001002302,111 MICHIGAN AVE NW,Children's Research Institute,38.92707,-77.01467
11001010100,1201 NEW YORK AVE NW STE 430,Southeastern Universities Research Association,38.90087,-77.02865
11001010700,1120 CONNECTICUT AVE NW,Society for Personality and Social Psychology,38.90404,-77.04106
11001010700,1818 N ST NW STE 600,Wepan Inc,38.90702,-77.04294
11001010100,1220 L ST NW STE 1000,Association of Public and Land-Grant Universities,38.9033,-77.02941
11001010700,1701 RHODE ISLAND AVE NW FL 4,Innovations for Poverty Action,38.90671,-77.03876
11001005900,441 G ST NW RM 7116E,US Government Accountability Office,38.8988,-77.01668
11001010800,"1800 F Street, N.W.",18F GSA,38.89721,-77.04186
11001010202,500 LENFANT PLZ SW,Urban Institute,38.883540000000004,-77.02364
11001010700,1701 PENNSYLVANIA AVE NW STE 325,Association of American Geographers,38.89923,-77.03998
