state,account_name,raw_funding,econ_impact,jobs
NY,EDU,77178205.19304153,203750461.7096296,1071.9195165700214
NY,ENG,56664461.53434022,149594178.45065817,787.0064101991695
NY,GEO,65982771.17131122,174194515.89226156,916.4273773793226
NY,MPS,157612199.30273843,416096206.15922934,2189.0583236491443
NY,OIA,2398961.7298856606,6333258.966898144,33.31891291507863
NY,OISE,4159493.657870045,10981063.256776921,57.77074524819506
NY,OPP,17848310.94358011,47119540.8910515,247.89320754972377
NY,SBE,24697004.8702919,65200092.85757062,343.013956531832
NY,TIP,54595694.38513379,144132633.17675322,758.2735331268583
OH,BIO,95635674.27449894,252478180.08467722,1328.273253812485
OH,CSE,31453666.90226131,83037680.62196986,436.8564847536293
OH,EDU,21565146.18830822,56931985.9371337,299.5159192820586
OH,ENG,25504398.331672728,67331611.59561601,354.2277546065657
OH,GEO,6191632.6967021385,16345910.319293646,85.9948985653075
OH,MPS,30487015.145730518,80485719.98472856,423.43076591292373
OH,OIA,1012507.4520776754,2673019.6734850626,14.062603501078826
OH,OISE,2210154.94542192,5834809.055913868,30.696596464193334
OH,OPP,3453171.4077809774,9116372.516541779,47.96071399695802
OH,SBE,5204275.230438203,13739286.608356858,72.28160042275282
OH,TIP,13078747.730813637,34527894.009348005,181.64927403907825
OK,BIO,4994337.6233455,13185051.325632121,69.36580032424305
OK,CSE,4272150.897721075,11278478.369983638,59.335429135014934
OK,EDU,4363430.391098156,11519456.232499134,60.60319987636327
OK,ENG,7388002.7570958715,19504327.278733104,102.61114940410933
OK,GEO,10834306.887249447,28602570.18233854,150.4764845451312
OK,MPS,3989864.2990565593,10533241.749509318,55.414781931341096
OK,OIA,19938735.570162036,52638261.90522778,276.92688291891716
OK,OISE,174297.0940624931,460144.32832498185,2.420792973090182
OK,OPP,1542354.1679780078,4071815.003461941,21.421585666361224
OK,SBE,1002420.0526504242,2646388.93899712,13.92250073125589
OK,TIP,4846285.3193731895,12794193.243145222,67.30951832462765
OR,BIO,15296339.426535187,40382336.086052895,212.44915870187762
OR,CSE,10988099.723375168,29008583.26971045,152.61249615798846
OR,EDU,18106099.169849053,47800101.80840151,251.47359958123687
OR,ENG,8647276.97512517,22828811.214330446,120.10106909896068
OR,GEO,42265858.80219317,111581867.23778997,587.0258166971273
OR,MPS,14207279.960297167,37507219.09518453,197.3233327819051
OR,OIA,478766.71769765107,1263944.1347217988,6.649537745800709
OR,OISE,262130.7826863052,692025.2662918458,3.640705315087572
OR,OPP,25229948.83413297,66607064.922111034,350.41595602962457
OR,SBE,3432221.607185908,9061065.042970797,47.66974454424872
OR,TIP,7965039.028175052,21027703.03438214,110.62554205798682
PA,BIO,33402583.9101786,88182821.52287151,463.92477653025827
PA,CSE,71701885.76940264,189292978.43122298,995.8595245750366
PA,EDU,52084009.94187697,137501786.2465552,723.3890269705133
PA,ENG,67410226.3625049,177962997.5970129,936.2531439236792
PA,GEO,18588398.845204514,49073372.951339915,258.172206183396
PA,MPS,74961563.41232252,197898527.4085315,1041.1328251711461
PA,OIA,3205713.5892780856,8463083.875694146,44.523799851084526
