state,account_name,raw_funding,econ_impact,jobs
PA,OISE,3315210.308984802,8752155.215719879,46.044587624788925
PA,OPP,4493707.610204408,11863388.090939635,62.41260569728344
PA,SBE,15409596.032898527,40681333.52685211,214.0221671235906
PA,TIP,25339408.88443028,66896039.45489596,351.9362345059762
PR,BIO,3152538.05049928,8322700.4533180995,43.785250701378885
PR,CSE,971866.5587071694,2565727.7149869273,13.498146648710685
PR,EDU,5153829.296287214,13606109.342198247,71.58096244843354
PR,ENG,693679.2368485909,1831313.18528028,9.634433845119318
PR,GEO,655409.9810264332,1730282.3499097836,9.102916403144905
PR,MPS,5194892.703144417,13714516.736301262,72.15128754367247
PR,OIA,2090460.4945414837,5518815.705589517,29.034173535298386
PR,OISE,322184.0958577951,850566.0130645791,4.474779109136043
PR,OPP,0,0,0
PR,SBE,304149.20432328497,802953.8994134724,4.224294504490069
PR,TIP,1335649.3214881201,3526114.208728637,18.550685020668336
RI,BIO,5506318.867528248,14536681.810274575,76.47665093789233
RI,CSE,5016841.207616939,13244460.788108721,69.67835010579083
RI,EDU,6099109.283259153,16101648.507804167,84.70985115637714
RI,ENG,4246890.532288846,11211791.005242553,58.98459072623397
RI,GEO,13709038.587309636,36191861.87049744,190.4033137126338
RI,MPS,12431556.386323258,32819308.859893404,172.66050536560078
RI,OIA,10131082.676280692,26746058.26538103,140.70948161500962
RI,OISE,213590.1455010969,563877.9841228959,2.966529798626346
RI,OPP,3753715.1070224475,9909807.882539261,52.13493204197844
RI,SBE,2287377.9416166362,6038677.765867921,31.769138078008837
RI,TIP,1553743.598780696,4101883.1007810375,21.579772205287448
SC,BIO,7415431.268063672,19576738.547688097,102.9921009453288
SC,CSE,8689282.343470594,22939705.386762373,120.68447699264713
SC,EDU,13043428.006674714,34434649.93762125,181.1587223149266
SC,ENG,9960451.518705865,26295592.00938349,138.33960442647037
SC,GEO,4059313.317369855,10716587.157856418,56.379351630136874
SC,MPS,10851609.581996212,28648249.29647,150.7167997499474
SC,OIA,18599695.50190528,49103196.12502994,258.3291041931289
SC,OISE,552867.4056618125,1459569.950947185,7.678713967525173
SC,OPP,18638532.763574306,49205726.49583617,258.8685106051987
SC,SBE,1853446.7979047077,4893099.546468429,25.742316637565388
SC,TIP,5598802.75561298,14780839.274818266,77.76114938351361
SD,BIO,1743889.6811116762,4603868.758134825,24.220690015439946
SD,CSE,1095948.4872988441,2893304.006468949,15.221506768039502
SD,EDU,3685958.876050095,9730931.43277225,51.19387327847354
SD,ENG,2264547.1651869207,5978404.516093471,31.452043960929455
SD,GEO,729014.4399438003,1924598.121451633,10.125200554775004
SD,MPS,2224641.2030953867,5873052.776171821,30.897794487435927
SD,OIA,26496774.84524189,69951485.59143859,368.0107617394707
SD,OISE,433630.9827775159,1144785.794532642,6.02265253857661
SD,OPP,493937.1596996485,1303994.1016070722,6.860238329161785
SD,SBE,38038.94409804247,100422.81241883212,0.5283186680283677
SD,TIP,239694.91363228383,632794.5719892293,3.329096022670609
TN,BIO,13333685.38987381,35200929.42926687,185.19007485935848
TN,CSE,14538317.350186536,38381157.80449246,201.9210743081463
TN,EDU,23225468.506973777,61315236.858410776,322.57595148574694
TN,ENG,12191612.192222212,32185856.187466644,169.32794711419734
TN,GEO,3169143.0848648297,8366537.744043153,44.0158761786782
TN,MPS,13840073.404591179,36537793.78812072,192.22324173043305
TN,OIA,1317720.9536528818,3478783.3176436084,18.301679911845582
TN,OISE,1121221.9854763274,2960026.0416575046,15.572527576060104
TN,OPP,16854219.310283825,44495138.979149304,234.0863793094976
TN,SBE,4326522.911898679,11422020.48741251,60.09059599859276
TN,TIP,11972971.737820465,31608645.38784603,166.29127413639534
TX,BIO,39213576.82025023,103523842.80546059,544.6330113923642
TX,CSE,106074401.15798144,280036419.05707103,1473.255571638631
TX,EDU,78591772.65765907,207482279.81622,1091.552398023043
TX,ENG,82764042.2097432,218497071.4337221,1149.5005862464334
TX,GEO,33305585.662463147,87926746.14890273,462.5775786453215
TX,MPS,73736629.63295828,194664702.23100984,1024.1198560133093
TX,OIA,3727913.6330981534,9841691.991379127,51.77657823747435
TX,OISE,3862284.307789089,10196430.572563196,53.642837608181786
TX,OPP,11290188.704218144,29806098.179135896,156.8081764474742
TX,SBE,14475126.010765811,38214332.66842174,201.0434168161918
TX,TIP,29015236.865643844,76600225.32529974,402.98940091172017
UT,BIO,6941598.594825978,18325820.290340587,96.41109159480526
UT,CSE,15780277.942109752,41659933.76716975,219.17052697374658
UT,EDU,11166161.075774187,29478665.240043856,155.0855704968637
UT,ENG,16426913.18991341,43367050.82137141,228.1515720821307
UT,GEO,7399387.185366156,19534382.16936665,102.76926646341882
UT,MPS,18923195.880572163,49957237.12471051,262.8221650079467
UT,OIA,607853.7706158657,1604733.9544258858,8.442413480775915
UT,OISE,1262800.0620726047,3333792.1638716767,17.538889751008398
UT,OPP,2458861.8885229984,6491395.385700716,34.15085956281942
UT,SBE,1786888.48102732,4717385.589912125,24.81789556982389
UT,TIP,6589994.4601893565,17397585.3748999,91.52770083596329
VA,BIO,20883717.700876266,55133014.730313346,290.05163473439256
VA,CSE,45619852.03391769,120436409.3695427,633.6090560266344
VA,EDU,43858639.58297019,115786808.49904129,609.147771985697
VA,ENG,36839118.65506766,97255273.24937864,511.65442576482866
VA,GEO,32723836.07495155,86390927.2378721,454.49772326321596
VA,MPS,145547258.5208387,384244762.4950142,2021.4897016783154
VA,OIA,5432552.622930984,14341938.9245378,75.45211976293034
VA,OISE,2249614.1747166542,5938981.421251968,31.24464131550909
VA,OPP,41080479.72120696,108452466.46398637,570.5622183500967
VA,SBE,12446331.46999991,32858315.080799766,172.86571486110986
VA,TIP,22244795.839543886,58726261.01639587,308.9554977714429
VT,BIO,2554410.674287147,6743644.180118068,35.47792603176593
VT,CSE,1526067.9315691814,4028819.339342639,21.195387938460854
VT,EDU,2343081.9993504155,6185736.4782850975,32.54280554653355
VT,ENG,2102091.090876781,5549520.479914702,29.195709595510845
VT,GEO,2862431.845492887,7556820.072101221,39.75599785406787
VT,MPS,2627790.139972195,6937365.969526595,36.4970852773916
VT,OIA,14922045.97008886,39394201.361034594,207.25063847345638
VT,OISE,630224.5290909848,1663792.7568002,8.753118459597012
VT,OPP,4639705.887419569,12248823.542787664,64.44035954749401
VT,SBE,1415503.7852540081,3736929.9930705815,19.659774795194558
VT,TIP,1330543.0150055962,3512633.5596147743,18.47976409729995
WA,BIO,17605650.679159317,46478917.792980604,244.52292609943495
WA,CSE,23935283.170761682,63189147.57081085,332.4344884828012
WA,EDU,29625748.791309733,78211976.80905771,411.4687332126352
WA,ENG,21042482.39885121,55552153.532967195,292.25669998404453
WA,GEO,40848492.55499761,107840020.34519368,567.3401743749668
WA,MPS,30850599.452510815,81445582.55462855,428.48054795153905
WA,OIA,2787774.9678362617,7359725.915087731,38.71909677550362
WA,OISE,434204.06176348566,1146298.723055602,6.030611968937301
WA,OPP,16138964.276820434,42606865.69080595,224.15228162250602
WA,SBE,3477333.074112718,9180159.315657575,48.29629269600997
WA,TIP,19868569.91251382,52453024.56903648,275.95235989602526
WI,BIO,18532813.67123964,48926628.09207266,257.4001898783284
WI,CSE,19487114.26050426,51445981.64773124,270.65436472922585
WI,EDU,24016333.31130111,63403119.94183492,333.56018487918203
WI,ENG,14651218.530671299,38679216.92097223,203.4891462593236
WI,GEO,9207745.37717191,24308447.795733843,127.88535246072098
WI,MPS,38651443.19230578,102039810.02768728,536.8255998931359
WI,OIA,888892.8983739177,2346677.251707143,12.345734699637744
WI,OISE,291933.49727035785,770704.4327937448,4.054631906532748
WI,OPP,27690473.864955172,73102851.00348166,384.58991479104407
WI,SBE,3729057.064564683,9844710.650450764,51.79245923006505
WI,TIP,8650754.440689202,22837991.723419502,120.14936723179449
WV,BIO,2031695.3219759325,5363675.650016462,28.217990582999064
WV,CSE,2192308.5456613717,5787694.560546021,30.448729800852384
WV,EDU,4402748.38000439,11623255.72321159,61.14928305561652
WV,ENG,2022214.3041836042,5338645.763044716,28.086309780327834
WV,GEO,1678336.7334510477,4430808.976310766,23.310232409042328
WV,MPS,4827022.178101797,12743338.550188744,67.04197469585829
WV,OIA,7713984.029411246,20364917.83764569,107.1386670751562
WV,OISE,498721.83973093267,1316625.6568896624,6.926692218485176
WV,OPP,609962.8754143396,1610301.9910938567,8.47170660297694
WV,SBE,847010.4099649932,2236107.4823075826,11.764033471736019
WV,TIP,1077339.9722485603,2844177.5267361994,14.963055170118892
WY,BIO,2212099.4694289854,5839942.599292521,30.72360374206924
WY,CSE,1082774.5444037195,2858524.7972258194,15.038535338940548
WY,EDU,862342.5556154241,2276584.3468247196,11.976979939103112
WY,ENG,1074201.8639419426,2835892.9208067283,14.91947033252698
WY,GEO,6261218.573536812,16529617.034137186,86.96136907690017
WY,MPS,3017716.0169849396,7966770.284840241,41.91272245812416
WY,OIA,20555210.663463246,54265756.15154297,285.4890369925451
WY,OISE,16969.80016887782,44800.27244583745,0.23569166901219196
WY,OPP,1326910.6991573428,3503044.2457753853,18.429315266074205
WY,SBE,225575.8026734055,595520.1190577906,3.1329972593528543
WY,TIP,2869148.183598098,7574551.204698979,39.84928032775136
