"FIPS","state_name","state","name","budg_NIH_cuts","econ_budg_NIH_cuts","jobs_budg_NIH_cuts"
"01107","Alabama","AL","Pickens County",126184.461828169,310723.853955714,1.16089704881916
"01109","Alabama","AL","Pike County",88932.9799482902,218993.669053554,0.81818341552427
"01111","Alabama","AL","Randolph County",66721.7956674036,164299.575337992,0.613840520140113
"01113","Alabama","AL","Russell County",146921.850967877,361788.790011342,1.35168102890447
"01115","Alabama","AL","St. Clair County",2859506.64397512,7041413.11818448,26.3074611245711
"01117","Alabama","AL","Shelby County",9087479.83396298,22377531.4000147,83.6048144724595
"01119","Alabama","AL","Sumter County",42839.3592151999,105490.094449716,0.394122104779839
"01121","Alabama","AL","Talladega County",860293.688342515,2118436.50559428,7.91470193275114
"01123","Alabama","AL","Tallapoosa County",326601.873391171,804243.179698736,3.00473723519877
"01125","Alabama","AL","Tuscaloosa County",3081669.29109058,7588479.15877765,28.3513574780333
"01127","Alabama","AL","Walker County",1348116.2674949,3319678.79521356,12.4026696609531
"01129","Alabama","AL","Washington County",43736.9918140209,107700.476429406,0.402380324688993
"01131","Alabama","AL","Wilcox County",12930.734086096,31841.3810345334,0.118962753592083
"01133","Alabama","AL","Winston County",159473.847748163,392697.546588054,1.4671593992831
"02013","Alaska","AK","Aleutians East Borough",514.459292224518,2045.21240099072,0.00401278247935124
"02016","Alaska","AK","Aleutians West Census Area",611.890088250074,2432.54464531318,0.00477274268835058
"02020","Alaska","AK","Anchorage Municipality",1210260.8588742,4811343.78251828,9.44003469921874
"02050","Alaska","AK","Bethel Census Area",44341.1592580166,176276.510424508,0.34586104221253
"02060","Alaska","AK","Bristol Bay Borough",106.01023753022,421.439471899278,0.000826879852735713
"02068","Alaska","AK","Denali Borough",3839.57145846429,15264.0632213795,0.0299486573760215
"02070","Alaska","AK","Dillingham Census Area",1446.69113330844,5751.26291033048,0.0112841908398058
"02090","Alaska","AK","Fairbanks North Star Borough",1765817.41129791,7019936.7025831,13.7733758081237
"02100","Alaska","AK","Haines Borough",139.968987302426,556.441127435409,0.00109175810095892
"02105","Alaska","AK","Hoonah-Angoon Census Area",325.060027460702,1292.26317665359,0.00253546821419348
"02110","Alaska","AK","Juneau City and Borough",25349.495262419,100775.907546304,0.197726063046868
"02122","Alaska","AK","Kenai Peninsula Borough",62194.0981177175,247250.156934239,0.485113965318197
"02130","Alaska","AK","Ketchikan Gateway Borough",717.633731498092,2852.92428227462,0.00559754310568512
"02150","Alaska","AK","Kodiak Island Borough",2144.9898687953,8527.32168698991,0.0167309209766034
"02164","Alaska","AK","Lake and Peninsula Borough",1197.80383770241,4761.82139160222,0.00934286993407879
"02170","Alaska","AK","Matanuska-Susitna Borough",175054.822398217,695923.465730336,1.3654276147061
"02180","Alaska","AK","Nome Census Area",258.332931002473,1026.99226558038,0.00201499686181929
"02185","Alaska","AK","North Slope Borough",3063.80926810015,12180.051568889,0.0238977122911812
"02188","Alaska","AK","Northwest Arctic Borough",491.95632664834,1955.75275870015,0.00383725934785705
"02195","Alaska","AK","Petersburg Borough",469.146645302659,1865.07378009891,0.00365934383336074
"02198","Alaska","AK","Prince of Wales-Hyder Census Area",561.439065390015,2231.97861578362,0.00437922471004212
"02220","Alaska","AK","Sitka City and Borough",18808.8214711617,74773.7197135752,0.146708807475061
"02230","Alaska","AK","Skagway Municipality",88.8105221881752,353.062689435199,0.000692722073067766
"02240","Alaska","AK","Southeast Fairbanks Census Area",16472.7206417609,65486.6440236873,0.128487221005735
"02275","Alaska","AK","Wrangell City and Borough",422.142587732138,1678.21102362224,0.00329271218431068
