"FIPS","state_name","state","name","budg_NIH_cuts","econ_budg_NIH_cuts","jobs_budg_NIH_cuts"
"19141","Iowa","IA","O'Brien County",7685.01755511011,18873.8425061671,0.0607116386853699
"19143","Iowa","IA","Osceola County",1707.6708611126,4193.915063158,0.0134905998027896
"19145","Iowa","IA","Page County",89000.1265439342,218577.818381455,0.70310099969708
"19147","Iowa","IA","Palo Alto County",5304.28171587473,13026.9289557045,0.0419038255554104
"19149","Iowa","IA","Plymouth County",35213.1441023207,86480.9131753044,0.278183838408334
"19151","Iowa","IA","Pocahontas County",10033.617813911,24641.8334153194,0.0792655807298969
"19153","Iowa","IA","Polk County",1351039.58905834,3318054.67464784,10.6732127535609
"19155","Iowa","IA","Pottawattamie County",738702.253706537,1814198.84800876,5.83574780428164
"19157","Iowa","IA","Poweshiek County",105711.714912578,259620.26033241,0.835122547809366
"19159","Iowa","IA","Ringgold County",13405.1695191623,32922.118454356,0.105900839201382
"19161","Iowa","IA","Sac County",7611.90826048035,18694.2914117572,0.0601340752577947
"19163","Iowa","IA","Scott County",837660.87481443,2057234.00258377,6.617520911034
"19165","Iowa","IA","Shelby County",17832.7159724619,43795.8495615477,0.140878456182449
"19167","Iowa","IA","Sioux County",68377.8553766146,167931.024754725,0.540185057475256
"19169","Iowa","IA","Story County",1847611.46813067,4537598.98556103,14.5961305982323
"19171","Iowa","IA","Tama County",68751.094723574,168847.673363671,0.543133648316235
"19173","Iowa","IA","Taylor County",10050.1170737809,24682.3543939664,0.0793959248828689
"19175","Iowa","IA","Union County",43793.6866563673,107554.099751808,0.345970124585302
"19177","Iowa","IA","Van Buren County",10724.9495836569,26339.6938103186,0.0847271017108898
"19179","Iowa","IA","Wapello County",54459.2582333431,133747.965509244,0.430228140043411
"19181","Iowa","IA","Warren County",138115.018340953,339200.409785684,1.09110864489353
"19183","Iowa","IA","Washington County",1473509.87191619,3618832.75534433,11.6407279881379
"19185","Iowa","IA","Wayne County",18913.6691495533,46450.5917107571,0.149417986281471
"19187","Iowa","IA","Webster County",54250.9998645758,133236.498147651,0.428582898930149
"19189","Iowa","IA","Winnebago County",17826.0387282106,43779.4507367604,0.140825705952864
"19191","Iowa","IA","Winneshiek County",49131.7332502224,120663.952784741,0.388140692676757
"19193","Iowa","IA","Woodbury County",132443.517126866,325271.616530418,1.04630378530224
"19195","Iowa","IA","Worth County",20264.1962621282,49767.387780546,0.160087150470813
"19197","Iowa","IA","Wright County",12770.8104016728,31364.178737239,0.100889402173215
"20001","Kansas","KS","Allen County",7160.24496557155,19780.6767344979,0.0579979842211295
"20003","Kansas","KS","Anderson County",590.135675306457,1630.29101362594,0.0047800989699823
"20005","Kansas","KS","Atchison County",88800.6493212465,245317.994912606,0.719285259502096
"20007","Kansas","KS","Barber County",6457.33396008951,17838.8359958898,0.0523044050767251
"20009","Kansas","KS","Barton County",225727.837653183,623588.914634072,1.82839548499078
"20011","Kansas","KS","Bourbon County",31640.0577798501,87407.8691180777,0.256284468016786
"20013","Kansas","KS","Brown County",59042.5932952171,163109.287064161,0.478245005691259
"20015","Kansas","KS","Butler County",102784.754095508,283950.060895134,0.832556508173618
"20017","Kansas","KS","Chase County",20899.3826195076,57736.0039404834,0.169284999218012
"20019","Kansas","KS","Chautauqua County",183.144192941651,505.94862240026,0.00148346796282737
"20021","Kansas","KS","Cherokee County",16152.3771400417,44622.0698086627,0.130834254834338
"20023","Kansas","KS","Cheyenne County",2304.02119497029,6365.01944644028,0.0186625716792594
"20025","Kansas","KS","Clark County",24272.8737479901,67055.5087619057,0.19661027735872
"20027","Kansas","KS","Clay County",16163.1381177038,44651.7977609192,0.130921418753401
"20029","Kansas","KS","Cloud County",13641.6982631859,37686.1440846114,0.110497755931806
"20031","Kansas","KS","Coffey County",24104.7678947297,66591.1046030383,0.195248619947311
"20033","Kansas","KS","Comanche County",2243.84949147033,6198.79091358702,0.0181751808809096
"20035","Kansas","KS","Cowley County",52631.030628389,145396.897462226,0.426311348089951
"20037","Kansas","KS","Crawford County",24065.2931850393,66482.0529609047,0.194928874798818
"20039","Kansas","KS","Decatur County",2625.8767882833,7254.16799891672,0.0212696019850947
"20041","Kansas","KS","Dickinson County",52714.05640992,145626.261981595,0.426983856920352
"20043","Kansas","KS","Doniphan County",6583.5577596338,18187.538056642,0.0533268178530338
"20045","Kansas","KS","Douglas County",3572557.63342935,9869439.94263024,28.9377168307777
"20047","Kansas","KS","Edwards County",3425.49999700981,9463.18295263326,0.0277465499757795
"20049","Kansas","KS","Elk County",543.768850729374,1502.199422825,0.00440452769090793
"20051","Kansas","KS","Ellis County",48997.9587887079,135360.282798972,0.396883466188534
"20053","Kansas","KS","Ellsworth County",14741.3663877425,40724.0540711658,0.119405067740714
"20055","Kansas","KS","Finney County",26478.5884667846,73148.9497029329,0.214476566580955
"20057","Kansas","KS","Ford County",41729.2698170846,115280.021924851,0.338007085518385
"20059","Kansas","KS","Franklin County",57765.3925993966,159580.930951964,0.467899680055112
"20061","Kansas","KS","Geary County",139152.873425148,384419.5302164,1.1271382747437
"20063","Kansas","KS","Gove County",290.283359668915,801.928052269711,0.00235129521331821
"20065","Kansas","KS","Graham County",5761.98407351644,15917.8833762786,0.0466720709954831
"20067","Kansas","KS","Grant County",10637.3285850703,29386.363046465,0.0861623615390691
"20069","Kansas","KS","Gray County",1520.02257855848,4199.16852009592,0.0123121828863237
"20071","Kansas","KS","Greeley County",17.1215302286345,47.2994228941886,0.000138684394851939
"20073","Kansas","KS","Greenwood County",675.439057239743,1865.94756315672,0.00547105636364191
"20075","Kansas","KS","Hamilton County",96.3714185909789,266.232773705246,0.000780608490586929
"20077","Kansas","KS","Harper County",3488.36257276907,9636.84520801289,0.0282557368394295
"20079","Kansas","KS","Harvey County",78905.4500667561,217981.815966541,0.639134145540724
"20081","Kansas","KS","Haskell County",563.413014948822,1556.46779828041,0.00456364542108546
"20083","Kansas","KS","Hodgeman County",5153.57322842053,14237.1059299103,0.0417439431502063
"20085","Kansas","KS","Jackson County",11318.9907126803,31269.5022760918,0.0916838247727108
"20087","Kansas","KS","Jefferson County",154399.806318756,426540.247064943,1.25063843118192
"20089","Kansas","KS","Jewell County",5824.63565632492,16090.9627488976,0.0471795488162319
"20091","Kansas","KS","Johnson County",11778029.4297403,32537628.7877464,95.4020383808968
"20093","Kansas","KS","Kearny County",100.058870040802,276.419615838975,0.000810476847330495
"20095","Kansas","KS","Kingman County",4341.93933897592,11994.9106319754,0.0351697086457049
"20097","Kansas","KS","Kiowa County",7323.83109819467,20232.5948494819,0.0593230318953769
"20099","Kansas","KS","Labette County",10879.0479178916,30054.1295832258,0.0881202881349223
"20101","Kansas","KS","Lane County",24.2103371133847,66.8827469417247,0.000196103730618416
"20103","Kansas","KS","Leavenworth County",290921.553343014,803691.106861007,2.35646458207841
"20105","Kansas","KS","Lincoln County",2509.60956027594,6932.97166232655,0.0203278374382351
"20107","Kansas","KS","Linn County",819.915154877685,2265.0728719945,0.00664131275450925
"20109","Kansas","KS","Logan County",7414.31016691927,20482.5495952043,0.0600559123520461
"20111","Kansas","KS","Lyon County",76386.1794685859,211022.155012379,0.618728053695546
"20113","Kansas","KS","McPherson County",49154.8963780563,135793.833848876,0.398154660662256
"20115","Kansas","KS","Marion County",15399.0994270209,42541.0875232506,0.12473270535887
"20117","Kansas","KS","Marshall County",14063.770652092,38852.1485332933,0.113916542281945
"20119","Kansas","KS","Meade County",29.3037097900565,80.9535446434801,0.000237360049299458
"20121","Kansas","KS","Miami County",246194.906611152,680130.621895055,1.99417874355034
"20123","Kansas","KS","Mitchell County",32278.9739726189,89172.9197176539,0.261459689178213
"20125","Kansas","KS","Montgomery County",22442.9330983801,62000.1699282066,0.181787758096879
"20127","Kansas","KS","Morris County",24105.598570753,66593.3994035608,0.1952553484231
"20129","Kansas","KS","Morton County",3159.32019791256,8727.8426696523,0.0255904936030917
"20131","Kansas","KS","Nemaha County",25064.3253668832,69241.9491280656,0.203021035471754
"20133","Kansas","KS","Neosho County",9540.5791366581,26356.5161065778,0.0772786910069306
"20135","Kansas","KS","Ness County",24188.7033480657,66822.9821542932,0.195928497119332
"20137","Kansas","KS","Norton County",3538.93153460169,9776.54549642758,0.0286653454302737
"20139","Kansas","KS","Osage County",83629.4272993691,231032.132958313,0.67739836112489
"20141","Kansas","KS","Osborne County",1225.2983576097,3384.97227842457,0.00992491669663859
"20143","Kansas","KS","Ottawa County",14450.7480415083,39921.2005951166,0.117051059136218
"20145","Kansas","KS","Pawnee County",53283.4098080572,147199.140503264,0.431595619445263
"20147","Kansas","KS","Phillips County",1511.65279291752,4176.04640278053,0.0122443876226319
"20149","Kansas","KS","Pottawatomie County",329274.918736614,909644.957068467,2.66712684176657
"20151","Kansas","KS","Pratt County",4361.66963915584,12049.4169640367,0.0353295240771623
"20153","Kansas","KS","Rawlins County",1217.44097526154,3363.2657109879,0.00986127189961851
"20155","Kansas","KS","Reno County",62845.7472835924,173615.765540427,0.509050552997099
"20157","Kansas","KS","Republic County",10240.1800883744,28289.2125905091,0.0829454587158324
"20159","Kansas","KS","Rice County",577.717466977255,1595.9848459232,0.00467951148251577
"20161","Kansas","KS","Riley County",1427843.75216391,3944518.07511204,11.5655343925277
"20163","Kansas","KS","Rooks County",2818.68271090013,7786.80782424646,0.0228313299582911
"20165","Kansas","KS","Rush County",1302.21826645374,3597.46889810823,0.0105479679582753
"20167","Kansas","KS","Russell County",11328.1581366073,31294.8279248733,0.0917580809065194
"20169","Kansas","KS","Saline County",129425.494527653,357546.966725836,1.04834650567399
"20171","Kansas","KS","Scott County",1515.60061404654,4186.95253433528,0.012276364973777
"20173","Kansas","KS","Sedgwick County",1003349.08201247,2771821.90533613,8.12712756430103
"20175","Kansas","KS","Seward County",5499.22211140829,15191.9851066559,0.0445436991024071
"20177","Kansas","KS","Shawnee County",579680.356982086,1601407.46663487,4.69541089155489
"20179","Kansas","KS","Sheridan County",1380.16208406974,3812.79413727647,0.0111793128809649
"20181","Kansas","KS","Sherman County",4762.35007749679,13156.3246554311,0.038575035627724
"20183","Kansas","KS","Smith County",3626.30894382418,10017.9316911791,0.0293731024449759
"20185","Kansas","KS","Stafford County",27096.3451277535,74855.545618291,0.219480395534803
"20187","Kansas","KS","Stanton County",415.615621814565,1148.16717870001,0.00336648653669798
"20189","Kansas","KS","Stevens County",176.078530628789,486.429236848805,0.00142623609809319
"20191","Kansas","KS","Sumner County",22815.3723600793,63029.059396979,0.184804516116643
"20193","Kansas","KS","Thomas County",3744.10855584561,10343.3613456182,0.0303272793023494
"20195","Kansas","KS","Trego County",1244.00127106856,3436.64038292405,0.0100764102956554
"20197","Kansas","KS","Wabaunsee County",10822.3068981927,29897.3785539456,0.0876606858753605
"20199","Kansas","KS","Wallace County",93.6775215553531,258.790695023029,0.00075878792459836
"20201","Kansas","KS","Washington County",11089.76715298,30636.2561851876,0.0898271139391376
"20203","Kansas","KS","Wichita County",8.13001742158878,22.4597408657858,0.0000658531411148691
"20205","Kansas","KS","Wilson County",3310.90936031117,9146.61831661381,0.0268183658185204
"20207","Kansas","KS","Woodson County",1520.48930112336,4200.45787377375,0.0123159633390992
"20209","Kansas","KS","Wyandotte County",1384872.61603105,3825807.31076735,11.2174681898515
"21001","Kentucky","KY","Adair County",58280.4237858592,152350.16572198,0.501211644558389
"21003","Kentucky","KY","Allen County",47208.9552474634,123408.370912665,0.405997015128185
"21005","Kentucky","KY","Anderson County",274062.92519467,716424.647581055,2.35694115667416
"21007","Kentucky","KY","Ballard County",15434.3597327374,40346.7770195887,0.132735493701541
"21009","Kentucky","KY","Barren County",120381.518576567,314687.902277292,1.03528105975848
"21011","Kentucky","KY","Bath County",119990.484268503,313665.704122807,1.03191816470913
"21013","Kentucky","KY","Bell County",84089.1063204194,219816.33713579,0.723166314355607
"21015","Kentucky","KY","Boone County",1954035.17700085,5108020.21852989,16.8047025222073
"21017","Kentucky","KY","Bourbon County",267586.409837588,699494.465474317,2.30124312460326
"21019","Kentucky","KY","Boyd County",163994.57006109,428696.263742236,1.41035330252537
"21021","Kentucky","KY","Boyle County",319620.915844632,835517.25148841,2.74873987626384
"21023","Kentucky","KY","Bracken County",29186.7788871934,76296.8130892968,0.251006298429863
"21025","Kentucky","KY","Breathitt County",6362.09427798761,16631.0753187325,0.0547140107906935
"21027","Kentucky","KY","Breckinridge County",68975.5850166924,180308.260054439,0.593190031143555
"21029","Kentucky","KY","Bullitt County",716432.193234167,1872816.91308275,6.16131686181384
"21031","Kentucky","KY","Butler County",40583.013121007,106087.574057464,0.34901391284066
"21033","Kentucky","KY","Caldwell County",5098.2861882074,13327.3695559492,0.0438452612185836
"21035","Kentucky","KY","Calloway County",74942.6683354944,195906.741902077,0.644506947685252
"21037","Kentucky","KY","Campbell County",2500038.14759502,6535320.11875639,21.5003280693172
"21039","Kentucky","KY","Carlisle County",5830.55877589708,15241.5946566125,0.0501428054727149
"21041","Kentucky","KY","Carroll County",28821.8863204704,75342.9517513075,0.247868222356046
"21043","Kentucky","KY","Carter County",27635.8429490871,72242.5298180759,0.237668249362149
"21045","Kentucky","KY","Casey County",21673.53892643,56656.5414718994,0.186392434767298
"21047","Kentucky","KY","Christian County",218281.433355547,570606.910271263,1.8772203268577
"21049","Kentucky","KY","Clark County",592151.998834098,1547937.52849933,5.09250718997324
"21051","Kentucky","KY","Clay County",114119.522459111,298318.492374745,0.981427893148352
"21053","Kentucky","KY","Clinton County",20733.6038718409,54199.4683754389,0.178308993297832
"21055","Kentucky","KY","Crittenden County",14174.149329784,37052.4759273394,0.121897684236142
"21057","Kentucky","KY","Cumberland County",24462.5668538449,63947.306352164,0.210378074943066
"21059","Kentucky","KY","Daviess County",106983.918303806,279665.394044823,0.92006169741273
"21061","Kentucky","KY","Edmonson County",58526.3402655524,152993.013079657,0.503326526283751
"21063","Kentucky","KY","Elliott County",23506.0001008017,61446.7565297101,0.202151600866894
"21065","Kentucky","KY","Estill County",110570.638685663,289041.397324794,0.9509074926967
"21067","Kentucky","KY","Fayette County",17865971.1116041,46703223.5324517,153.647351559795
"21069","Kentucky","KY","Fleming County",96565.0903449909,252429.659246694,0.830459776966921
"21071","Kentucky","KY","Floyd County",46188.7782754585,120741.53837003,0.397223493168943
"21073","Kentucky","KY","Franklin County",442325.925537097,1156278.96437939,3.80400295961904
"21075","Kentucky","KY","Fulton County",3259.31861042615,8520.14618602755,0.0280301400496649
"21077","Kentucky","KY","Gallatin County",51517.9877794265,134672.561831353,0.443054694903068
"21079","Kentucky","KY","Garrard County",217457.677869099,568453.540808202,1.87013602967425
"21081","Kentucky","KY","Grant County",118993.954936796,311060.688596663,1.02334801245645
"21083","Kentucky","KY","Graves County",80071.6885366493,209314.452877351,0.688616521415184
"21085","Kentucky","KY","Grayson County",69941.123708588,182832.263316011,0.601493663893856
"21087","Kentucky","KY","Green County",44404.4968582499,116077.269444924,0.381878672980949
"21089","Kentucky","KY","Greenup County",101744.66063822,265969.512619098,0.875004081488692
"21091","Kentucky","KY","Hancock County",4188.66626572496,10949.5428873683,0.0360225298852346
"21093","Kentucky","KY","Hardin County",364529.148013521,952911.329444161,3.13495067291628
"21095","Kentucky","KY","Harlan County",53893.1184382335,140881.362762694,0.463480818568808
"21097","Kentucky","KY","Harrison County",106225.347678977,277682.42355667,0.913537990039205
"21099","Kentucky","KY","Hart County",123859.906284728,323780.714397718,1.06519519404866
"21101","Kentucky","KY","Henderson County",52445.3570000201,137096.786729958,0.451030070200173
"21103","Kentucky","KY","Henry County",109468.358367602,286159.939397419,0.94142788196138
"21105","Kentucky","KY","Hickman County",1445.37947258899,3778.34936460277,0.0124302634642653
"21107","Kentucky","KY","Hopkins County",93695.5301064438,244928.375805479,0.805781558915416
"21109","Kentucky","KY","Jackson County",40977.3999375261,107118.535964605,0.352405639462724
"21111","Kentucky","KY","Jefferson County",13608401.7267105,35573561.8171443,117.032254849711
"21113","Kentucky","KY","Jessamine County",1514189.15162849,3958223.93180671,13.022026704005
"21115","Kentucky","KY","Johnson County",33896.4706798989,88608.3626372984,0.291509647847131
"21117","Kentucky","KY","Kenton County",3293588.14504236,8609729.77068335,28.3248580473643
"21119","Kentucky","KY","Knott County",21315.3204574748,55720.1268138571,0.183311755934284
"21121","Kentucky","KY","Knox County",43568.9516915015,113893.08071819,0.374692984546913
"21123","Kentucky","KY","Larue County",107363.123936951,280656.671000267,0.923322865857779
"21125","Kentucky","KY","Laurel County",292473.094076989,764550.452062104,2.51526860906211
"21127","Kentucky","KY","Lawrence County",41144.8114736688,107556.164478921,0.353845378673552
"21129","Kentucky","KY","Lee County",20201.8576383412,52809.4368428375,0.173735975689734
"21131","Kentucky","KY","Leslie County",33457.1072056172,87459.8277816673,0.287731121968308
"21133","Kentucky","KY","Letcher County",22214.4603964964,58070.557881766,0.191044359409869
"21135","Kentucky","KY","Lewis County",34169.526137645,89322.1536761515,0.293857924783747
"21137","Kentucky","KY","Lincoln County",131108.191836975,342728.371833129,1.12753044979798
"21139","Kentucky","KY","Livingston County",4924.25129774071,12872.4270095218,0.0423485611605701
"21141","Kentucky","KY","Logan County",112409.580254431,293848.552704864,0.966722390188109
"21143","Kentucky","KY","Lyon County",18621.8988443279,48679.2852676489,0.16014833006122
"21145","Kentucky","KY","McCracken County",114832.223447564,300181.55558959,0.987557121649047
"21147","Kentucky","KY","McCreary County",48057.6085246536,125626.825395691,0.413295433312021
"21149","Kentucky","KY","McLean County",11178.1205767018,29220.5926397879,0.0961318369596356
"21151","Kentucky","KY","Madison County",1400963.22868991,3662241.38735751,12.0482837667332
"21153","Kentucky","KY","Magoffin County",22028.7793509772,57585.1712593177,0.189447502418404
"21155","Kentucky","KY","Marion County",63264.1505003181,165378.066714099,0.544071694302736
"21157","Kentucky","KY","Marshall County",26160.2753441064,68385.2660140448,0.224978367959315
"21159","Kentucky","KY","Martin County",12296.2259329991,32143.418612235,0.105747543023793
"21161","Kentucky","KY","Mason County",144363.291643568,377378.371284332,1.24152430813469
"21163","Kentucky","KY","Meade County",153620.459597508,401577.424418897,1.32113595253857
"21165","Kentucky","KY","Menifee County",36675.742573572,95873.6243852797,0.315411386132719
"21167","Kentucky","KY","Mercer County",156765.718679108,409799.408941194,1.34818518064033
"21169","Kentucky","KY","Metcalfe County",26419.99847072,69064.2051639522,0.227211986848192
"21171","Kentucky","KY","Monroe County",24615.4353053534,64346.917961142,0.211692743626039
"21173","Kentucky","KY","Montgomery County",361479.257241299,944938.646090155,3.10872161227517
"21175","Kentucky","KY","Morgan County",15747.3666302749,41165.004644137,0.135427353020364
"21177","Kentucky","KY","Muhlenberg County",54478.2624817152,142410.980878088,0.46851305734275
"21179","Kentucky","KY","Nelson County",259096.306672674,677300.587321957,2.228228237385
"21181","Kentucky","KY","Nicholas County",67927.4867976838,177568.438910626,0.584176386460081
"21183","Kentucky","KY","Ohio County",32958.4063438546,86156.1797640349,0.28344229455715
"21185","Kentucky","KY","Oldham County",923666.583320579,2414545.87835185,7.94353261655698
"21187","Kentucky","KY","Owen County",29671.8681740428,77564.879250123,0.255178066296768
"21189","Kentucky","KY","Owsley County",3067.73210790836,8019.32217836544,0.0263824961280119
"21191","Kentucky","KY","Pendleton County",129192.367195742,337720.237323702,1.11105435788338
"21193","Kentucky","KY","Perry County",53351.4334431874,139465.350431219,0.458822327611411
"21195","Kentucky","KY","Pike County",108390.911052664,283343.397129458,0.932161835052911
"21197","Kentucky","KY","Powell County",70156.2766653063,183394.692112549,0.603343979321634
"21199","Kentucky","KY","Pulaski County",107163.896946346,280135.874083167,0.921609513738576
"21201","Kentucky","KY","Robertson County",2534.83338800498,6626.27794470273,0.0217995671368428
"21203","Kentucky","KY","Rockcastle County",31225.0104270323,81624.9300229552,0.268535089672478
"21205","Kentucky","KY","Rowan County",262425.674335225,686003.847905694,2.25686079928293
"21207","Kentucky","KY","Russell County",13043.0579710546,34095.7033997016,0.11217029855107
"21209","Kentucky","KY","Scott County",1005144.07934861,2627535.2359463,8.64423908239804
"21211","Kentucky","KY","Shelby County",312283.732711794,816337.207940209,2.68564010132143
"21213","Kentucky","KY","Simpson County",77082.3912238898,201500.166168241,0.662908564525452
"21215","Kentucky","KY","Spencer County",123343.458881518,322430.675356225,1.06075374638106
"21217","Kentucky","KY","Taylor County",31624.5014037276,82669.2346547746,0.271970712072058
"21219","Kentucky","KY","Todd County",31938.5065259225,83490.0717265797,0.274671156122934
"21221","Kentucky","KY","Trigg County",26465.1737949046,69182.2974439834,0.227600494636179
"21223","Kentucky","KY","Trimble County",16093.0753079844,42068.717605012,0.138400447648666
"21225","Kentucky","KY","Union County",11929.1457824407,31183.8387372444,0.10259065372899
"21227","Kentucky","KY","Warren County",378233.735061214,988736.328169958,3.25281012152644
"21229","Kentucky","KY","Washington County",30278.089433511,79149.5950662525,0.260391569128195
"21231","Kentucky","KY","Wayne County",56201.7534018154,146916.338084521,0.483335079255613
"21233","Kentucky","KY","Webster County",4587.18510613609,11991.3062692382,0.0394497919127704
"21235","Kentucky","KY","Whitley County",36274.2230465577,94824.0169440915,0.311958318200396
"21237","Kentucky","KY","Wolfe County",839.365559115884,2194.17556918409,0.0072185438083966
"21239","Kentucky","KY","Woodford County",964833.751780129,2522160.48596284,8.29757026530911
"22001","Louisiana","LA","Acadia Parish",149273.147448749,413016.367029937,1.46287684499774
"22003","Louisiana","LA","Allen Parish",30100.5561832727,83283.715610433,0.294985450596073
"22005","Louisiana","LA","Ascension Parish",753519.583541433,2084875.45281409,7.38449191870604
"22007","Louisiana","LA","Assumption Parish",58447.8784737163,161716.496505909,0.57278920904242
"22009","Louisiana","LA","Avoyelles Parish",27259.3225151572,75422.4490159767,0.267141360648541
"22011","Louisiana","LA","Beauregard Parish",21784.153378769,60273.4787943773,0.213484703111936
"22013","Louisiana","LA","Bienville Parish",30194.0253273864,83542.3306861585,0.295901448208387
"22015","Louisiana","LA","Bossier Parish",635381.268767387,1758004.4890209,6.2267364339204
"22017","Louisiana","LA","Caddo Parish",2267363.55596725,6273454.23223689,22.220162848479
"22019","Louisiana","LA","Calcasieu Parish",156398.036154769,432729.86338978,1.53270075431674
"22021","Louisiana","LA","Caldwell Parish",7482.75175254749,20703.6496318613,0.0733309671749654
"22023","Louisiana","LA","Cameron Parish",1975.58560115691,5466.14847808865,0.0193607388913377
"22025","Louisiana","LA","Catahoula Parish",8605.72829516871,23810.7569704568,0.0843361372926533
"22027","Louisiana","LA","Claiborne Parish",31702.3286958214,87715.5794469505,0.310682821219049
"22029","Louisiana","LA","Concordia Parish",5401.42819603126,14944.9401210211,0.0529339963211064
"22031","Louisiana","LA","De Soto Parish",85577.4193709467,236779.859287961,0.838658709835278
"22033","Louisiana","LA","East Baton Rouge Parish",6405407.05845306,17722798.7608322,62.77298917284
"22035","Louisiana","LA","East Carroll Parish",5213.03818272936,14423.6932644464,0.0510877741907477
"22037","Louisiana","LA","East Feliciana Parish",68339.2350185305,189084.393645879,0.669724503181599
"22039","Louisiana","LA","Evangeline Parish",55403.0475745784,153291.906968704,0.542949866230869
"22041","Louisiana","LA","Franklin Parish",12165.9383934073,33661.323303177,0.119226196255392
"22043","Louisiana","LA","Grant Parish",10457.3019053807,28933.7829054518,0.102481558672731
"22045","Louisiana","LA","Iberia Parish",110339.587253012,305293.056693057,1.08132795507952
"22047","Louisiana","LA","Iberville Parish",206165.268802592,570428.317375918,2.0204196342654
"22049","Louisiana","LA","Jackson Parish",14649.2788753325,40532.3532336959,0.143562932978259
"22051","Louisiana","LA","Jefferson Parish",7296562.15481464,20188490.9944996,71.5063091171835
"22053","Louisiana","LA","Jefferson Davis Parish",26442.7519222743,73163.1208952793,0.259138968838288
"22055","Louisiana","LA","Lafayette Parish",994783.325342799,2752415.97056904,9.74887658835943
"22057","Louisiana","LA","Lafourche Parish",242681.311683933,671462.720595285,2.37827685450254
"22059","Louisiana","LA","La Salle Parish",9126.13303047854,25250.6386694519,0.0894361036986897
"22061","Louisiana","LA","Lincoln Parish",66945.8369539086,185229.070593391,0.656069202148304
"22063","Louisiana","LA","Livingston Parish",715617.327108236,1980005.60500941,7.01304980566071
"22065","Louisiana","LA","Madison Parish",5016.14694818912,13878.9248062227,0.0491582400922534
"22067","Louisiana","LA","Morehouse Parish",16311.762585841,45132.195831618,0.159855273341242
"22069","Louisiana","LA","Natchitoches Parish",49643.5333458272,137356.196606378,0.486506626789107
"22071","Louisiana","LA","Orleans Parish",14640709.9136087,40508644.2043032,143.478957153365
"22073","Louisiana","LA","Ouachita Parish",174182.675708923,481937.288456739,1.70699022194744
"22075","Louisiana","LA","Plaquemines Parish",106085.691202375,293523.165573422,1.03963977378328
"22077","Louisiana","LA","Pointe Coupee Parish",96792.3410135101,267809.862155204,0.948564941932399
"22079","Louisiana","LA","Rapides Parish",136057.94139401,376451.877786122,1.3333678256613
"22081","Louisiana","LA","Red River Parish",13639.856028287,37739.4319065234,0.133670589077212
"22083","Louisiana","LA","Richland Parish",17400.3831781489,48144.245418523,0.17052375514586
"22085","Louisiana","LA","Sabine Parish",18176.5240737901,50291.7106425086,0.178129935923143
"22087","Louisiana","LA","St. Bernard Parish",432769.321169927,1197407.6774457,4.24113934746529
"22089","Louisiana","LA","St. Charles Parish",416131.273134724,1151372.69880811,4.0780864767203
"22091","Louisiana","LA","St. Helena Parish",12030.6617776607,33287.0332360437,0.117900485421075
"22093","Louisiana","LA","St. James Parish",49449.9104523422,136820.471156705,0.484609122432954
"22095","Louisiana","LA","St. John the Baptist Parish",312190.27616744,863783.57989014,3.05946470644091
"22097","Louisiana","LA","St. Landry Parish",178988.597243856,495234.55113602,1.75408825298978
"22099","Louisiana","LA","St. Martin Parish",169940.033001137,470198.533645682,1.66541232341114
"22101","Louisiana","LA","St. Mary Parish",75033.2798723522,207605.809811571,0.735326142749052
"22103","Louisiana","LA","St. Tammany Parish",1822989.6254752,5043938.34467475,17.8652983296569
"22105","Louisiana","LA","Tangipahoa Parish",314371.63204126,869819.063790646,3.08084199400435
"22107","Louisiana","LA","Tensas Parish",3896.45333525297,10780.9008407249,0.0381852426854792
"22109","Louisiana","LA","Terrebonne Parish",110575.690839792,305946.319837307,1.08364177022996
"22111","Louisiana","LA","Union Parish",18171.3823467732,50277.4842565238,0.178079546998378
"22113","Louisiana","LA","Vermilion Parish",123842.856067376,342654.572304242,1.21365998946028
"22115","Louisiana","LA","Vernon Parish",33883.6795133,93751.0493573182,0.33206005923034
"22117","Louisiana","LA","Washington Parish",384629.184487806,1064211.15348548,3.7693660079805
"22119","Louisiana","LA","Webster Parish",118978.549564963,329195.767193723,1.16598978573664
"22121","Louisiana","LA","West Baton Rouge Parish",220526.926402445,610164.865762531,2.16116387874396
"22123","Louisiana","LA","West Carroll Parish",3939.41555508768,10899.7708468777,0.0386062724398593
"22125","Louisiana","LA","West Feliciana Parish",49740.6885216031,137625.010377795,0.48745874751171
"22127","Louisiana","LA","Winn Parish",11431.5076247387,31629.2637325522,0.112028774722439
"23001","Maine","ME","Androscoggin County",451089.165725993,1051416.47605626,4.19512924125174
"23003","Maine","ME","Aroostook County",96190.2755990927,224204.100398883,0.894569563071562
"23005","Maine","ME","Cumberland County",3789018.12066877,8831593.35856627,35.2378685222195
"23007","Maine","ME","Franklin County",128017.850493947,298389.07130925,1.19056600959371
"23009","Maine","ME","Hancock County",14010345.0324151,32655866.559345,130.296208801461
"23011","Maine","ME","Kennebec County",457259.158368006,1065797.73903898,4.25251017282246
"23013","Maine","ME","Knox County",177780.615331358,414378.092592791,1.65335972258163
"23015","Maine","ME","Lincoln County",235375.519432704,548622.573972819,2.18899233072415
"23017","Maine","ME","Oxford County",184285.065914746,429538.923379009,1.71385111300714
"23019","Maine","ME","Penobscot County",2073542.3786108,4833094.6214669,19.2839441210804
