"GEOID","rep_name","pol_party","state_name","state","org_name","budg_NIH_cuts","econ_budg_NIH_cuts","jobs_budg_NIH_cuts"
"0101","Barry Moore","Republican","Alabama","AL","University of South Alabama",727702.811218168,1791937.12728296,6.69486586320714
"0101","Barry Moore","Republican","Alabama","AL","University of Alabama at Birmingham",691001.580203272,1701561.91166096,6.3572145378701
"0101","Barry Moore","Republican","Alabama","AL","University of Southern California",50335.2095801581,123948.306184587,0.463083928137454
"0101","Barry Moore","Republican","Alabama","AL","Clarity, LLC",32363.4912598736,79693.7165324192,0.297744119590838
"0101","Barry Moore","Republican","Alabama","AL","Emory University",31873.1793905641,78486.3444719862,0.293233250393189
"0102","Shomari Figures","Democrat","Alabama","AL","University of Alabama at Birmingham",1011823.74244051,2491572.79921783,9.30877843045265
"0102","Shomari Figures","Democrat","Alabama","AL","University of South Alabama",806522.007395451,1986026.03527583,7.42000246803815
"0102","Shomari Figures","Democrat","Alabama","AL","Tuskegee University",741343.46494885,1825526.65515561,6.82035987752942
"0102","Shomari Figures","Democrat","Alabama","AL","Auburn University at Auburn",199914.562861093,492281.082267163,1.83921397832206
"0102","Shomari Figures","Democrat","Alabama","AL","Alabama State University",140837.920584433,346807.370995455,1.29570886937678
"0103","Mike Rogers","Republican","Alabama","AL","University of Alabama at Birmingham",5071458.02613473,12488249.030226,46.6574138404395
"0103","Mike Rogers","Republican","Alabama","AL","Auburn University at Auburn",1315993.877377,3240578.77995735,12.1071436718684
"0103","Mike Rogers","Republican","Alabama","AL","Tuskegee University",289019.1895769,711697.424162912,2.65897654410748
"0103","Mike Rogers","Republican","Alabama","AL","University of Southern California",50335.2095801581,123948.306184587,0.463083928137454
"0103","Mike Rogers","Republican","Alabama","AL","Southern Research Institute",36130.30123241,88969.325389706,0.332398771338172
"0104","Robert B. Aderholt","Republican","Alabama","AL","University of Alabama at Birmingham",5068373.19765168,12480652.7716918,46.6290334183954
"0104","Robert B. Aderholt","Republican","Alabama","AL","University of Alabama",804993.687802006,1982262.61347832,7.40594192777845
"0104","Robert B. Aderholt","Republican","Alabama","AL","Stillman College",145081.778360635,357257.6897174,1.33475236091784
"0104","Robert B. Aderholt","Republican","Alabama","AL","Hudson-Alpha Institute for Biotechnology",85072.0977666967,209486.411394784,0.78266329945361
"0104","Robert B. Aderholt","Republican","Alabama","AL","Emory University",71714.6536287691,176594.275061969,0.659774813384676
"0105","Dale W. Strong","Republican","Alabama","AL","University of Alabama at Birmingham",1230846.56473708,3030907.15514608,11.3237883955811
"0105","Dale W. Strong","Republican","Alabama","AL","Hudson-Alpha Institute for Biotechnology",1167323.11410775,2874483.36801618,10.7393726497913
"0105","Dale W. Strong","Republican","Alabama","AL","Cfd Research Corporation",267419.577838727,658509.301742803,2.46026011611628
"0105","Dale W. Strong","Republican","Alabama","AL","Vanderbilt University Medical Center",77454.8035450448,190729.149343856,0.712584192614412
"0105","Dale W. Strong","Republican","Alabama","AL","Emory University",67730.5062049486,166783.482002971,0.623120657085527
"0106","Gary J. Palmer","Republican","Alabama","AL","University of Alabama at Birmingham",26180939.3356481,64469446.1797614,240.864641887962
"0106","Gary J. Palmer","Republican","Alabama","AL","Southern Research Institute",186519.383551985,459296.024685179,1.71597832867827
"0106","Gary J. Palmer","Republican","Alabama","AL","University of Alabama",92461.4799964324,227682.449888826,0.850645615967178
"0106","Gary J. Palmer","Republican","Alabama","AL","Emory University",87651.2433240512,215837.447297962,0.806391438581271
"0106","Gary J. Palmer","Republican","Alabama","AL","Tricorder Array Technologies, LLC",75962.206212048,187053.692088712,0.698852297150841
"0107","Terri A. Sewell","Democrat","Alabama","AL","University of Alabama at Birmingham",27164999.6217411,66892652.6521714,249.917996520018
"0107","Terri A. Sewell","Democrat","Alabama","AL","University of Alabama",860797.085039018,2119676.09848345,7.91933318235896
"0107","Terri A. Sewell","Democrat","Alabama","AL","Southern Research Institute",193530.068523481,476559.537336831,1.78047663041603
"0107","Terri A. Sewell","Democrat","Alabama","AL","Stillman College",150179.010083805,369809.405377016,1.38164689277101
"0107","Terri A. Sewell","Democrat","Alabama","AL","Emory University",75698.8010525897,186405.068120967,0.696428969683825
"0200","Nicholas J. Begich III","Republican","Alaska","AK","University of Alaska Fairbanks",2022168.17231681,8039048.93043739,15.7729117440711
"0200","Nicholas J. Begich III","Republican","Alaska","AK","Alaska Native Tribal Health Consortium",518645.744371317,2061855.47455591,4.04543680609627
"0200","Nicholas J. Begich III","Republican","Alaska","AK","Southcentral Foundation",316208.236596191,1257073.23505725,2.46642424545029
"0200","Nicholas J. Begich III","Republican","Alaska","AK","University of Alaska Anchorage",107579.523646255,427678.106274682,0.839120284440788
"0200","Nicholas J. Begich III","Republican","Alaska","AK","Columbia University",107270.21967963,426448.480689572,0.836707713501115
"0401","David Schweikert","Republican","Arizona","AZ","Mayo Clinic Arizona",2117186.37684129,6218801.78783097,21.5953010437811
"0401","David Schweikert","Republican","Arizona","AZ","Arizona State University-Tempe Campus",1971901.39928748,5792056.89279507,20.1133942727323
"0401","David Schweikert","Republican","Arizona","AZ","University of Arizona",571355.624051182,1678240.24148401,5.82782736532206
"0401","David Schweikert","Republican","Arizona","AZ","Banner Health",445100.78213889,1307392.47616923,4.54002797781668
"0401","David Schweikert","Republican","Arizona","AZ","Translational Genomics Research Inst",253643.552867494,745026.038943955,2.58716423924843
"0402","Elijah Crane","Republican","Arizona","AZ","Northern Arizona University",2004935.82586856,5889088.76175544,20.4503454238593
"0402","Elijah Crane","Republican","Arizona","AZ","University of Arizona",467994.807639913,1374638.99176831,4.77354703792711
"0402","Elijah Crane","Republican","Arizona","AZ","Arizona State University-Tempe Campus",391746.68867314,1150675.74330987,3.99581622446602
"0402","Elijah Crane","Republican","Arizona","AZ","Dine' College",162141.364421756,476257.082501981,1.65384191710191
"0402","Elijah Crane","Republican","Arizona","AZ","White Mountain Apache Tribe",116870.591348597,343283.449380519,1.19208003175569
"0403","Yassamin Ansari","Democrat","Arizona","AZ","Arizona State University-Tempe Campus",1354324.26655571,3978050.42687127,13.8141075188683
"0403","Yassamin Ansari","Democrat","Arizona","AZ","Banner Health",1050320.32748946,3085101.05762706,10.7132673403925
"0403","Yassamin Ansari","Democrat","Arizona","AZ","University of Arizona",321566.984390615,944537.221337733,3.27998324078428
"0403","Yassamin Ansari","Democrat","Arizona","AZ","Translational Genomics Research Inst",223411.29101056,656224.955514271,2.27879516830771
"0403","Yassamin Ansari","Democrat","Arizona","AZ","Mayo Clinic Arizona",166346.679571816,488609.335312431,1.69673613163252
"0404","Greg Stanton","Democrat","Arizona","AZ","Arizona State University-Tempe Campus",3898373.35064481,11450674.0775424,39.763408176577
"0404","Greg Stanton","Democrat","Arizona","AZ","University of Arizona",490963.877953529,1442105.93614957,5.00783155512599
"0404","Greg Stanton","Democrat","Arizona","AZ","Mayo Clinic Arizona",313123.161546948,919735.219411635,3.19385624777887
"0404","Greg Stanton","Democrat","Arizona","AZ","Banner Health",248257.531952054,729205.704530034,2.53222682591096
"0404","Greg Stanton","Democrat","Arizona","AZ","Translational Genomics Research Inst",170889.141174362,501951.886844059,1.74306923997849
"0405","Andy Biggs","Republican","Arizona","AZ","Arizona State University-Tempe Campus",2591453.72540753,7611865.08515572,26.4328279991568
"0405","Andy Biggs","Republican","Arizona","AZ","University of Arizona",347407.188493433,1020437.53376666,3.54355332263301
"0405","Andy Biggs","Republican","Arizona","AZ","Mayo Clinic Arizona",254412.568756895,747284.865771953,2.59500820132033
"0405","Andy Biggs","Republican","Arizona","AZ","Banner Health",198312.229665842,582501.598293222,2.02278474259159
"0405","Andy Biggs","Republican","Arizona","AZ","Translational Genomics Research Inst",105300.505281353,309298.688894915,1.0740651538698
"0406","Juan Ciscomani","Republican","Arizona","AZ","University of Arizona",19210756.1835501,56427665.6068819,195.949713072211
"0406","Juan Ciscomani","Republican","Arizona","AZ","Aqualungtherapeutics Corp.",291617.62170156,856567.096330143,2.97449974135591
"0406","Juan Ciscomani","Republican","Arizona","AZ","Arizona State University-Tempe Campus",197519.338826793,580172.64368565,2.01469725603329
"0406","Juan Ciscomani","Republican","Arizona","AZ","Raesedo, LLC",87466.8703072724,256916.035070266,0.892162077134178
"0406","Juan Ciscomani","Republican","Arizona","AZ","Luceome Biotechnologies, LLC",78233.0527474622,229793.585305061,0.797977138024114
"0407","Adelita S. Grijalva","Democrat","Arizona","AZ","University of Arizona",12960297.9244575,38068223.3671297,132.195038829466
"0407","Adelita S. Grijalva","Democrat","Arizona","AZ","Arizona State University-Tempe Campus",340391.660578173,999830.855951603,3.47199493789737
"0407","Adelita S. Grijalva","Democrat","Arizona","AZ","Banner Health",158649.783732674,466001.278634578,1.61822779407327
"0407","Adelita S. Grijalva","Democrat","Arizona","AZ","Aqualungtherapeutics Corp.",97353.8280464873,285956.950474497,0.993009046074171
"0407","Adelita S. Grijalva","Democrat","Arizona","AZ","Translational Genomics Research Inst",80960.9724304323,237806.291218475,0.825801918790409
"0408","Abraham J. Hamadeh","Republican","Arizona","AZ","Arizona State University-Tempe Campus",912539.345379784,2680397.6138277,9.3079013228738
"0408","Abraham J. Hamadeh","Republican","Arizona","AZ","Mayo Clinic Arizona",705042.118680546,2070916.96607653,7.19142961054157
"0408","Abraham J. Hamadeh","Republican","Arizona","AZ","Banner Health",522956.694526221,1536078.2888325,5.33415828416746
"0408","Abraham J. Hamadeh","Republican","Arizona","AZ","University of Arizona",376118.526385452,1104771.21424324,3.83640896913161
"0408","Abraham J. Hamadeh","Republican","Arizona","AZ","Translational Genomics Research Inst",230243.440582748,676292.996967307,2.34848309394403
"0409","Paul A. Gosar","Republican","Arizona","AZ","Arizona State University-Tempe Campus",512233.485357483,1504581.05595812,5.22478155064633
"0409","Paul A. Gosar","Republican","Arizona","AZ","Banner Health",273230.183095161,802557.757648439,2.78694786757064
"0409","Paul A. Gosar","Republican","Arizona","AZ","University of Arizona",267015.442395779,784303.228432225,2.72355751243694
"0409","Paul A. Gosar","Republican","Arizona","AZ","Translational Genomics Research Inst",219995.216224466,646190.934787754,2.24395120548955
"0409","Paul A. Gosar","Republican","Arizona","AZ","Mayo Clinic Arizona",110726.11798124,325235.316074838,1.12940640340865
"0501","Eric A. “Rick” Crawford","Republican","Arkansas","AR","University of Arkansas for Medical Sciences",1062928.32178747,2983560.60942444,9.35376923172977
"0501","Eric A. “Rick” Crawford","Republican","Arkansas","AR","St. Jude Children's Research Hospital",597871.838077129,1678181.70708953,5.26127217507873
"0501","Eric A. “Rick” Crawford","Republican","Arkansas","AR","University of Tennessee Health Science Center",304047.821434421,853439.582725158,2.6756208286229
"0501","Eric A. “Rick” Crawford","Republican","Arkansas","AR","Arkansas Children's Hospital Research Inst",246632.0713637,692277.849840397,2.17036222800056
"0501","Eric A. “Rick” Crawford","Republican","Arkansas","AR","Intervexiontherapeutics, LLC",139617.017493162,391894.566415749,1.22862975393983
"0502","J. French Hill","Republican","Arkansas","AR","University of Arkansas for Medical Sciences",10145436.7118055,28477484.9990344,89.2798430638885
"0502","J. French Hill","Republican","Arkansas","AR","Arkansas Children's Hospital Research Inst",1819809.45860595,5108069.57163788,16.0143232357323
"0502","J. French Hill","Republican","Arkansas","AR","Intervexiontherapeutics, LLC",1170300.86663157,3284947.34337823,10.2986476263578
"0502","J. French Hill","Republican","Arkansas","AR","Nephropathology Associates",144375.667628181,405251.742817823,1.270505875128
"0502","J. French Hill","Republican","Arkansas","AR","Nushores Biosciences, LLC",123707.594439471,347238.001181097,1.08862683106735
"0503","Steve Womack","Republican","Arkansas","AR","University of Arkansas at Fayetteville",1505479.75000718,4225769.4976592,13.2482218000632
"0503","Steve Womack","Republican","Arkansas","AR","University of Arkansas for Medical Sciences",241603.671458608,678163.50593051,2.12611230883575
"0503","Steve Womack","Republican","Arkansas","AR","Vic Foundry, Inc.",66094.3180376074,185521.826600839,0.581629998730945
"0503","Steve Womack","Republican","Arkansas","AR","Sfc Fluidics, LLC",65747.3798517985,184547.996960715,0.578576942695827
"0503","Steve Womack","Republican","Arkansas","AR","Intervexiontherapeutics, LLC",52744.2066085279,148049.058423727,0.464149018155045
"0504","Bruce Westerman","Republican","Arkansas","AR","University of Arkansas for Medical Sciences",1524404.11753645,4278888.7874187,13.4147562343208
"0504","Bruce Westerman","Republican","Arkansas","AR","Intervexiontherapeutics, LLC",262479.992887145,736761.784861607,2.30982393740687
"0504","Bruce Westerman","Republican","Arkansas","AR","Arkansas Children's Hospital Research Inst",243211.376892637,682676.215307244,2.1402601166552
"0504","Bruce Westerman","Republican","Arkansas","AR","Nephropathology Associates",25921.1341471757,72758.6923858288,0.228105980495146
"0504","Bruce Westerman","Republican","Arkansas","AR","University of Texas Southwestern Medical Center",22879.3163935328,64220.5365715639,0.201337984263089
"0601","Vacant","Republican","California","CA","University of California at Davis",1440209.41910515,3864498.31523994,12.6738428881254
"0601","Vacant","Republican","California","CA","Stanford University",434789.070369681,1166664.79724341,3.82614381925319
"0601","Vacant","Republican","California","CA","University of California, San Francisco",296142.700861247,794636.497558786,2.60605576757897
"0601","Vacant","Republican","California","CA","University of California Berkeley",135200.728337239,362782.648097876,1.1897664093677
"0601","Vacant","Republican","California","CA","Kaiser Foundation Research Institute",94639.4485909069,253945.006040884,0.83282714759998
"0602","Jared Huffman","Democrat","California","CA","University of California, San Francisco",7003286.72805938,18791843.3268847,61.6289232069225
"0602","Jared Huffman","Democrat","California","CA","Buck Institute for Research On Aging",2313507.31564358,6207809.09012172,20.3588643776635
"0602","Jared Huffman","Democrat","California","CA","Stanford University",2173945.3518484,5833323.98621707,19.130719096266
"0602","Jared Huffman","Democrat","California","CA","University of California at Davis",994430.313191654,2668344.07480853,8.75098675608655
"0602","Jared Huffman","Democrat","California","CA","University of California Berkeley",688678.70996781,1847924.11374856,6.06037264771673
"0603","Kevin Kiley","Republican","California","CA","University of California at Davis",3600523.54776288,9661245.78809985,31.6846072203134
"0603","Kevin Kiley","Republican","California","CA","University of California, San Francisco",634591.501845529,1702792.49476883,5.58440521624066
"0603","Kevin Kiley","Republican","California","CA","Stanford University",579718.760492908,1555553.06299122,5.10152509233759
"0603","Kevin Kiley","Republican","California","CA","Kaiser Foundation Research Institute",250417.656006028,671942.980586056,2.20367537285305
"0603","Kevin Kiley","Republican","California","CA","University of California Berkeley",211251.138026935,566847.887652931,1.85901001463703
"0604","Mike Thompson","Democrat","California","CA","University of California at Davis",21980338.991581,58979605.2397333,193.426983125913
"0604","Mike Thompson","Democrat","California","CA","University of California, San Francisco",2339852.76834326,6278501.55763481,20.5907043614207
"0604","Mike Thompson","Democrat","California","CA","Stanford University",869578.140739361,2333329.59448683,7.65228763850638
"0604","Mike Thompson","Democrat","California","CA","Buck Institute for Research On Aging",633744.272031968,1700519.13219829,5.57694959388132
"0604","Mike Thompson","Democrat","California","CA","Kaiser Foundation Research Institute",488272.553349546,1310176.44709589,4.29679846947601
"0605","Tom McClintock","Republican","California","CA","University of California at Davis",1337337.3177405,3588462.72129423,11.7685683961164
"0605","Tom McClintock","Republican","California","CA","University of California, San Francisco",1158536.28029235,3108687.8366036,10.1951192665727
"0605","Tom McClintock","Republican","California","CA","Stanford University",1014507.83086259,2722217.86023463,8.92766891159078
"0605","Tom McClintock","Republican","California","CA","University of California Berkeley",223926.206308552,600858.760912107,1.97055061551525
"0605","Tom McClintock","Republican","California","CA","Kaiser Foundation Research Institute",204354.207576825,548341.428973236,1.79831702667606
"0606","Ami Bera","Democrat","California","CA","University of California at Davis",6069453.98051458,16286100.0427969,53.4111950285283
"0606","Ami Bera","Democrat","California","CA","Stanford University",1594226.5913555,4277770.92322585,14.0291940039284
"0606","Ami Bera","Democrat","California","CA","University of California, San Francisco",562996.563175777,1510682.57228209,4.95436975594684
"0606","Ami Bera","Democrat","California","CA","Kaiser Foundation Research Institute",287268.41474939,770824.221876312,2.52796204979463
"0606","Ami Bera","Democrat","California","CA","University of California Berkeley",181675.978703164,487489.183381521,1.59874861258785
"0607","Doris O. Matsui","Democrat","California","CA","University of California at Davis",8469803.0123565,22726930.5681968,74.5342665087372
"0607","Doris O. Matsui","Democrat","California","CA","University of California, San Francisco",676897.601968564,1816311.99442008,5.95669889732337
"0607","Doris O. Matsui","Democrat","California","CA","Kaiser Foundation Research Institute",319094.070027748,856221.657536078,2.80802781624418
"0607","Doris O. Matsui","Democrat","California","CA","Stanford University",289859.380246454,777776.53149561,2.55076254616879
"0607","Doris O. Matsui","Democrat","California","CA","University of California Berkeley",194351.046984781,521500.056640697,1.71028921346607
"0608","John Garamendi","Democrat","California","CA","University of California, San Francisco",10081869.0908587,27052569.9938145,88.7204479995567
"0608","John Garamendi","Democrat","California","CA","University of California Berkeley",5353103.83760254,14363925.4731253,47.1073137709024
"0608","John Garamendi","Democrat","California","CA","Stanford University",3768171.9432039,10111094.9094429,33.1599131001943
"0608","John Garamendi","Democrat","California","CA","University of California at Davis",2606093.23457123,6992901.71329132,22.9336204642268
"0608","John Garamendi","Democrat","California","CA","Kaiser Foundation Research Institute",2097980.69663913,5629488.85072933,18.4622301304243
"0609","Josh Harder","Democrat","California","CA","Stanford University",2608734.42221808,6999988.78346049,22.9568629155191
"0609","Josh Harder","Democrat","California","CA","University of California, San Francisco",1129247.44174563,3030097.41376812,9.93737748736158
"0609","Josh Harder","Democrat","California","CA","University of California at Davis",960139.612736769,2576332.21015996,8.44922859208357
"0609","Josh Harder","Democrat","California","CA","Kaiser Foundation Research Institute",535173.519022916,1436025.29964712,4.70952696740166
"0609","Josh Harder","Democrat","California","CA","University of California Berkeley",274626.479435016,736902.253948811,2.41671301902814
"0610","Mark DeSaulnier","Democrat","California","CA","University of California, San Francisco",7550011.71426476,20258864.5531471,66.4401030855299
"0610","Mark DeSaulnier","Democrat","California","CA","University of California Berkeley",2868790.45440578,7697794.31432681,25.2453559987709
"0610","Mark DeSaulnier","Democrat","California","CA","Kaiser Foundation Research Institute",2375198.90445851,6373345.46134466,20.9017503592349
"0610","Mark DeSaulnier","Democrat","California","CA","Stanford University",1884085.97160195,5055547.45472146,16.5799565500972
"0610","Mark DeSaulnier","Democrat","California","CA","University of California at Davis",1337337.3177405,3588462.72129423,11.7685683961164
"0611","Nancy Pelosi","Democrat","California","CA","University of California, San Francisco",54454459.4891346,146117060.589573,479.199243504384
"0611","Nancy Pelosi","Democrat","California","CA","Stanford University",4927609.46418971,13222201.0354254,43.3629632848695
"0611","Nancy Pelosi","Democrat","California","CA","Northern California Institute/Res/Edu",2687692.94398779,7211857.32862141,23.6516979070926
"0611","Nancy Pelosi","Democrat","California","CA","Gladstone Institutes",2317772.89281743,6219254.86709218,20.3964014567933
"0611","Nancy Pelosi","Democrat","California","CA","Kaiser Foundation Research Institute",2051917.24820993,5505887.29911651,18.0568717842474
"0612","Lateefah Simon","Democrat","California","CA","University of California, San Francisco",17169768.0191642,46071452.3200017,151.093958568645
"0612","Lateefah Simon","Democrat","California","CA","University of California Berkeley",12996170.0114171,34872482.0484083,114.36629610047
"0612","Lateefah Simon","Democrat","California","CA","Kaiser Foundation Research Institute",5262120.84510325,14119791.7960608,46.3066634369086
"0612","Lateefah Simon","Democrat","California","CA","Stanford University",4058031.32345035,10888871.4409385,35.7106756463631
"0612","Lateefah Simon","Democrat","California","CA","Public Health Institute",2218449.97602241,5952742.76161135,19.5223597889972
"0613","Adam Gray","Democrat","California","CA","Stanford University",1304367.21110904,3499994.39173024,11.4784314577596
"0613","Adam Gray","Democrat","California","CA","University of California, Merced",830357.465460877,2228089.18185958,7.30714569605572
"0613","Adam Gray","Democrat","California","CA","University of California at Davis",514360.506823269,1380177.96972855,4.52637246004477
"0613","Adam Gray","Democrat","California","CA","University of California, San Francisco",377500.585713238,1012943.22765735,3.32200515427649
"0613","Adam Gray","Democrat","California","CA","University of California Berkeley",202801.092505858,544173.972146814,1.78464961405155
"0614","Eric Swalwell","Democrat","California","CA","Stanford University",9565359.54813297,25666625.5393551,84.1751640235702
"0614","Eric Swalwell","Democrat","California","CA","University of California, San Francisco",5968414.43274205,16014981.7200309,52.5220470081301
"0614","Eric Swalwell","Democrat","California","CA","Kaiser Foundation Research Institute",2035166.90332658,5460941.28034821,17.9094687492739
"0614","Eric Swalwell","Democrat","California","CA","University of California Berkeley",1580158.51244148,4240022.19964393,13.905394909485
"0614","Eric Swalwell","Democrat","California","CA","Public Health Institute",959161.23009881,2573706.92663807,8.44061882486953
"0615","Kevin Mullin","Democrat","California","CA","University of California, San Francisco",34290721.3074171,92011920.6019443,301.758347505271
"0615","Kevin Mullin","Democrat","California","CA","Stanford University",25652555.1518112,68833223.0373614,225.742485335938
"0615","Kevin Mullin","Democrat","California","CA","Northern California Institute/Res/Edu",1778447.12770445,4772087.89054265,15.6503347237992
"0615","Kevin Mullin","Democrat","California","CA","Gladstone Institutes",1475076.89524305,3958057.83582361,12.9806766781388
"0615","Kevin Mullin","Democrat","California","CA","Kaiser Foundation Research Institute",1148236.14175339,3081049.58656683,10.1044780474299
"0616","Sam T. Liccardo","Democrat","California","CA","Stanford University",29565656.7851383,79333206.2125522,260.177779709217
"0616","Sam T. Liccardo","Democrat","California","CA","University of California, San Francisco",5346840.19247284,14347118.3020779,47.052193693761
"0616","Sam T. Liccardo","Democrat","California","CA","Palo Alto Veterans Instit for Research",682666.719991771,1831792.20624577,6.00746713592759
"0616","Sam T. Liccardo","Democrat","California","CA","Sri International",584597.261044394,1568643.49061377,5.14445589719067
"0616","Sam T. Liccardo","Democrat","California","CA","Kaiser Foundation Research Institute",519260.691383737,1393326.58181724,4.56949408417688
"0617","Ro Khanna","Democrat","California","CA","Stanford University",18695930.0258963,50166586.2814668,164.524184227887
"0617","Ro Khanna","Democrat","California","CA","University of California, San Francisco",1614140.4354635,4331205.52515558,14.2044358320788
"0617","Ro Khanna","Democrat","California","CA","University of California at Davis",720104.709552577,1932249.15761997,6.33692144406268
"0617","Ro Khanna","Democrat","California","CA","Kaiser Foundation Research Institute",530985.932802079,1424788.79495505,4.6726762086583
"0617","Ro Khanna","Democrat","California","CA","Palo Alto Veterans Instit for Research",425743.192597386,1142392.0915194,3.746540094857
"0618","Zoe Lofgren","Democrat","California","CA","Stanford University",7101554.81603812,19055525.0216424,62.4936823811354
"0618","Zoe Lofgren","Democrat","California","CA","University of California Santa Cruz",1058391.62510032,2839970.76939379,9.3138463008828
"0618","Zoe Lofgren","Democrat","California","CA","University of California, San Francisco",790798.640761352,2121941.41655808,6.9590280386999
"0618","Zoe Lofgren","Democrat","California","CA","University of California Berkeley",321101.729800942,861608.789232456,2.82569522224829
"0618","Zoe Lofgren","Democrat","California","CA","Kaiser Foundation Research Institute",291456.000970226,782060.726568386,2.56481280853799
"0619","Jimmy Panetta","Democrat","California","CA","University of California Santa Cruz",6994672.25729004,18768728.2108931,61.5531158641523
"0619","Jimmy Panetta","Democrat","California","CA","Stanford University",4927609.46418971,13222201.0354254,43.3629632848695
"0619","Jimmy Panetta","Democrat","California","CA","University of California, San Francisco",878665.156401502,2357712.68506453,7.73225337633322
"0619","Jimmy Panetta","Democrat","California","CA","University of California at Davis",548651.207278154,1472189.83437712,4.82813062404775
"0619","Jimmy Panetta","Democrat","California","CA","University of California Berkeley",338001.820843097,906956.62024469,2.97441602341925
"0620","Vince Fong","Republican","California","CA","University of California Los Angeles",252615.373665981,677840.092548801,2.22301528826064
"0620","Vince Fong","Republican","California","CA","University of California, San Francisco",227802.077585575,611258.84427599,2.00465828275306
"0620","Vince Fong","Republican","California","CA","University of California at Davis",171453.502274423,460059.32324285,1.50879082001492
"0620","Vince Fong","Republican","California","CA","University of Southern California",100670.419160316,270127.843964014,0.885899688610782
"0620","Vince Fong","Republican","California","CA","California State University Fresno",93154.5643179125,249960.632174701,0.81976016599763
"0621","Jim Costa","Democrat","California","CA","University of California, San Francisco",589031.086328414,1580540.72591363,5.18347355969005
"0621","Jim Costa","Democrat","California","CA","Stanford University",434789.070369681,1166664.79724341,3.82614381925319
"0621","Jim Costa","Democrat","California","CA","University of California at Davis",274325.603639077,736094.91718856,2.41406531202388
"0621","Jim Costa","Democrat","California","CA","University of California Los Angeles",164199.992882888,440596.060156721,1.44495993736941
"0621","Jim Costa","Democrat","California","CA","University of California Berkeley",122525.660055623,328771.7748387,1.07822580848948
"0622","David G. Valadao","Republican","California","CA","University of Southern California",251676.04790079,675319.609910035,2.21474922152695
"0622","David G. Valadao","Republican","California","CA","University of California Los Angeles",239984.604982682,643948.087921361,2.1118645238476
"0622","David G. Valadao","Republican","California","CA","University of California at Davis",137162.801819538,368047.45859428,1.20703265601194
"0622","David G. Valadao","Republican","California","CA","University of California, San Diego",86249.718563607,231432.9344451,0.758997523359741
"0622","David G. Valadao","Republican","California","CA","University of California, San Francisco",45560.4155171149,122251.768855198,0.400931656550611
"0623","Jay Obernolte","Republican","California","CA","University of California-Irvine",996988.410928599,2675208.19072355,8.77349801617167
"0623","Jay Obernolte","Republican","California","CA","University of California Los Angeles",631538.434164953,1694600.231372,5.55753822065159
"0623","Jay Obernolte","Republican","California","CA","Loma Linda University",572760.073997309,1536880.89498441,5.04028865117632
"0623","Jay Obernolte","Republican","California","CA","University of Southern California",503352.095801581,1350639.21982007,4.42949844305391
"0623","Jay Obernolte","Republican","California","CA","University of California Riverside",354540.250644104,951334.009570764,3.11995420566812
"0624","Salud O. Carbajal","Democrat","California","CA","University of California Santa Barbara",3490067.30719317,9364859.75567504,30.7125923032999
"0624","Salud O. Carbajal","Democrat","California","CA","University of California Los Angeles",353661.523132374,948976.129568321,3.11222140356489
"0624","Salud O. Carbajal","Democrat","California","CA","Stanford University",289859.380246454,777776.53149561,2.55076254616879
"0624","Salud O. Carbajal","Democrat","California","CA","University of Southern California",201340.838320632,540255.687928028,1.77179937722156
"0624","Salud O. Carbajal","Democrat","California","CA","Photothermal Spectroscopy Corp.",148809.038467349,399297.679088125,1.30951953851267
"0625","Raul Ruiz","Democrat","California","CA","University of Southern California",352346.467061106,945447.453874048,3.10064891013774
"0625","Raul Ruiz","Democrat","California","CA","University of California Riverside",340358.64061834,913280.649187933,2.99515603744139
"0625","Raul Ruiz","Democrat","California","CA","University of California, San Diego",258749.155690821,694298.803335299,2.27699257007922
"0625","Raul Ruiz","Democrat","California","CA","University of California Los Angeles",189461.530249486,508380.069411601,1.66726146619548
"0625","Raul Ruiz","Democrat","California","CA","Scripps Research Institute,the",112791.351155875,302651.809336411,0.992563890171703
"0626","Julia Brownley","Democrat","California","CA","University of California Los Angeles",3523984.46264044,9455869.29105577,31.0110632712359
"0626","Julia Brownley","Democrat","California","CA","University of Southern California",1057039.40118332,2836342.36162215,9.30194673041321
"0626","Julia Brownley","Democrat","California","CA","University of California-Irvine",498494.205464299,1337604.09536177,4.38674900808584
"0626","Julia Brownley","Democrat","California","CA","Cedars-Sinai Medical Center",375165.85148512,1006678.4606232,3.30145949306906
"0626","Julia Brownley","Democrat","California","CA","University of California Santa Barbara",302025.055430178,810420.555779571,2.65782048778557
"0627","George Whitesides","Democrat","California","CA","University of California Los Angeles",5077569.01068623,13624585.8602309,44.6826072940388
"0627","George Whitesides","Democrat","California","CA","University of Southern California",1308715.44908411,3511661.97153218,11.5166959519402
"0627","George Whitesides","Democrat","California","CA","Cedars-Sinai Medical Center",764416.427770023,2051150.31055307,6.7268645643762
"0627","George Whitesides","Democrat","California","CA","California Institute of Technology",565057.016097998,1516211.36326271,4.97250174166238
"0627","George Whitesides","Democrat","California","CA","Beckman Research Institute",307863.381528442,826086.472882501,2.70919775745029
"0628","Judy Chu","Democrat","California","CA","California Institute of Technology",6000529.94436393,16101156.9240738,52.8046635104026
"0628","Judy Chu","Democrat","California","CA","Beckman Research Institute",3720015.86013534,9981878.21399689,32.7361395691909
