"GEOID","inst_name","budg_CHE_cuts","budg_CBET_cuts","budg_NSF_cuts","state_name","rep_name","pol_party","state","state_FIPS","econ_budg_CHE_cuts","econ_budg_CBET_cuts","econ_budg_NSF_cuts","jobs_budg_CHE_cuts","jobs_budg_CBET_cuts","jobs_budg_NSF_cuts"
"3202","Nevada System of Higher Education, Desert Research Institute",0,138617.52832612,138617.52832612,"Nevada","Mark E. Amodei","Republican","NV","32",0,365950.274780957,365950.274780957,0,1.92524344897389,1.92524344897389
"3203","University of Nevada Las Vegas",26649.1656291447,96357.5673211121,123006.732950257,"Nevada","Susie Lee","Democrat","NV","32",70353.797260942,254383.977727736,324737.774988678,0.370127300404788,1.33829954612656,1.70842684653135
"3204","University of Nevada Las Vegas",14620.3835745308,52864.1164285692,67484.5000031,"Nevada","Steven Horsford","Democrat","NV","32",38597.8126367612,139561.267371423,178159.080008184,0.203060882979594,0.734223839285683,0.937284722265277
"3302","Dartmouth College",258478.730839559,103395.427527719,361874.158367278,"New Hampshire","Maggie Goodlander","Democrat","NH","33",682383.849416436,272963.928673178,955347.778089615,3.58998237277165,1.43604760455165,5.02602997732331
"3301","University of New Hampshire",85474.2283971726,136468.786707207,221943.01510438,"New Hampshire","Chris Pappas","Democrat","NH","33",225651.962968536,360277.596907027,585929.559875563,1.18714206107184,1.89539981537788,3.08254187644972
"3302","University of New Hampshire",26127.7315904567,41715.7299507034,67843.4615411602,"New Hampshire","Maggie Goodlander","Democrat","NH","33",68977.2113988057,110129.527069857,179106.738468663,0.362885160978566,0.579385138204215,0.94227029918278
"3302","University of Massachusetts Lowell",16336.950345373,44374.5385685611,60711.4889139341,"New Hampshire","Maggie Goodlander","Democrat","NH","33",43129.5489117846,117148.781821001,160278.330732786,0.22690208813018,0.61631303567446,0.84321512380464
"3301","University of Massachusetts Amherst",8921.06393206506,45403.8422807113,54324.9062127763,"New Hampshire","Chris Pappas","Democrat","NH","33",23551.6087806518,119866.143621078,143417.75240173,0.123903665723126,0.630608920565434,0.75451258628856
"3412","Princeton University",382380.090711657,833362.227017045,1215742.3177287,"New Jersey","Bonnie Watson Coleman","Democrat","NJ","34",1009483.43947877,2200076.279325,3209559.71880377,5.31083459321745,11.5744753752367,16.8853099684542
"3403","Princeton University",203055.590534415,442540.977541701,645596.568076116,"New Jersey","Herbert C. Conaway, Jr.","Democrat","NJ","34",536066.759010855,1168308.18071009,1704374.93972095,2.8202165352002,6.14640246585696,8.96661900105716
"3406","Rutgers University New Brunswick",245331.751559077,283849.640218326,529181.391777404,"New Jersey","Frank Pallone Jr.","Democrat","NJ","34",647675.824115964,749363.050176382,1397038.87429235,3.40738543832052,3.94235611414342,7.34974155246394
"3412","Rutgers University New Brunswick",220204.92050463,254777.81437717,474982.7348818,"New Jersey","Bonnie Watson Coleman","Democrat","NJ","34",581340.990132224,672613.429955728,1253954.42008795,3.05840167367542,3.53858075523847,6.59698242891389
"3410","New Jersey Institute of Technology",36694.3249585662,312240.589621881,348934.914580447,"New Jersey","LaMonica McIver","Democrat","NJ","34",96873.0178906149,824315.156601765,921188.17449238,0.509643402202309,4.33667485585945,4.84631825806176
"3501","University of New Mexico",572386.038090133,2541979.13643232,3114365.17452245,"New Mexico","Melanie A. Stansbury","Democrat","NM","35",1511099.14055795,6710824.92018132,8221924.06073927,7.94980608458518,35.3052657837822,43.2550718683674
"3502","University of New Mexico",165748.499357408,736092.775196503,901841.274553911,"New Mexico","Gabe Vasquez","Democrat","NM","35",437576.038303557,1943284.92651877,2380860.96482233,2.30206249107511,10.2235107666181,12.5255732576932
"3503","University of New Mexico",36883.846074564,163801.981449029,200685.827523593,"New Mexico","Teresa Leger Fernandez","Democrat","NM","35",97373.3536368491,432437.231025435,529810.584662284,0.512275639924501,2.2750275201254,2.7873031600499
"3502","New Mexico State University",86347.9834683267,35348.4989758551,121696.482444182,"New Mexico","Gabe Vasquez","Democrat","NM","35",227958.676356383,93320.0372962575,321278.71365264,1.1992775481712,0.490951374664654,1.69022892283586
"3502","New Mexico Institute of Mining and Technology",32325.5911888555,88962.758837126,121288.350025981,"New Mexico","Gabe Vasquez","Democrat","NM","35",85339.5607385784,234861.683330013,320201.244068591,0.448966544289659,1.23559387273786,1.68456041702752
