org_name,org_city,org_state,lat,lon,week,current_loss,current_grant_loss,current_econ_loss,current_job_loss,overall_loss,overall_grant_loss,overall_econ_loss,overall_job_loss
Southern Utah University,Cedar City,UT,37.6744,-113.06873,2026-01-09,13832.48,1,36517.7472,0.19211777777777778,13832.48,1,36517.7472,0.19211777777777778
Southwestern College,Chula Vista,CA,32.64348,-116.99809,2026-01-09,393156.48,1,1037933.1072,5.460506666666666,393156.48,1,1037933.1072,5.460506666666666
Spelman College,Atlanta,GA,33.74525,-84.41146,2026-01-09,242454.54,3,640079.9856,3.367424166666667,242454.54,3,640079.9856,3.367424166666667
St. Catherine University,Saint Paul,MN,44.92482,-93.18234,2026-01-09,503776.22,3,1329969.2208,6.996891944444444,503776.22,3,1329969.2208,6.996891944444444
St. Jude Children's Research Hospital,Memphis,TN,35.15435,-90.04362,2026-01-09,1390550,1,3671052,19.313194444444445,1390550,1,3671052,19.313194444444445
St. Mary's University San Antonio,San Antonio,TX,29.45193,-98.5606,2026-01-09,93938.27000000002,1,247997.03280000007,1.3046981944444447,93938.27000000002,1,247997.03280000007,1.3046981944444447
St. Petersburg College,Clearwater,FL,27.89942,-82.712,2026-01-09,1418739.09,1,3745471.1976000005,19.704709583333337,1418739.09,1,3745471.1976000005,19.704709583333337
Stanford University,Stanford,CA,37.42685,-122.17047,2026-01-09,306568.17999999993,6,809339.9951999999,4.257891388888888,306568.17999999993,6,809339.9951999999,4.257891388888888
"Start International, Inc.",Fort Collins,CO,40.58109,-105.09416,2026-01-09,571186.88,1,1507933.3632,7.933151111111112,571186.88,1,1507933.3632,7.933151111111112
Stevens Institute of Technology,Hoboken,NJ,40.73496,-74.02739,2026-01-09,1795.7999999999884,1,4740.911999999969,0.024941666666666504,1795.7999999999884,1,4740.911999999969,0.024941666666666504
Syracuse University,Syracuse,NY,43.04935,-76.13805,2026-01-09,3829366.347962963,4,10109527.158622222,53.18564372170782,3829366.347962963,4,10109527.158622222,53.18564372170782
TERC Inc.,Cambridge,MA,42.39162,-71.12299,2026-01-09,2560856.81,5,6760661.9784,35.56745569444445,2560856.81,5,6760661.9784,35.56745569444445
Teachers Development Group,Portland,OR,45.50465,-122.65544,2026-01-09,435280.46,1,1149140.4144000001,6.045561944444445,435280.46,1,1149140.4144000001,6.045561944444445
Temple University,Philadelphia,PA,39.98027,-75.15705,2026-01-09,268174.32999999996,1,707980.2311999999,3.7246434722222217,268174.32999999996,1,707980.2311999999,3.7246434722222217
Tennessee State University,Nashville,TN,36.1683,-86.8256,2026-01-09,2512670.69,2,6633450.6216,34.89820402777778,2512670.69,2,6633450.6216,34.89820402777778
Texas A&M International University,Laredo,TX,27.57269,-99.43532,2026-01-09,555729.64,2,1467126.2496000002,7.718467222222222,555729.64,2,1467126.2496000002,7.718467222222222
Texas A&M University,College Station,TX,30.60588,-96.36877,2026-01-09,3767724.189122486,10,9946791.859283363,52.3295026267012,3767724.189122486,10,9946791.859283363,52.3295026267012
Texas A&M University Corpus Christi,Corpus Christi,TX,27.71357,-97.32472,2026-01-09,565290.1599999999,2,1492366.0224,7.851252222222222,565290.1599999999,2,1492366.0224,7.851252222222222
Texas A&M University-San Antonio,San Antonio,TX,29.30493,-98.5243,2026-01-09,114804.33,1,303083.4312,1.5945045833333333,114804.33,1,303083.4312,1.5945045833333333
Texas Christian University,Fort Worth,TX,32.70689,-97.36173,2026-01-09,18520.330000000016,1,48893.67120000005,0.25722680555555577,18520.330000000016,1,48893.67120000005,0.25722680555555577
Texas Southern University,Houston,TX,29.72142,-95.35927,2026-01-09,290722.91,2,767508.4824,4.037818194444444,290722.91,2,767508.4824,4.037818194444444
Texas State University - San Marcos,San Marcos,TX,29.88877,-97.93744,2026-01-09,923198.69,3,2437244.5416,12.822204027777778,923198.69,3,2437244.5416,12.822204027777778
Texas Tech University,Lubbock,TX,33.58551,-101.87713,2026-01-09,1400052.3899999997,6,3696138.3095999993,19.44517208333333,1400052.3899999997,6,3696138.3095999993,19.44517208333333
Texas Woman's University,Denton,TX,33.22722,-97.12705,2026-01-09,638572.3799999999,2,1685831.0831999998,8.869060833333332,638572.3799999999,2,1685831.0831999998,8.869060833333332
The Chicago School of Professional Psychology,Chicago,IL,41.88814,-87.63368,2026-01-09,243054.87,1,641664.8568000001,3.3757620833333335,243054.87,1,641664.8568000001,3.3757620833333335
"The Geological Society of America, Inc.",Boulder,CO,40.03754,-105.25051,2026-01-09,4718651.8,3,12457240.752,65.53683055555555,4718651.8,3,12457240.752,65.53683055555555
"The Learning Network, LLC",Allen,TX,33.12757,-96.68068,2026-01-09,244558.5,1,645634.4400000001,3.3966458333333334,244558.5,1,645634.4400000001,3.3966458333333334
The National Gem Consortium,Alexandria,VA,38.80368,-77.05643,2026-01-09,1400000,1,3696000,19.444444444444446,1400000,1,3696000,19.444444444444446
The New York City Foundation for Computer Science Education,Armonk,NY,41.14741,-73.69721,2026-01-09,29242.440000000002,1,77200.04160000001,0.40614500000000003,29242.440000000002,1,77200.04160000001,0.40614500000000003
The Texas A&M University System Health Science Center,College Station,TX,30.60964,-96.33959,2026-01-09,449944.73,1,1187854.0872,6.249232361111111,449944.73,1,1187854.0872,6.249232361111111
The University of Texas Health Science Center at Houston,Houston,TX,29.70303,-95.4033,2026-01-09,446598.05000000005,1,1179018.8520000002,6.202750694444445,446598.05000000005,1,1179018.8520000002,6.202750694444445
The University of Texas Rio Grande Valley,Edinburg,TX,26.30454,-98.17533,2026-01-09,1718960.31,7,4538055.218400001,23.874448750000003,2259264.45,8,5964458.148000001,31.37867291666667
Tufts University,Medford,MA,42.3498,-71.06149,2026-01-09,864225.9200000002,3,2281556.4288000003,12.00313777777778,1150649.9500000002,5,3037715.8680000007,15.98124930555556
Tulane University,New Orleans,LA,29.93543,-90.12279,2026-01-09,519356.38,4,1371100.8432,7.213283055555556,519356.38,4,1371100.8432,7.213283055555556
Tuskegee University,Tuskegee Institute,AL,32.42928,-85.70771,2026-01-09,344574.30999999994,2,909676.1783999999,4.785754305555555,344574.30999999994,2,909676.1783999999,4.785754305555555
Twin Cities Public Television,Saint Paul,MN,44.94756,-93.08771,2026-01-09,32298.659999999916,1,85268.46239999979,0.44859249999999884,32298.659999999916,1,85268.46239999979,0.44859249999999884
University Corporation for Atmospheric Research,Boulder,CO,40.03108,-105.24594,2026-01-09,156564.32,1,413329.80480000004,2.1745044444444446,156564.32,1,413329.80480000004,2.1745044444444446
University Enterprises Corporation at CSUB,San Bernardino,CA,34.18326,-117.32194,2026-01-09,0,0,0,0,142866.03999999998,1,377166.34559999994,1.9842505555555554
"University Enterprises, Incorporated",Sacramento,CA,38.56079,-121.42395,2026-01-09,2037352.26,1,5378609.9664,28.29655916666667,2037352.26,1,5378609.9664,28.29655916666667
University of Alabama Tuscaloosa,Tuscaloosa,AL,33.21566,-87.53919,2026-01-09,2973467.37,3,7849953.856800001,41.29815791666667,2973467.37,3,7849953.856800001,41.29815791666667
University of Alabama at Birmingham,Birmingham,AL,33.50591,-86.79977,2026-01-09,1158468.84,1,3058357.7376000006,16.089845,1158468.84,1,3058357.7376000006,16.089845
University of Alabama in Huntsville,Huntsville,AL,34.72516,-86.64047,2026-01-09,63039.229999999996,1,166423.5672,0.8755448611111111,63039.229999999996,1,166423.5672,0.8755448611111111
University of Alaska Anchorage,Anchorage,AK,61.19065,-149.81813,2026-01-09,1853520.1800000002,1,4893293.275200001,25.743335833333337,1853520.1800000002,1,4893293.275200001,25.743335833333337
University of Alaska Fairbanks,Fairbanks,AK,64.85744,-147.8003,2026-01-09,301156.33999999997,3,795052.7376,4.182726944444444,301156.33999999997,3,795052.7376,4.182726944444444
University of Arizona,Tucson,AZ,32.23284,-110.95947,2026-01-09,1390238.04,6,3670228.4256,19.30886166666667,2178259.23,7,5750604.3672,30.253600416666668
University of Arkansas Little Rock,Little Rock,AR,34.749,-92.3201,2026-01-09,32190.619999999995,1,84983.2368,0.4470919444444444,32190.619999999995,1,84983.2368,0.4470919444444444
University of Arkansas at Fayetteville,Fayetteville,AR,36.06992,-94.17696,2026-01-09,2019975.09,7,5332734.237600001,28.055209583333337,2019975.09,7,5332734.237600001,28.055209583333337
University of Arkansas at Pine Bluff,Pine Bluff,AR,34.24078,-92.01971,2026-01-09,1709080.63,1,4511972.8632,23.73723097222222,1709080.63,1,4511972.8632,23.73723097222222
University of California Berkeley,Berkeley,CA,37.87002,-122.26862,2026-01-09,0,0,0,0,9859886.55,11,26030100.492000002,136.94286875000003
University of California Los Angeles,Los Angeles,CA,34.0702,-118.45102,2026-01-09,0,0,0,0,50632073.0522787,239,133668672.85801576,703.2232368372041
University of California Merced,Merced,CA,37.35131,-120.4324,2026-01-09,0,0,0,0,4339390.397671233,6,11455990.649852056,60.269311078767124
University of California Riverside,Riverside,CA,33.97259,-117.35036,2026-01-09,0,0,0,0,746089.76,3,1969676.9664,10.362357777777778
University of California San Diego,La Jolla,CA,32.87699,-117.24087,2026-01-09,-4.656612873077393e-10,0,-1.2293457984924317e-9,-6.467517879274157e-15,2713348.8927397253,6,7163241.076832875,37.68540128805174
University of California San Francisco,San Francisco,CA,37.76744,-122.41394,2026-01-09,0,0,0,0,399719.56000000006,2,1055259.6384000003,5.551660555555556
University of California Santa Barbara,Santa Barbara,CA,34.43131,-119.83428,2026-01-09,4.656612873077393e-10,0,1.2293457984924317e-9,6.467517879274157e-15,3849961.0100000002,9,10163897.0664,53.47168069444445
University of California Santa Cruz,Santa Cruz,CA,36.97756,-122.05584,2026-01-09,-4.656612873077393e-10,0,-1.2293457984924317e-9,-6.467517879274157e-15,3721870.3927397258,6,9825737.836832877,51.692644343607306
University of California at Davis,Davis,CA,38.54337,-121.72946,2026-01-09,0,0,0,0,410093.87,5,1082647.8168000001,5.695748194444445
"University of California, Oakland",Oakland,CA,37.8024,-122.27133,2026-01-09,0,0,0,0,2467127.59,1,6513216.8376,34.26566097222222
University of California-Irvine,Irvine,CA,33.64852,-117.82136,2026-01-09,-2.7939677238464355e-9,0,-7.37607479095459e-9,-3.8805107275644943e-14,7588553.369999999,14,20033780.8968,105.39657458333333
University of Central Florida,Orlando,FL,28.60103,-81.19727,2026-01-09,1335400.77,2,3525458.0328,18.54723291666667,1335400.77,2,3525458.0328,18.54723291666667
University of Chicago,Chicago,IL,41.78955,-87.60117,2026-01-09,1215638.4900000002,4,3209285.6136000007,16.88386791666667,1215638.4900000002,5,3209285.6136000007,16.88386791666667
University of Cincinnati,Cincinnati,OH,39.12972,-84.52055,2026-01-09,1539031.6500000004,6,4063043.5560000013,21.37543958333334,1539031.6500000004,6,4063043.5560000013,21.37543958333334
University of Colorado - Boulder,Boulder,CO,40.0133,-105.25193,2026-01-09,10773986.1,21,28443323.304,149.63869583333334,10773986.1,21,28443323.304,149.63869583333334
University of Colorado - Colorado Springs,Colorado Springs,CO,38.89128,-104.80006,2026-01-09,231765.95999999996,1,611862.1344,3.218971666666666,231765.95999999996,1,611862.1344,3.218971666666666
University of Colorado at Denver-Downtown Campus,Denver,CO,39.74607,-104.99922,2026-01-09,1159696.34,1,3061598.3376,16.10689361111111,1159696.34,1,3061598.3376,16.10689361111111
University of Connecticut,Storrs-Mansfield,CT,41.81142,-72.24755,2026-01-09,3589937.08655439,9,9477433.90850359,49.86023731325542,3589937.08655439,9,9477433.90850359,49.86023731325542
University of Delaware,Newark,DE,39.71451,-75.73872,2026-01-09,433757.27,3,1145119.1928,6.024406527777779,433757.27,3,1145119.1928,6.024406527777779
University of Denver,Denver,CO,39.67664,-104.95948,2026-01-09,597945,4,1578574.8,8.304791666666667,597945,4,1578574.8,8.304791666666667
University of Florida,Gainesville,FL,29.64344,-82.34964,2026-01-09,2231425.1400000006,6,5890962.369600002,30.992015833333344,2231425.1400000006,6,5890962.369600002,30.992015833333344
University of Georgia,Athens,GA,33.93117,-83.37887,2026-01-09,2983892.77,10,7877476.9128,41.44295513888889,2983892.77,10,7877476.9128,41.44295513888889
University of Guam,Mangilao,GU,13.43389,144.80492,2026-01-09,80072.22,1,211390.6608,1.1121141666666667,80072.22,1,211390.6608,1.1121141666666667
University of Hawaii at Manoa,Honolulu,HI,21.2992,-157.82037,2026-01-09,3317266.0700000003,7,8757582.424800001,46.073139861111116,3317266.0700000003,7,8757582.424800001,46.073139861111116
University of Houston,Houston,TX,29.71809,-95.33648,2026-01-09,3476953.58,12,9179157.451200001,48.291021944444445,3830080.0700000003,13,10111411.384800002,53.19555652777778
University of Illinois at Chicago,Chicago,IL,41.87151,-87.66772,2026-01-09,2939880.9141316274,4,7761285.6133074965,40.83167936293927,2939880.9141316274,4,7761285.6133074965,40.83167936293927
University of Illinois at Urbana-Champaign,Urbana-Champaign,IL,40.11686,-88.22876,2026-01-09,5625983.482870201,8,14852596.39477733,78.13865948430835,5625983.482870201,8,14852596.39477733,78.13865948430835
University of Iowa,Iowa City,IA,41.66441,-91.54215,2026-01-09,1760552.33,4,4647858.1512,24.452115694444448,1760552.33,4,4647858.1512,24.452115694444448
University of Kansas Lawrence,Lawrence,KS,38.95154,-95.26556,2026-01-09,4385758.25,4,11578401.780000001,60.91330902777778,4385758.25,4,11578401.780000001,60.91330902777778
University of Kentucky,Lexington,KY,38.04096,-84.50589,2026-01-09,3463164.71,6,9142754.8344,48.099509861111116,3463164.71,6,9142754.8344,48.099509861111116
University of Louisiana at Lafayette,Lafayette,LA,30.21525,-92.01903,2026-01-09,959629.26,1,2533421.2464,13.328184166666668,959629.26,1,2533421.2464,13.328184166666668
University of Maryland Baltimore,Baltimore,MD,39.25246,-76.71121,2026-01-09,9286807.819999998,5,24517172.644799996,128.98344194444442,9286807.819999998,5,24517172.644799996,128.98344194444442
University of Maryland Eastern Shore,Princess Anne,MD,38.2029,-75.69243,2026-01-09,391312.9910958904,1,1033066.2964931508,5.434902654109589,391312.9910958904,1,1033066.2964931508,5.434902654109589
"University of Maryland, College Park",College Park,MD,38.99233,-76.95299,2026-01-09,3140606.1,12,8291200.104,43.61952916666667,3140606.1,12,8291200.104,43.61952916666667
University of Massachusetts Amherst,Amherst,MA,42.38691,-72.52113,2026-01-09,1558202.4200000002,3,4113654.388800001,21.64170027777778,1558202.4200000002,3,4113654.388800001,21.64170027777778
University of Massachusetts Boston,Boston,MA,42.3137,-71.06298,2026-01-09,3358769.07,4,8867150.3448,46.64957041666667,3358769.07,4,8867150.3448,46.64957041666667
University of Massachusetts Lowell,Lowell,MA,42.65019,-71.32389,2026-01-09,50691.59999999998,1,133825.82399999994,0.7040499999999997,50691.59999999998,1,133825.82399999994,0.7040499999999997
University of Memphis,Memphis,TN,35.11751,-89.94003,2026-01-09,762394.96,3,2012722.6944,10.58881888888889,762394.96,3,2012722.6944,10.58881888888889
University of Miami,Coral Gables,FL,25.71347,-80.27725,2026-01-09,0,0,0,0,584205.71,1,1542303.0744,8.113968194444444
University of Michigan at Ann Arbor,Ann Arbor,MI,42.27549,-83.74304,2026-01-09,7910599.854814815,23,20883983.616711114,109.86944242798356,8445386.394814815,25,22295820.082311112,117.29703326131688
University of Minnesota - Twin Cities,Minneapolis,MN,44.97514,-93.227,2026-01-09,4174563.5300000003,13,11020847.719200002,57.98004902777778,4174563.5300000003,13,11020847.719200002,57.98004902777778
University of Minnesota Duluth,Duluth,MN,46.81708,-92.08443,2026-01-09,309928.33999999997,1,818210.8176,4.304560277777777,309928.33999999997,1,818210.8176,4.304560277777777
University of Mississippi,University,MS,34.36739,-89.52896,2026-01-09,314022.99328767124,3,829020.7022794521,4.361430462328768,314022.99328767124,3,829020.7022794521,4.361430462328768
University of Missouri Kansas City,Kansas City,MO,39.03452,-94.57577,2026-01-09,46317.59,1,122278.43759999999,0.6432998611111111,46317.59,1,122278.43759999999,0.6432998611111111
University of Missouri-Columbia,Columbia,MO,38.94823,-92.32734,2026-01-09,778677.6200000001,4,2055708.9168000005,10.814966944444446,778677.6200000001,4,2055708.9168000005,10.814966944444446
University of Missouri-Saint Louis,Saint Louis,MO,38.71293,-90.30313,2026-01-09,455864.86,1,1203483.2304,6.331456388888889,455864.86,1,1203483.2304,6.331456388888889
University of Nebraska Lincoln,Lincoln,NE,40.82302,-96.67344,2026-01-09,4397895.26,9,11610443.4864,61.08187861111111,4397895.26,9,11610443.4864,61.08187861111111
University of Nebraska at Omaha,Omaha,NE,41.266,-96.01003,2026-01-09,198725.06,1,524634.1584000001,2.760070277777778,198725.06,1,524634.1584000001,2.760070277777778
University of Nevada Las Vegas,Las Vegas,NV,36.10952,-115.14195,2026-01-09,4479065.67,6,11824733.368800001,62.20924541666667,4479065.67,6,11824733.368800001,62.20924541666667
University of Nevada Reno,Reno,NV,39.54508,-119.81828,2026-01-09,19352.800000000003,1,51091.39200000001,0.26878888888888897,19352.800000000003,1,51091.39200000001,0.26878888888888897
University of New Hampshire,Durham,NH,43.13637,-70.93604,2026-01-09,193212.71,1,510081.5544,2.6835098611111112,193212.71,1,510081.5544,2.6835098611111112
University of New Mexico,Albuquerque,NM,35.09023,-106.62529,2026-01-09,3515681.81,9,9281399.978400001,48.82891402777778,3515681.81,9,9281399.978400001,48.82891402777778
University of New Orleans,New Orleans,LA,30.02928,-90.06473,2026-01-09,539962.52,1,1425501.0528000002,7.499479444444445,539962.52,1,1425501.0528000002,7.499479444444445
University of North Carolina Chapel Hill,Chapel Hill,NC,35.9316,-79.05738,2026-01-09,1133246.2599999998,6,2991770.1263999995,15.739531388888887,1239047.6099999999,8,3271085.6903999997,17.208994583333332
University of North Carolina Charlotte,Charlotte,NC,35.30165,-80.73145,2026-01-09,1279259.51,4,3377245.1064000004,17.767493194444445,1279259.51,4,3377245.1064000004,17.767493194444445
University of North Carolina Greensboro,Greensboro,NC,36.06505,-79.80897,2026-01-09,3438300.48,5,9077113.2672,47.754173333333334,3438300.48,5,9077113.2672,47.754173333333334
University of North Carolina at Wilmington,Wilmington,NC,34.22528,-77.87424,2026-01-09,191816.35,1,506395.16400000005,2.6641159722222225,191816.35,1,506395.16400000005,2.6641159722222225
University of North Georgia,Dahlonega,GA,34.53027,-83.9858,2026-01-09,116645.4,1,307943.85599999997,1.620075,116645.4,1,307943.85599999997,1.620075
University of North Texas,Denton,TX,33.19624,-97.12279,2026-01-09,2245476.9,6,5928059.016,31.187179166666667,2245476.9,6,5928059.016,31.187179166666667
University of Northern Colorado,Greeley,CO,40.40645,-104.68575,2026-01-09,49666,1,131118.24000000002,0.6898055555555556,49666,1,131118.24000000002,0.6898055555555556
University of Notre Dame,Notre Dame,IN,41.6939,-86.23928,2026-01-09,355866.07999999996,3,939486.4511999999,4.942584444444444,355866.07999999996,3,939486.4511999999,4.942584444444444
University of Oklahoma Norman,Norman,OK,35.20922,-97.44378,2026-01-09,1440455.08,3,3802801.4112000004,20.006320555555558,1440455.08,3,3802801.4112000004,20.006320555555558
University of Oregon Eugene,Eugene,OR,44.04551,-123.06974,2026-01-09,26462.340000000026,1,69860.57760000008,0.3675325000000004,26462.340000000026,1,69860.57760000008,0.3675325000000004
University of Pennsylvania,Philadelphia,PA,39.95346,-75.19398,2026-01-09,469514.19,4,1239517.4616,6.521030416666667,469514.19,4,1239517.4616,6.521030416666667
University of Pittsburgh,Pittsburgh,PA,40.44091,-79.95912,2026-01-09,6173960.470000001,9,16299255.640800003,85.74945097222223,6173960.470000001,9,16299255.640800003,85.74945097222223
University of Puerto Rico Arecibo,Arecibo,PR,18.46416,-66.75135,2026-01-09,982868.16,1,2594771.9424,13.650946666666668,982868.16,1,2594771.9424,13.650946666666668
University of Puerto Rico Carolina,Carolina,PR,38.7946,-106.53484,2026-01-09,102583.7366255144,1,270821.064691358,1.424774119798811,102583.7366255144,1,270821.064691358,1.424774119798811
University of Puerto Rico Mayaguez,Mayaguez,PR,18.2086,-67.14001,2026-01-09,384053.57,1,1013901.4248,5.334077361111111,384053.57,1,1013901.4248,5.334077361111111
University of Puerto Rico Medical Sciences,San Juan,PR,18.41048,-66.06561,2026-01-09,2814957.49,1,7431487.773600001,39.09663180555556,2814957.49,1,7431487.773600001,39.09663180555556
University of Puerto Rico Rio Piedras,San Juan,PR,18.40983,-66.06296,2026-01-09,1062750.94,4,2805662.4816,14.760429722222222,1062750.94,4,2805662.4816,14.760429722222222
University of Puerto Rico Rio Piedras,San Juan,PR,38.7946,-106.53484,2026-01-09,1480771.16,1,3909235.8624,20.566266111111112,1480771.16,1,3909235.8624,20.566266111111112
University of Rhode Island,Kingston,RI,41.48604,-71.52866,2026-01-09,1576030.2499999998,6,4160719.8599999994,21.889309027777777,1576030.2499999998,6,4160719.8599999994,21.889309027777777
University of Rochester,Rochester,NY,43.13177,-77.63546,2026-01-09,1059973.62,2,2798330.3568000006,14.721855833333336,1059973.62,2,2798330.3568000006,14.721855833333336
University of San Diego,San Diego,CA,32.77192,-117.1875,2026-01-09,334932.84,1,884222.6976000001,4.651845000000001,334932.84,1,884222.6976000001,4.651845000000001
University of South Alabama,Mobile,AL,30.69541,-88.17522,2026-01-09,3176961.6414814815,2,8387178.733511112,44.12446724279835,3176961.6414814815,2,8387178.733511112,44.12446724279835
University of South Carolina at Columbia,Columbia,SC,33.99962,-81.02825,2026-01-09,1006789.7000000001,3,2657924.808,13.98319027777778,1006789.7000000001,3,2657924.808,13.98319027777778
University of South Florida,Tampa,FL,28.07404,-82.39596,2026-01-09,5767329.505274726,14,15225749.893925278,80.1017986843712,5767329.505274726,14,15225749.893925278,80.1017986843712
University of Southern California,Los Angeles,CA,34.01728,-118.28125,2026-01-09,1232906.6900000002,5,3254873.6616000007,17.12370402777778,1987381.9300000002,6,5246688.2952000005,27.60252680555556
University of Southern Mississippi,Hattiesburg,MS,31.32879,-89.3297,2026-01-09,5934.763485477179,1,15667.775601659752,0.08242727063162748,5934.763485477179,1,15667.775601659752,0.08242727063162748
University of Tennessee Knoxville,Knoxville,TN,35.95494,-83.93035,2026-01-09,376790.21,4,994726.1544000001,5.233197361111111,376790.21,4,994726.1544000001,5.233197361111111
University of Texas Arlington,Arlington,TX,32.7282,-97.1126,2026-01-09,1885835.24,3,4978605.033600001,26.192156111111114,1885835.24,3,4978605.033600001,26.192156111111114
University of Texas Dallas,Richardson,TX,32.99173,-96.7437,2026-01-09,721184.73,3,1903927.6872,10.016454583333333,721184.73,3,1903927.6872,10.016454583333333
University of Texas El Paso,El Paso,TX,31.77052,-106.50415,2026-01-09,13973769.100000001,13,36890750.424,194.0801263888889,13973769.100000001,13,36890750.424,194.0801263888889
University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572,2026-01-09,7122425.8862962965,11,18803204.339822225,98.92258175411523,7122425.8862962965,11,18803204.339822225,98.92258175411523
University of Texas at Austin,Austin,TX,30.29119,-97.73757,2026-01-09,12896356.649999999,15,34046381.555999994,179.11606458333333,13524137.569999998,16,35703723.1848,187.83524402777778
University of Toledo,Toledo,OH,41.61955,-83.62073,2026-01-09,23628.54794520547,1,62379.36657534245,0.3281742770167427,23628.54794520547,1,62379.36657534245,0.3281742770167427
University of Utah,Salt Lake City,UT,40.76454,-111.85032,2026-01-09,4131848.9000000004,6,10908081.096,57.386790277777784,4131848.9000000004,6,10908081.096,57.386790277777784
University of Vermont and State Agricultural College,Burlington,VT,44.47828,-73.20108,2026-01-09,291708.58157894737,1,770110.6553684211,4.05150807748538,291708.58157894737,1,770110.6553684211,4.05150807748538
University of Virginia,Charlottesville,VA,38.05053,-78.50053,2026-01-09,6908881.837037037,10,18239448.04977778,95.95669218106997,8074628.957037037,11,21317020.44657778,112.14762440329218
University of Washington,Seattle,WA,47.66031,-122.31517,2026-01-09,5062411.337832647,11,13364765.93187819,70.31126858100899,5062411.337832647,11,13364765.93187819,70.31126858100899
University of West Florida,Pensacola,FL,30.54912,-87.21855,2026-01-09,1283809.67,1,3389257.5288,17.83068986111111,1283809.67,1,3389257.5288,17.83068986111111
University of Wisconsin-Madison,Madison,WI,43.06852,-89.40086,2026-01-09,5138144.073666835,16,13564700.354480445,71.3631121342616,5138144.073666835,16,13564700.354480445,71.3631121342616
University of Wisconsin-Milwaukee,Milwaukee,WI,43.0757,-87.878,2026-01-09,496863.74,2,1311720.2736,6.900885277777778,496863.74,2,1311720.2736,6.900885277777778
University of Wisconsin-Whitewater,Whitewater,WI,42.84247,-88.74466,2026-01-09,2284.300000000003,1,6030.552000000008,0.03172638888888893,2284.300000000003,1,6030.552000000008,0.03172638888888893
University of Wyoming,Laramie,WY,41.31397,-105.58452,2026-01-09,214452.3,1,566154.072,2.9785041666666667,214452.3,1,566154.072,2.9785041666666667
University of the District of Columbia,Washington,DC,38.94444,-77.06433,2026-01-09,1032158.58,2,2724898.6512,14.335535833333333,1032158.58,2,2724898.6512,14.335535833333333
University of the Virgin Islands,Charlotte Amalie,VI,18.3419,-64.9307,2026-01-09,2236928.72,2,5905491.820800001,31.06845444444445,2236928.72,2,5905491.820800001,31.06845444444445
Urban Institute,Washington,DC,38.883540000000004,-77.02364,2026-01-09,325738.55,1,859949.772,4.524146527777778,325738.55,1,859949.772,4.524146527777778
Utah State University,Logan,UT,41.74215,-111.8082,2026-01-09,442468.12,2,1168115.8368,6.145390555555556,442468.12,2,1168115.8368,6.145390555555556
Vanderbilt University,Nashville,TN,36.14378,-86.801,2026-01-09,2078245.1800000002,4,5486567.275200001,28.86451638888889,2078245.1800000002,4,5486567.275200001,28.86451638888889
Villanova University,Villanova,PA,40.03657,-75.34578,2026-01-09,175686.66,2,463812.7824,2.4400925,175686.66,2,463812.7824,2.4400925
Virginia Commonwealth University,Richmond,VA,37.54981,-77.45278,2026-01-09,3261830.3000000003,6,8611231.992,45.303198611111114,3261830.3000000003,6,8611231.992,45.303198611111114
Virginia Polytechnic Institute and State University,Blacksburg,VA,37.23306,-80.421,2026-01-09,4771259.75,9,12596125.74,66.26749652777778,4771259.75,9,12596125.74,66.26749652777778
Virginia State University,Petersburg,VA,37.23646,-77.41988,2026-01-09,2075936.63,1,5480472.7032,28.832453194444444,2075936.63,1,5480472.7032,28.832453194444444
WEPAN Inc.,Washington,DC,38.90702,-77.04294,2026-01-09,1135313.6000000003,2,2997227.904000001,15.76824444444445,1135313.6000000003,2,2997227.904000001,15.76824444444445
WNET,New York,NY,40.76143,-73.98651,2026-01-09,137636,1,363359.04000000004,1.9116111111111111,137636,1,363359.04000000004,1.9116111111111111
Washington State University,Pullman,WA,46.72889,-117.15574,2026-01-09,1124223.21,5,2967949.2744,15.61421125,1124223.21,5,2967949.2744,15.61421125
Washington University,Saint Louis,MO,38.66437,-90.3238,2026-01-09,3646836.1900000004,5,9627647.541600002,50.650502638888895,3646836.1900000004,5,9627647.541600002,50.650502638888895
Wayne State University,Detroit,MI,42.35747,-83.06529,2026-01-09,557015.19,2,1470520.1016,7.736322083333333,557015.19,2,1470520.1016,7.736322083333333
Weber State University,Ogden,UT,41.19325,-111.94606,2026-01-09,113141.45999999999,1,298693.4544,1.5714091666666665,113141.45999999999,1,298693.4544,1.5714091666666665
West Chester University of Pennsylvania,West Chester,PA,39.95112,-75.59055,2026-01-09,207032.34000000003,2,546565.3776000001,2.8754491666666673,207032.34000000003,2,546565.3776000001,2.8754491666666673
West Hills Community College,Coalinga,CA,36.15328,-120.35115,2026-01-09,278208.18,1,734469.5952,3.8640025000000002,278208.18,1,734469.5952,3.8640025000000002
West Texas A&M University,Canyon,TX,34.98169,-101.91603,2026-01-09,431969.37,1,1140399.1368,5.999574583333334,431969.37,1,1140399.1368,5.999574583333334
West Virginia University Research Corporation,Morgantown,WV,39.65705,-79.95526,2026-01-09,511975.08999999997,2,1351614.2375999999,7.110765138888889,511975.08999999997,2,1351614.2375999999,7.110765138888889
WestEd,San Francisco,CA,37.78221,-122.39856,2026-01-09,31083.149999999907,1,82059.51599999976,0.4317104166666654,2175195.13,2,5742515.1432,30.211043472222222
